"gene_id","gene_symbol","logFC","t","P.Value","adj.P.Val"
"ENSG00000186715","MST1L",-0.637593055777573,-10.0261666119304,2.0096016260507e-22,3.72148449268648e-20
"ENSG00000119147","C2orf40",-0.65291560285981,-9.99576577315472,2.6445198366148e-22,4.72235685109786e-20
"ENSG00000278989","RP11-762L8.6",-0.537824289931722,-9.859595097882,8.97441814415495e-22,1.54731347313016e-19
"ENSG00000135424","ITGA7",-0.443683868576409,-9.85249688598798,9.56123676046881e-22,1.59353946007813e-19
"ENSG00000143127","ITGA10",-0.475334246323743,-9.84628212834883,1.01061469181066e-21,1.63002369646881e-19
"ENSG00000115919","KYNU",0.624024759353508,9.81586924757283,1.32499393183662e-21,2.07030301849472e-19
"ENSG00000144712","CAND2",-0.579982252541292,-9.78388724798616,1.76038213421785e-21,2.66724565790584e-19
"ENSG00000081479","LRP2",-0.56849081076072,-9.72878579853196,2.86725530264979e-21,4.17438215200351e-19
"ENSG00000177098","SCN4B",-0.431554586801784,-9.72664200417399,2.92206750640246e-21,4.17438215200351e-19
"ENSG00000143546","S100A8",0.70254499311912,9.69309371643419,3.92827831322981e-21,5.45594210170807e-19
"ENSG00000157303","SUSD3",-0.827264501913915,-9.68244456532976,4.31442799177773e-21,5.83030809699694e-19
"ENSG00000133256","PDE6B",-0.661737570217523,-9.66679286651327,4.95119462629679e-21,6.51472977144314e-19
"ENSG00000272505","RP11-981G7.6",-0.596790660513015,-9.53286192788598,1.59665727765012e-20,2.04699650980784e-18
"ENSG00000183833","MAATS1",-0.531185924559287,-9.49743580598696,2.17163185331767e-20,2.68582943929852e-18
"ENSG00000149927","DOC2A",-0.562910750752579,-9.49581389687936,2.20238014022479e-20,2.68582943929852e-18
"ENSG00000250305","KIAA1456",-0.598253445633561,-9.45906652066248,3.02703403516196e-20,3.56414760261659e-18
"ENSG00000223878","AC005517.3",-0.55664469769622,-9.45761778869018,3.06516693825027e-20,3.56414760261659e-18
"ENSG00000146038","DCDC2",-0.583903409450902,-9.44558413255413,3.40086150284924e-20,3.86461534414686e-18
"ENSG00000276842","RP11-713N11.6",-0.627971822313504,-9.39907927250755,5.0768003914394e-20,5.64088932382156e-18
"ENSG00000184911","DMRTC1B",-0.595485623420462,-9.37296438601368,6.35336647029286e-20,6.90583311988354e-18
"ENSG00000064309","CDON",-0.506654470453263,-9.35960540556214,7.12447592724314e-20,7.57922970983313e-18
"ENSG00000130045","NXNL2",-0.649558743011381,-9.34046926363833,8.39302541471324e-20,8.74273480699296e-18
"ENSG00000144152","FBLN7",-0.42169782129457,-9.32189442602691,9.83754247719989e-20,1.0038308650204e-17
"ENSG00000112183","RBM24",-0.715673617643729,-9.28650762589832,1.33038298539702e-19,1.33038298539702e-17
"ENSG00000251095","RP11-115D19.1",-0.771731592628872,-9.2807239558592,1.39754146949538e-19,1.3701386955837e-17
"ENSG00000162426","SLC45A1",-0.413303459796596,-9.24484872369396,1.89581279161656e-19,1.82289691501592e-17
"ENSG00000162931","TRIM17",-0.637239847233792,-9.2205434709881,2.32962092978467e-19,2.19775559413648e-17
"ENSG00000113739","STC2",-0.652909315006619,-9.21658321645693,2.40906684733607e-19,2.22465138055633e-17
"ENSG00000136883","KIF12",-0.370296377652095,-9.21473206331171,2.44711651861196e-19,2.22465138055633e-17
"ENSG00000120251","GRIA2",-0.763761534893298,-9.20907911608469,2.56703085948407e-19,2.29199183882506e-17
"ENSG00000171848","RRM2",0.310671031283392,9.19743907173339,2.83256692865466e-19,2.48470783215321e-17
"ENSG00000182379","NXPH4",0.486232398307837,9.17991700236159,3.28435796659982e-19,2.79031076482441e-17
"ENSG00000100626","GALNT16",-0.494308894317162,-9.17962121616009,3.29256670249281e-19,2.79031076482441e-17
"ENSG00000196136","SERPINA3",-0.408015460141013,-9.17664064923883,3.37642582350737e-19,2.81368818625614e-17
"ENSG00000069702","TGFBR3",-0.690667643331989,-9.15788428701885,3.95482532974356e-19,3.24166010634718e-17
"ENSG00000204837","RP11-204M4.2",-0.568411689499092,-9.14025963616706,4.58724664540099e-19,3.69939245596854e-17
"ENSG00000239704","CDRT4",-0.570909015148864,-9.1282273559061,5.07548861955926e-19,3.99154109009702e-17
"ENSG00000117009","KMO",0.571494157448002,9.12744001260903,5.10917259532418e-19,3.99154109009702e-17
"ENSG00000163220","S100A9",0.669349685225944,9.09674735087014,6.60971025650741e-19,5.0843925050057e-17
"ENSG00000154263","ABCA10",-0.510545823655008,-9.07668618507624,7.81834613943962e-19,5.92298949957547e-17
"ENSG00000206549","PRSS50",-0.678836476609796,-9.07188195487491,8.13882327032704e-19,6.07374870919929e-17
"ENSG00000172159","FRMD3",-0.506284431784444,-9.06019462329333,8.97374554202974e-19,6.59834231031599e-17
"ENSG00000143375","CGN",-0.279987346510254,-9.0362758778171,1.09556008040875e-18,7.93884116238228e-17
"ENSG00000204065","TCEAL5",-0.560451260676446,-9.02355416825653,1.21802130801611e-18,8.70015220011507e-17
"ENSG00000107014","RLN2",-0.500745248204931,-9.00561595924814,1.41401897260999e-18,9.95788008880272e-17
"ENSG00000103569","AQP9",0.594417485579405,9.00074602616687,1.47241307010957e-18,1.02250907646498e-16
"ENSG00000197291","RAMP2-AS1",-0.56145803099959,-8.99711581850549,1.51748799863918e-18,1.03937534153369e-16
"ENSG00000166924","NYAP1",-0.49143777028561,-8.99540663173009,1.53918036920007e-18,1.03998673594599e-16
"ENSG00000186847","KRT14",-0.524645576250116,-8.9641807629369,1.9940757159853e-18,1.32938381065687e-16
"ENSG00000172379","ARNT2",-0.472986269200044,-8.91684141922446,2.94865485500791e-18,1.93990450987362e-16
"ENSG00000154065","ANKRD29",-0.480196018890332,-8.87346389086496,4.2136076047438e-18,2.73610883424922e-16
"ENSG00000269113","TRABD2B",-0.436996582220921,-8.85527597414348,4.89188470034961e-18,3.13582352586514e-16
"ENSG00000118298","CA14",-0.564404938079685,-8.85348214208617,4.96436455771754e-18,3.14200288463135e-16
"ENSG00000129951","LPPR3",-0.611871585771407,-8.8156845518969,6.76410504327763e-18,4.22756565204852e-16
"ENSG00000273291","RP11-136C24.3",-0.505190075835127,-8.80190348204241,7.56968975824929e-18,4.67264799891931e-16
"ENSG00000095637","SORBS1",-0.358723482223934,-8.79959056132146,7.71389393626816e-18,4.70359386357815e-16
"ENSG00000170549","IRX1",-0.398394388297854,-8.78476622142718,8.70484049609479e-18,5.24387981692457e-16
"ENSG00000168329","CX3CR1",-0.544917334214455,-8.76825297013258,9.95734609244364e-18,5.92699172169264e-16
"ENSG00000264299","RP11-680F20.12",-0.417259936054784,-8.75820489178111,1.08050122974727e-17,6.35588958674862e-16
"ENSG00000261857","MIA",-0.718374140808816,-8.75077659089278,1.14771712072584e-17,6.67277395770838e-16
"ENSG00000082175","PGR",-0.795721044921866,-8.72948944799213,1.36409178446179e-17,7.83960795667698e-16
"ENSG00000214578","HMGN2P15",-0.506151138448667,-8.72218070444349,1.44731500735313e-17,8.22338072359732e-16
"ENSG00000134533","RERG",-0.432840887855378,-8.71695690669691,1.50985391385247e-17,8.48232535872176e-16
"ENSG00000275395","FCGBP",-0.532082585797429,-8.69625214562495,1.78511003237913e-17,9.91727795766184e-16
"ENSG00000279833","RP4-742C19.13",-0.451664742059794,-8.69073470537555,1.86647674646344e-17,1.02553667388101e-15
"ENSG00000138685","FGF2",-0.477458619149653,-8.64415446209084,2.71674820849952e-17,1.47649359157583e-15
"ENSG00000154678","PDE1C",-0.391672786514789,-8.62999196679389,3.04421945481732e-17,1.63667712624587e-15
"ENSG00000099960","SLC7A4",-0.855795487427879,-8.59602570500341,3.99713306884862e-17,2.12613461108969e-15
"ENSG00000177791","MYOZ1",-0.428624254014757,-8.59363898349591,4.0742255325466e-17,2.14432922765611e-15
"ENSG00000273650","CTD-3193K9.11",-0.599926230179834,-8.53850930847542,6.326433577544e-17,3.29501748830417e-15
"ENSG00000166682","TMPRSS5",-0.648229296750501,-8.51411475673092,7.68079084635818e-17,3.95917053935989e-15
"ENSG00000147576","ADHFE1",-0.434883556925347,-8.50677041684373,8.1420028864152e-17,4.15408310531388e-15
"ENSG00000267530","AC006273.5",-0.589107600768631,-8.5016095915048,8.48235688150282e-17,4.28401862702163e-15
"ENSG00000185156","MFSD6L",-0.485181328753847,-8.49426370173362,8.99118297466507e-17,4.49559148733254e-15
"ENSG00000160867","FGFR4",0.595728928029397,8.47117975123458,1.07945634770853e-16,5.34384330548775e-15
"ENSG00000146151","HMGCLL1",-0.546415605411117,-8.41720776234345,1.65246305695327e-16,8.10030910271211e-15
"ENSG00000113396","SLC27A6",-0.480407017873823,-8.40948387775913,1.75597120151395e-16,8.52413204618424e-15
"ENSG00000189159","HN1",0.384804862651783,8.39488546392953,1.96939582651171e-16,9.46824916592168e-15
"ENSG00000179796","LRRC3B",-0.537594216072832,-8.39044099829301,2.03931933573831e-16,9.7110444558967e-15
"ENSG00000153822","KCNJ16",-0.489380335691436,-8.38609956280879,2.10998740609215e-16,9.95277078345352e-15
"ENSG00000182132","KCNIP1",-0.39834743338112,-8.38322066539097,2.15817687064377e-16,1.00849386478681e-14
"ENSG00000168004","HRASLS5",-0.59082075600487,-8.37994534119524,2.21432471343119e-16,1.02515033029222e-14
"ENSG00000273259","SERPINA3",-0.338849119239789,-8.37029555864629,2.38826957104674e-16,1.09553650048015e-14
"ENSG00000162444","RBP7",-0.420266808377045,-8.36580661428606,2.47371941362765e-16,1.1244179152853e-14
"ENSG00000196932","TMEM26",-0.536568708013385,-8.34823380473094,2.83825710534942e-16,1.27121949911764e-14
"ENSG00000117407","ARTN",-0.580602119147283,-8.34781639867707,2.8475316780235e-16,1.27121949911764e-14
"ENSG00000165730","STOX1",-0.463720991945995,-8.33576795199389,3.12853056155235e-16,1.38430555820901e-14
"ENSG00000099769","IGFALS",-0.762495829709341,-8.33224544762013,3.21573767192399e-16,1.41041125961579e-14
"ENSG00000115112","TFCP2L1",-0.475014906413797,-8.32670372270521,3.35781668585506e-16,1.45992029819785e-14
"ENSG00000168497","SDPR",-0.517991874467475,-8.2905005924108,4.45110022531239e-16,1.91857768332431e-14
"ENSG00000165821","SALL2",-0.437322127806526,-8.28844496533519,4.52277243017019e-16,1.93280873084196e-14
"ENSG00000167371","PRRT2",-0.395928834999879,-8.28232734755091,4.742880754214e-16,2.00969523483644e-14
"ENSG00000142583","SLC2A5",0.458492887282978,8.27974021930964,4.83911543740415e-16,2.03324178042191e-14
"ENSG00000108018","SORCS1",-0.716073889380863,-8.27574669966512,4.9914612312353e-16,2.07977551301471e-14
"ENSG00000112981","NME5",-0.504794095642594,-8.25860084473726,5.70116791930019e-16,2.35585451210752e-14
"ENSG00000171631","P2RY6",0.382000036190749,8.23968837190488,6.59985714261272e-16,2.70485948467735e-14
"ENSG00000166091","CMTM5",-0.624623135871015,-8.22006239983337,7.68027346371919e-16,3.12206238362569e-14
"ENSG00000183346","C10orf107",-0.473395808505495,-8.21892620707733,7.74790841526778e-16,3.12415661905959e-14
"ENSG00000148204","CRB2",-0.395257430673751,-8.21705091128977,7.86082861486275e-16,3.1443314459451e-14
"ENSG00000135423","GLS2",-0.450034195880965,-8.2138275297822,8.05873102387862e-16,3.19722516965088e-14
"ENSG00000066382","MPPED2",-0.405128533014747,-8.21283022092298,8.12095193091324e-16,3.19722516965088e-14
"ENSG00000101605","MYOM1",-0.343876739196914,-8.20574165400501,8.57707085108527e-16,3.35041830120519e-14
"ENSG00000270607","RP11-359E10.1",-0.452928411598293,-8.20317219476385,8.74857279184193e-16,3.39091968676044e-14
"ENSG00000175920","DOK7",-0.691877805547644,-8.19457209497548,9.34759058650247e-16,3.5952271486548e-14
"ENSG00000224397","LINC01272",0.440438581285733,8.18033778557119,1.04291941507649e-15,3.98060845449043e-14
"ENSG00000066468","FGFR2",-0.389162612834159,-8.17881961835471,1.05515998304458e-15,3.99681811759312e-14
"ENSG00000101447","FAM83D",0.373378118746454,8.17543966656785,1.08292311099958e-15,4.07113951503601e-14
"ENSG00000114854","TNNC1",-0.367920142228041,-8.17126100714781,1.11824509293147e-15,4.17255631690846e-14
"ENSG00000171241","SHCBP1",0.407049133594062,8.15554345074658,1.26158277801807e-15,4.67252880747435e-14
"ENSG00000157152","SYN2",-0.446338433873594,-8.15100201728078,1.30627489297273e-15,4.80248122416447e-14
"ENSG00000146410","MTFR2",0.407808922481655,8.14679742196264,1.34904316861099e-15,4.92351521390873e-14
"ENSG00000127743","IL17B",-0.562282535951329,-8.13937592838441,1.42793080818354e-15,5.1736623484911e-14
"ENSG00000254815","RP11-496I9.1",-0.518366260446204,-8.13298505302474,1.49949878007497e-15,5.3938805038668e-14
"ENSG00000006128","TAC1",-0.559588488253026,-8.1145397211399,1.72650821791726e-15,6.16610077827595e-14
"ENSG00000106278","PTPRZ1",-0.533624983272249,-8.08672119033914,2.13444390759433e-15,7.56895002693025e-14
"ENSG00000231943","PGM5P4-AS1",-0.647512833065642,-8.07213090163585,2.38502685940808e-15,8.39798189932423e-14
"ENSG00000100526","CDKN3",0.344934587661161,8.05962371083177,2.62277827669896e-15,9.17055341503131e-14
"ENSG00000012171","SEMA3B",-0.594015180574654,-8.04599036039778,2.9086091560213e-15,1.00993373472962e-13
"ENSG00000104332","SFRP1",-0.580442413629661,-8.03143461609621,3.2477234121412e-15,1.11990462487628e-13
"ENSG00000256124","LINC01152",-0.573072318896716,-8.01855174513221,3.5802091379324e-15,1.22609901983986e-13
"ENSG00000119698","PPP4R4",-0.745041691206639,-8.01117766376814,3.78540307608546e-15,1.28755206669574e-13
"ENSG00000197977","ELOVL2",-0.663016167941975,-8.00376331989073,4.00340383859355e-15,1.35250129682215e-13
"ENSG00000105855","ITGB8",-0.441796907058069,-8.00261684928898,4.03820054597481e-15,1.35510085435396e-13
"ENSG00000166405","RIC3",-0.586848800721047,-8.00105260738682,4.08615867394771e-15,1.3620528913159e-13
"ENSG00000263155","MYZAP",-0.357199845656014,-7.99777437304697,4.18849573549113e-15,1.38691911771229e-13
"ENSG00000185101","ANO9",-0.264879730243333,-7.99565848160662,4.25588578313735e-15,1.3999624286636e-13
"ENSG00000173947","PIFO",-0.408533866454176,-7.98583770700901,4.58293765554291e-15,1.49769204429507e-13
"ENSG00000079101","CLUL1",-0.332484096664934,-7.98412045075298,4.64261866149704e-15,1.50734372126527e-13
"ENSG00000117834","SLC5A9",-0.410399026357811,-7.97220113667262,5.07851527381768e-15,1.63823073348957e-13
"ENSG00000179639","FCER1A",-0.447078727298634,-7.94630124452032,6.16960690503143e-15,1.97239395901357e-13
"ENSG00000116661","FBXO2",-0.460533377438426,-7.9457900794571,6.19331703130261e-15,1.97239395901357e-13
"ENSG00000114757","PEX5L",-0.559243711714965,-7.9330810743989,6.81257993196987e-15,2.15587972530692e-13
"ENSG00000167701","GPT",-0.58270168508429,-7.92100566984223,7.45736667767409e-15,2.3450838609038e-13
"ENSG00000154556","SORBS2",-0.393097144024727,-7.91475558379267,7.81436439219413e-15,2.44198887256067e-13
"ENSG00000146215","CRIP3",-0.567844430471082,-7.91350209913353,7.88796460182361e-15,2.44967844777131e-13
"ENSG00000134376","CRB1",-0.466270629544679,-7.91019176633303,8.08563759159728e-15,2.4955671579004e-13
"ENSG00000221932","HEPN1",-0.506789892981707,-7.90892499709162,8.16256659696104e-15,2.50385478434388e-13
"ENSG00000100031","GGT1",0.551296099158574,7.89974992151349,8.74171285302919e-15,2.66515635763085e-13
"ENSG00000232044","LINC01105",0.589344163181745,7.89641011774095,8.96243159021351e-15,2.71588836067076e-13
"ENSG00000142675","CNKSR1",-0.210018058302791,-7.84999127591581,1.26632208257688e-14,3.8142231402918e-13
"ENSG00000164309","CMYA5",-0.381664917447304,-7.82852023960665,1.48501877265976e-14,4.44616398999927e-13
"ENSG00000108370","RGS9",-0.539674281515934,-7.81401035801428,1.65347932097481e-14,4.92106940766311e-13
"ENSG00000165995","CACNB2",-0.440153569385685,-7.8054710560014,1.76128321436946e-14,5.21089708393333e-13
"ENSG00000255794","RMST",-0.541245246786559,-7.79851707113191,1.85416632939762e-14,5.41211177150708e-13
"ENSG00000242759","LINC00882",-0.332289177557653,-7.79818093489672,1.85877632266479e-14,5.41211177150708e-13
"ENSG00000094755","GABRP",-0.587770877570038,-7.7979633497154,1.86176644939843e-14,5.41211177150708e-13
"ENSG00000164879","CA3",-0.552662317936536,-7.77652127360104,2.18090630430079e-14,6.27197777924268e-13
"ENSG00000173991","TCAP",0.420095246583624,7.77641294320493,2.18264826717645e-14,6.27197777924268e-13
"ENSG00000240038","AMY2B",-0.392332433007116,-7.77234252728783,2.2491039953266e-14,6.42601141521886e-13
"ENSG00000223839","FAM95B1",-0.544414784966332,-7.76775847882881,2.32633460139941e-14,6.60890511761197e-13
"ENSG00000156298","TSPAN7",-0.36100385385911,-7.75417810776446,2.57079974261486e-14,7.26214616557869e-13
"ENSG00000145075","CCDC39",-0.42741464253896,-7.75053916556408,2.64049716640251e-14,7.41712687191716e-13
"ENSG00000120729","MYOT",-0.544574787047248,-7.74633225475969,2.72339568064021e-14,7.6072505045816e-13
"ENSG00000143768","LEFTY2",-0.572366448425266,-7.73443191709097,2.97203518965556e-14,8.25565330459878e-13
"ENSG00000273108","RP11-416N2.4",-0.490565778491802,-7.69373519437467,4.00353007965932e-14,1.10594753581749e-12
"ENSG00000172478","C2orf54",0.473820356449374,7.66627003619829,4.89149298280824e-14,1.34381675351875e-12
"ENSG00000165795","NDRG2",-0.341573488537618,-7.64851670247744,5.56593312469712e-14,1.52074675538173e-12
"ENSG00000277877","RP11-11N7.5",-0.43494791511917,-7.6468420802339,5.63409010045736e-14,1.5310027446895e-12
"ENSG00000161649","CD300LG",-0.53707150781422,-7.62649058825953,6.53106469615218e-14,1.76515262058167e-12
"ENSG00000121753","ADGRB2",-0.448976503959822,-7.62223587692906,6.73564642446695e-14,1.81065764098574e-12
"ENSG00000013297","CLDN11",-0.383945410220879,-7.61730914182674,6.98043527281683e-14,1.86642654353391e-12
"ENSG00000090530","P3H2",-0.300541883824946,-7.60131206726295,7.83724385192446e-14,2.08437336487353e-12
"ENSG00000099194","SCD",0.403271740223614,7.59909757821326,7.96373484598163e-14,2.1068081603126e-12
"ENSG00000254706","RP11-565P22.6",-0.397001076902402,-7.59709287023478,8.07997561857324e-14,2.12015960886389e-12
"ENSG00000129244","ATP1B2",-0.262021999804538,-7.59676731346289,8.09900970586008e-14,2.12015960886389e-12
"ENSG00000255085","AF186192.5",-0.453504761738772,-7.58925720409446,8.55056297909632e-14,2.22670910913967e-12
"ENSG00000079337","RAPGEF3",-0.359137076709826,-7.57387349226519,9.55431668346643e-14,2.47521157602757e-12
"ENSG00000141738","GRB7",0.239525478810224,7.56917207519777,9.88359973273749e-14,2.54731951874678e-12
"ENSG00000133392","MYH11",-0.343021656321246,-7.551647468009,1.12124318412813e-13,2.87456637281093e-12
"ENSG00000086570","FAT2",-0.492835759687881,-7.55095627435769,1.12683001814188e-13,2.87456637281093e-12
"ENSG00000197748","CFAP43",-0.438122526006586,-7.5403429361333,1.21613815188136e-13,3.08664505553644e-12
"ENSG00000186193","SAPCD2",0.260352109363684,7.53929536228903,1.22532217817017e-13,3.09424792467214e-12
"ENSG00000101057","MYBL2",0.298786530698816,7.52610272609019,1.34699326924551e-13,3.38003622766323e-12
"ENSG00000267199","RP11-861E21.2",-0.43422319662839,-7.5255838273993,1.35201449106529e-13,3.38003622766323e-12
"ENSG00000182836","PLCXD3",-0.498904551130106,-7.52474086951445,1.36021084055175e-13,3.38360905609888e-12
"ENSG00000130208","APOC1",0.25217751964126,7.50629832831737,1.55228875834359e-13,3.84229890679105e-12
"ENSG00000215252","GOLGA8B",-0.436428712164883,-7.50147893771167,1.60673368729998e-13,3.95747213620685e-12
"ENSG00000164591","MYOZ3",-0.494685268808511,-7.49944430847371,1.63027933742404e-13,3.99578268976479e-12
"ENSG00000162367","TAL1",-0.328514603086742,-7.4974910992509,1.65320213924613e-13,4.0322003396247e-12
"ENSG00000188001","TPRG1",-0.612166136203924,-7.4860911718215,1.79345979763332e-13,4.35305776124591e-12
"ENSG00000223814","RP11-543D5.2",-0.566966827852408,-7.48475921391183,1.81059278919963e-13,4.37341253429862e-12
"ENSG00000149654","CDH22",-0.487778916478028,-7.4734058942146,1.96332213774358e-13,4.71952436957591e-12
"ENSG00000092850","TEKT2",-0.469876074991719,-7.47235996064614,1.97801434483528e-13,4.72916568496524e-12
"ENSG00000087586","AURKA",0.37018225696975,7.47177703533795,1.9862495876854e-13,4.72916568496524e-12
"ENSG00000231367","AC016995.3",-0.444499761990243,-7.4672466304081,2.05141328483615e-13,4.86116892141268e-12
"ENSG00000182103","FAM181B",-0.527852814459958,-7.46196308449575,2.13007086849427e-13,5.02375204833555e-12
"ENSG00000215018","COL28A1",-0.414728097470841,-7.45486042356781,2.24050398590795e-13,5.25939902795293e-12
"ENSG00000228214","LINC00693",-0.41925667379563,-7.4495528980032,2.32668609504022e-13,5.43618246504725e-12
"ENSG00000164303","ENPP6",-0.349161799609323,-7.43973650137226,2.49476357384404e-13,5.80177575312568e-12
"ENSG00000171819","ANGPTL7",-0.549327979752497,-7.43839245376526,2.51868733036477e-13,5.83029474621475e-12
"ENSG00000120049","KCNIP2",-0.445515563088406,-7.43321741930602,2.6129281990901e-13,6.02057188730437e-12
"ENSG00000196090","PTPRT",-0.556669470131802,-7.43229493317754,2.63008791333762e-13,6.03231172783858e-12
"ENSG00000238098","ABCA17P",-0.378192077517554,-7.4298272341925,2.67653800669506e-13,6.1108173668837e-12
"ENSG00000121005","CRISPLD1",-0.491326812852322,-7.41908356287344,2.88835506094613e-13,6.56444332033212e-12
"ENSG00000134757","DSG3",-0.500046874436223,-7.41826151559005,2.9052251895479e-13,6.57290766866041e-12
"ENSG00000181778","TMEM252",-0.487108051670999,-7.41468923040508,2.97966904867884e-13,6.71096632585324e-12
"ENSG00000275367","RP11-266K4.14",-0.350961263332671,-7.4126420542548,3.02317342738282e-13,6.76797414450521e-12
"ENSG00000170579","DLGAP1",-0.542765380365994,-7.4122278010051,3.03205241673833e-13,6.76797414450521e-12
"ENSG00000171817","ZNF540",-0.353451639722042,-7.40981546812641,3.08426975566334e-13,6.85393279036298e-12
"ENSG00000018625","ATP1A2",-0.368382207973015,-7.403339098283,3.22887337244423e-13,7.14352516027485e-12
"ENSG00000179388","EGR3",-0.523901864007367,-7.39784490320601,3.35676102480782e-13,7.39374675067802e-12
"ENSG00000125931","CITED1",-0.447501446744417,-7.3957874250526,3.40592434499152e-13,7.46913233550772e-12
"ENSG00000135298","ADGRB3",-0.358986142704836,-7.38301649173548,3.7273218045818e-13,8.1382572152441e-12
"ENSG00000174326","SLC16A11",-0.621610801713395,-7.3821568260735,3.74999760101754e-13,8.15216869786422e-12
"ENSG00000159648","TEPP",-0.548620161297312,-7.38063514092176,3.79046898585285e-13,8.20447832435682e-12
"ENSG00000108700","CCL8",0.347710271881182,7.37587579713929,3.91984431441249e-13,8.42605062919037e-12
"ENSG00000120057","SFRP5",-0.514844773565817,-7.37563372186674,3.92653959320271e-13,8.42605062919037e-12
"ENSG00000144452","ABCA12",0.472217516932012,7.37497130363036,3.9449182157584e-13,8.42931242683419e-12
"ENSG00000056736","IL17RB",-0.398945702009558,-7.37377644303114,3.97828355108135e-13,8.44291278518632e-12
"ENSG00000216490","IFI30",0.277336620835042,7.3735351573502,3.98505483460795e-13,8.44291278518632e-12
"ENSG00000016602","CLCA4",-0.442187769784702,-7.36585540170328,4.20659901904626e-13,8.87468147478115e-12
"ENSG00000150893","FREM2",-0.583402797160047,-7.36121180691617,4.34638829656247e-13,9.13106784992116e-12
"ENSG00000055813","CCDC85A",-0.386873078818969,-7.35893029278152,4.41673447865735e-13,9.24003029007815e-12
"ENSG00000167676","PLIN4",-0.531941663295007,-7.33724948393922,5.14364580960707e-13,1.0683578593865e-11
"ENSG00000214456","PLIN5",-0.562589363930006,-7.33708783507215,5.14948488224293e-13,1.0683578593865e-11
"ENSG00000134762","DSC3",-0.427715484700158,-7.32067861555716,5.7774205661283e-13,1.19155458843746e-11
"ENSG00000102010","BMX",-0.40728460867111,-7.32034458323622,5.79095529980605e-13,1.19155458843746e-11
"ENSG00000271259","RP11-1109F11.5",-0.499415473137916,-7.31281763686747,6.10434553874073e-13,1.25089047925015e-11
"ENSG00000224713","AC025165.8",-0.321158021563505,-7.31019919536489,6.21722992421158e-13,1.26882243351257e-11
"ENSG00000118729","CASQ2",-0.332148597786293,-7.30818219313602,6.30558295898578e-13,1.28162255263939e-11
"ENSG00000123560","PLP1",-0.330252714204274,-7.30654243467033,6.37832014766343e-13,1.29115792462823e-11
"ENSG00000169248","CXCL11",0.323009068957825,7.30501016067417,6.44703496237851e-13,1.29980543596341e-11
