"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APOPTOSIS",0.0224185311933555,0.0529357840428135,0.352487857583619,-0.40692522203868,-1.52074182089223,41,"51330/3606/301/4313/2012/5551/914/3553/8743/7049/952/3552/7124/2069/969/4060/1634/633/10017/3082/650"
"HALLMARK_P53_PATHWAY",0.0243504606596942,0.0529357840428135,0.352487857583619,-0.444858279010449,-1.63200578445684,36,"1969/10437/6382/3976/3691/7421/9635/64065/3552/6768/6236/8744/247/3872/5268/9314/650"
"HALLMARK_PANCREAS_BETA_CELLS",0.0239756488212615,0.0529357840428135,0.352487857583619,0.538883255117388,1.69169782703849,16,"1113/5122/5126/6833/3642/57586/10590"
"HALLMARK_PEROXISOME",0.0214001815664703,0.0529357840428135,0.352487857583619,0.498120279629846,1.66032556714492,20,"11001/6820/6833/7153/1382/6258/3291/774/866/213/1718/1056/7276"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0242640122709638,0.0529357840428135,0.352487857583619,-0.549711131265294,-1.64081532496717,18,"27071/7852/3561/3932/108/5579"
"HALLMARK_HEDGEHOG_SIGNALING",0.0298838980255372,0.0622581208865357,0.352487857583619,0.55712542472584,1.64282468701697,13,"6585/4897/9620/1271/7857/8633/3897"
"HALLMARK_APICAL_SURFACE",0.03135310607453,0.0627062121490601,0.321775918075361,-0.503617882733593,-1.52938591524536,19,"5329/2619/3561/6376/22854/255738/3560/8406/4118"
"HALLMARK_APICAL_JUNCTION",0.0431654676258993,0.0799360511590727,0.261663521711573,-0.324851134324652,-1.38318287954854,79,"10205/942/3914/3918/4313/11096/2533/5788/4982/1001/6376/1307/3691/91624/5880/10398/9073/30835/7412/1462/1041/5818/2200/1272/81607/72"
"HALLMARK_MTORC1_SIGNALING",0.0427173591830288,0.0799360511590727,0.321775918075361,-0.461348346996674,-1.50538795071591,24,"27071/3689/10437/7852/586/112399/10875/29968"
"HALLMARK_UV_RESPONSE_DN",0.0844645550527904,0.150829562594268,0.188204146308491,-0.364710331872868,-1.35886527472942,40,"10516/7049/3491/3815/1301/5737/6591/1278/1277/136/1902/773/1290/1281/3037"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0905923344947735,0.156193680163403,0.195789002148949,-0.792513863216266,-1.38070414221123,3,"22943/85407/7475"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.117355371900826,0.189282857904559,0.165656695205483,-0.475957221332536,-1.35632343418818,15,"493869/5329/51330"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.113924050632911,0.189282857904559,0.176694268938498,-0.664213622979215,-1.36018647369399,5,"11015/6347/29968"
"HALLMARK_NOTCH_SIGNALING",0.123693379790941,0.192837465564738,0.165656695205483,-0.763170055452865,-1.32958186056085,3,"7474/7472/1840"
"HALLMARK_UV_RESPONSE_UP",0.127272727272727,0.192837465564738,0.219250346703755,0.309041057275742,1.26699740660168,42,"23542/10439/2026/5979/3757/1280/3485/23467/4072/1543/4128"
"HALLMARK_MYC_TARGETS_V2",0.151447661469933,0.22271714922049,0.169570644405628,0.83044583044583,1.28226600862506,2,"10733/5347"
"HALLMARK_DNA_REPAIR",0.207289293849658,0.290769611482306,0.144630528034484,0.538057038712573,1.2711068440048,6,"4059/11130/5888/7298"
"HALLMARK_PROTEIN_SECRETION",0.209354120267261,0.290769611482306,0.142056643575821,0.590737684405942,1.30623394724887,5,"525/3875"
"HALLMARK_ADIPOGENESIS",0.286384976525822,0.387006725034894,0.0965629554309422,-0.330917697472199,-1.12920817014248,28,"718/5004/51129/348/7351/33/4638/4958/10580/284/56729"
"HALLMARK_SPERMATOGENESIS",0.349544072948328,0.459926411774116,0.126875729929857,0.273235192273872,1.0653421571717,36,"6790/51087/983/2918/9133/29106/1033/7137/699/246/1047/23397/4751/11004"
"HALLMARK_ANDROGEN_RESPONSE",0.387179487179487,0.472170106316448,0.108394255853397,0.327107812901184,1.02687840276593,16,"9455/25803/3880/3856/6319/79689/1718/658/3248"
"HALLMARK_ANGIOGENESIS",0.375415282392027,0.472170106316448,0.0845557442441281,-0.361717011268089,-1.07063193616348,17,"4973/6696/11167/1462/4060/1290/6372/1281"
"HALLMARK_MYOGENESIS",0.383275261324042,0.472170106316448,0.130105630751129,0.212520081515137,1.03190912504258,94,"2775/8912/26353/5816/3270/1837/3757/816/7138/25803/65055/2065/8614/11155/6319/4151/845/1152/8557/7125/7433"
"HALLMARK_KRAS_SIGNALING_DN",0.467084639498433,0.556053142260039,0.109250039480711,0.203793852055797,0.984018312076376,85,"1952/152/1360/2261/525/1280/8786/1271/51087/3485/27076/29842/26150/398/2813/54847/80303/3291/7137"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.501742160278746,0.583421116603193,0.0718276293603809,-0.562906376711338,-0.980685893428179,3,"481/4129"
"HALLMARK_TGF_BETA_SIGNALING",0.62037037037037,0.70496632996633,0.0755015292281669,0.32345406837077,0.841424650359725,8,"999"
"HALLMARK_GLYCOLYSIS",0.635431918008785,0.706035464454205,0.0521630305460055,-0.236485820406445,-0.907589027728288,47,"6662/7852/11015/6382/112399/3486/4166/1944/51129/10331/1462/136/1634/27087"
"HALLMARK_XENOBIOTIC_METABOLISM",0.733905579399142,0.797723455868632,0.0445070537769277,-0.209338510141342,-0.856729131252534,67,"629/1969/3294/8876/2651/586/3394/2571/8942/5730/366/348/57447/2646/2192/2326/3290/3479/1244/316/28959/8714/2328/5340/1036/2159"
"HALLMARK_BILE_ACID_METABOLISM",0.783783783783784,0.827492211838006,0.0714786287425507,0.210019471032654,0.79931212270219,30,"8431/11001/6820/335/29842/6258/866/1718/5947/7276/9963/367"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.794392523364486,0.827492211838006,0.0636424081651019,0.396487985212569,0.712955167950242,3,"1728/4257/2878"
"HALLMARK_HEME_METABOLISM",0.835616438356164,0.852669835057311,0.0414044273760278,-0.211256317186309,-0.760536460730894,34,"10158/718/2995/6622/360/7351"
"HALLMARK_FATTY_ACID_METABOLISM",0.924646781789639,0.924646781789639,0.0381628909049257,-0.191367420014716,-0.659167254511412,29,"259307/8876/6296/33/2326"
