sampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,Final_Label
GTEX-S4Q7-0003-SM-3NM8M,-48.38415117459379,12.649105214494083,-31.223354597721038,3.634284243357037,-5.6124291534963175,-18.62905013747266,-0.4527640056218884,31.921475321728355,15.550552633554876,-9.203174921280851,-23.222545626622278,-18.420013135722655,17.180240210296564,-24.104467785688865,3.5139836954386525,0.2863207387627462,-6.778924416930087,-1.9691310492038627,-12.618326862648159,1.3382770645455704,-6.162796357289826,-1.0686205675914895,-4.790857089631576,-2.777521425115512,3.7527301026374236,-1.609114670815319,4.423629770231935,0.3016699943517199,-2.1499960703618806,0.38639849509838686,2.8878752235673883,-2.083704715876334,-1.7547049720068042,4.461690422564412,0.2534724713342386,0.7890358463689597,1.706609250232306,0.9207576886882007,-0.36139187976054843,0.03000403241851458,Normal_GTEX
GTEX-QV31-1626-SM-2S1QC,-4.7413499546651785,-6.349600592542639,42.724589841485965,-2.79452466741968,-13.383660591709017,-3.8607354521495956,-8.252977860670308,-10.105316158580699,10.743383939991418,6.297164909475828,-3.149095407623076,-13.45696785984904,5.611403943885108,9.285125668190842,2.670894448184955,-1.6810154740111047,-4.921231077380521,-0.13211911613395724,5.019756572817076,3.8226089061994406,0.21496260545837326,0.3801591326996682,0.888800242828093,2.0478742912350993,0.24426378741400415,-1.4081542228855317,-0.855545885730026,1.6169995371065364,-4.174166113522846,1.3182833094497273,4.94152365483836,8.02879178485091,-1.220694653867911,1.4997438226148256,1.3307536077341628,4.413114921172594,5.328886384529427,-2.0989265346140997,0.9241878168297452,-0.03242053948806342,Normal_GTEX
GTEX-13QIC-0011-R1a-SM-5O9CJ,10.34916583417763,-46.765204816094226,-20.27545195542704,6.03727739161741,-6.134935418494004,-3.752927974087127,-5.698455295734586,-4.000902676824038,-4.613268079823998,-2.795517369407955,0.34740437852412037,1.350830539354735,7.251526108571983,-2.9566169602331422,6.0651003017068374,6.549413097686365,1.3898298466408672,0.9016528660467787,5.273857813123228,1.474603570552843,-3.5492940502424126,-2.1145940027991057,0.49087206781418113,-4.97961636251831,-4.050584392345459,-2.050881986279407,8.766760201689838,4.309171386248846,5.057017847236477,-15.770572069061268,-2.4358003337697145,1.8083515763667408,2.1564961584998503,1.795994889400148,-6.334768663405907,0.7712069858693028,-7.00706468262514,0.1643544839628621,-0.13662185270774416,-0.08552587688121928,Normal_GTEX
GTEX-ZPCL-0126-SM-4WWC8,18.3681794165769,10.310780954081215,0.8279089816970993,6.334764132411138,4.631492536178631,7.342801627439818,11.181054099305214,-0.33823873722244246,-9.729287009944017,17.714893718901607,-7.176532539493564,-1.168999083013826,-6.436006785652114,-11.819737542611485,10.600545584422493,-2.5979351681816665,-5.936185687329387,4.322929351869941,9.253479225412274,6.801869786507102,10.71476103727745,-4.9599033406854,0.7296252439383134,6.217716980362071,-3.0414250218074295,-0.511886387956277,-1.08045114935415,2.287125383904423,2.494973022541723,0.6734172673720001,-2.3189509061369207,-6.728226998363609,-3.2268794569154875,3.6194066638802687,-0.6860023138450332,2.854761388581756,0.21652310692077176,1.225477421588132,-0.3080978541751179,-0.6561094875317316,Normal_GTEX
GTEX-S33H-1226-SM-4AD69,-19.37522069149609,-4.657576012334813,-12.484896606311734,-6.690732904217837,13.691559796007422,15.558072697525635,33.55758629674365,-9.11675386197677,-4.668510431752926,0.6040813306758727,-6.888851758771074,-5.431998338750278,-0.32599543631755495,-0.46104529960354257,-3.3612769537530505,3.307408908908838,-9.227947766243283,-3.9140175069006546,-0.21337568847874336,-4.753416483101125,-6.741182530663756,16.078652810647558,-3.2179336514977175,-6.6891148548556325,-11.881618954905987,10.654754992965648,-4.432007444541885,4.509783814835554,-1.9976754021554886,-3.0044068126482033,5.951146711474793,-1.6227519934578452,1.4961138925185569,-0.8266738579655073,1.5736986433381934,-2.726708911135297,1.5998482122987239,0.07958978670610602,0.8781728311183042,2.255969784676788,Normal_GTEX
GTEX-X88G-0426-SM-47JZ5,10.81294484182568,11.060199041746264,27.948264002019823,13.532340092203421,-13.761510911868287,-6.047358904441966,-4.138259329743018,-3.881629008939062,6.975514631940622,5.37687494787369,-0.08331223852778841,-7.627915430568832,4.983727352216277,6.385199442901111,2.011830405129475,-3.895775853959705,7.127663324400414,3.29453570280424,-1.4824443086680348,0.36666753875503355,2.9467108710533054,4.991841625232901,2.3575233350513205,0.7891802875150424,-2.088342398338859,0.4072379725426905,-0.319617335940215,0.049548267257807026,-0.018616428113479133,-1.259787580936239,1.990847211112645,0.023103335492298607,0.7670182158130288,0.03586666147532783,1.3783874606084696,-0.8262516242781383,3.9301084062461444,-0.7156119881476828,1.6683476758805091,3.7006387480322713,Normal_GTEX
TCGA-C8-A1HL-01,-5.250440132223869,32.18123717247153,-23.176504747797203,-15.963025792220238,-25.243440321685323,16.38629603870435,-5.816471218024809,-5.392995766849268,2.5980280921928185,0.5747241761753766,-1.2926940181930018,2.3961756844972935,-0.040888197609883395,0.09545280656418041,-4.437215677804087,2.8652136266906796,-0.34033598738760784,1.0499271475114462,0.06190739681265656,8.531878574582606,0.8768473390611423,3.8077264572007663,12.089144598715643,-5.767779433649472,1.1422792155487647,0.17868344541706555,-0.40643061170722544,-1.0950057656822494,-2.0233048387182904,0.8908831791257587,-0.03789036767765406,1.5144292691962846,-2.032702729972968,0.29117259990859734,-0.7396553892524488,-2.4980883355962225,-0.7763842511482519,-1.8351343397076871,-1.206335718139722,-2.6328080570609886,LumB
TCGA-EW-A2FS-01,6.824213969808656,30.065098136632272,-25.088459046071346,-4.6726566226799005,-13.9901360155586,13.876191393915835,-1.4280304866619407,-1.7604013546834323,2.1164752087339016,0.2952546570155112,-4.4220001571696725,3.28887751013681,-0.6426884289851912,0.24673113451925052,0.6162824598718468,3.7209715698796306,8.207672584160857,0.7663315078852817,-4.773001055473537,0.816073201251046,2.298876178245985,6.210662704283686,2.705258641514671,-0.6828020872458028,-1.6578688315318855,-4.214518466312983,2.971595735564614,-4.964885804108452,1.7660957224906326,2.236326445107743,1.0037483778403269,-0.48311737482757316,-4.626181997768933,-4.47881749009349,-2.8612198661477657,-1.4421898048758648,-1.7466335807200384,-1.7306836598285806,-1.1905911547771453,0.6008472655090068,LumA
GTEX-ZAKK-0326-SM-5EGHA,-16.057487243489202,-8.060119992548287,23.566176471957867,-1.9471885598956415,3.64969185513002,19.492598661487527,-10.924188296421953,21.770017884624153,-2.4340206124485415,-4.679066885965481,4.151513477429223,-1.6758323196864426,-3.58142470190228,4.992424458926418,4.93242312483834,0.7130805424418418,1.3381800756319469,5.937491545452654,-1.7713028523640533,-7.114728215002682,-0.26532636664910353,-0.4509576243934179,-2.2494781087786166,3.246052752730367,-4.038412055431151,10.440570293829818,1.290857179104439,-2.1206192654525102,1.257690613244137,-2.6604785542994938,-1.772577630612709,-7.338639874115793,3.2727950950717357,3.5138104921158853,3.246477157495434,-0.40467277771934235,3.591298673825871,1.8905510892225128,2.3428577692423858,-2.7694327684300233,Normal_GTEX
GTEX-1399S-1726-SM-5L3DI,17.518283291867757,26.040952578420995,-4.185695394046208,20.82588951843288,3.2426478120777777,0.24115077638282267,7.064016311450729,3.822781432313454,-6.528047219246534,9.224314565809962,14.666477449105523,-0.9352816207344914,-0.20569340577094614,-0.13215229729987338,8.343811421018373,-6.399414624737964,-2.95123240166318,-4.799045643615891,-1.2058863109835682,-1.21886796188004,-16.637937826600798,-16.476973652233543,1.6284280118492853,-8.837350554837684,-3.298097910177257,-3.8813543110053983,-0.5528386639802924,-0.3098457893668298,-3.449137089841447,2.626915771648502,-4.262306820390294,-2.7772462862914487,-1.7364281498599963,-1.0460300835327532,-2.2198298437306034,1.4260252938464897,-0.6535043089216187,3.4023625752988016,1.2829316553290875,2.278276081674621,Normal_GTEX
