sampleID,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Final_Label
TCGA-C8-A1HL-01,0.9839997,1.6532832,-0.42037922,-0.883468,0.3517036,1.5425944,-0.23244953,-0.1291615,-1.2513769,-0.45977297,-0.8071452,1.629634,-0.30873713,-0.8432351,-0.879133,0.07627863,1.7280259,-1.4122642,1.0989149,1.645195,LumB
TCGA-EW-A2FS-01,-0.5299612,1.0550039,-2.5162334,2.8557727,1.274248,-1.2899367,0.031979207,0.13174923,0.632087,-0.89994156,-2.083883,1.8544183,-0.018503014,0.39414385,1.7378284,1.6649536,-0.0039229468,0.08995811,-1.2644814,2.1448994,LumA
TCGA-D8-A1JU-01,-2.565528,0.15851963,-0.79693305,2.8082626,0.563068,-0.065735586,2.2722423,-0.923885,1.3944637,-1.2358868,-2.973008,1.7465514,2.6348455,-0.8812795,-2.1881804,-0.26533434,0.005141139,-0.07740181,2.0412595,-3.3296995,LumA
TCGA-B6-A0RL-01,3.70311,-2.1602502,3.5176404,-0.65259296,1.6520636,-3.9134123,-0.38972494,-0.6040151,0.9277398,1.4941962,0.4859731,-4.7190676,-7.489439,-1.0709556,2.2687538,-0.7898212,-4.1124883,-3.693011,-0.8867154,7.1641088,LumB
TCGA-E9-A3HO-01,0.698608,0.084859245,-0.5312724,1.9201894,1.2298446,-0.83023363,1.605068,0.8003554,0.6095401,-1.0430344,-0.99668014,0.057124954,-0.12903024,0.61461896,1.2422141,0.9489716,-0.6468909,-0.89389044,-1.2752701,3.4816658,LumB
TCGA-BH-A0B0-01,-1.4660213,0.55208266,-0.72889507,0.5663698,0.19874233,1.0232787,1.0754598,0.19662426,0.7053574,-1.3268293,-1.5325893,0.9163964,0.6652543,-0.55334747,-1.4552313,0.26914418,1.4860008,0.8268783,0.36377445,-0.9385004,LumA
TCGA-D8-A1XJ-01,2.0607517,0.23482527,2.5938203,-2.8020117,-0.7863164,1.0461739,-1.0673281,-0.7819937,-1.4947405,-0.18194003,0.39792463,-2.0914438,-2.3875837,-0.4084426,-0.6602126,-0.1438702,0.9855941,1.2235826,-0.3491936,-0.53182596,Her2
TCGA-E9-A1R4-01,0.6387882,-0.57468015,-1.963758,-0.4852888,1.5267524,-0.92047966,-0.1123465,-0.312133,-1.0446318,0.15136003,0.35842788,-0.08899964,0.37684223,1.2198616,0.28732294,-2.3221893,-0.8953629,2.432716,-0.8573675,-1.0474138,LumB
TCGA-BH-A0BZ-01,0.73264855,0.05986695,-2.4845784,-2.5705504,-0.21033026,-0.0024036802,-0.98804617,0.8267936,-0.7528583,0.40464053,-1.6032434,2.108353,-0.23616268,-0.23714203,-0.7693248,-0.4509739,0.7757378,0.10085935,0.6567241,-0.35222936,LumB
TCGA-C8-A3M8-01,0.7051948,1.3336964,-1.340014,1.220276,1.2589515,-1.0689294,-1.5751894,-1.125703,-0.993678,0.37289962,0.026156344,0.767891,-0.57695097,0.3591386,1.3387864,-0.10254798,-0.10809027,-0.5243463,0.009412426,1.109936,LumB
TCGA-E9-A24A-01,-0.0206112,-0.43448204,2.4624913,0.23717517,0.42471474,1.3492401,1.1342359,0.05806355,0.5171238,-0.62731624,0.107511304,-0.33056465,-0.18504642,-0.7481223,-1.7250991,-3.4337323,-0.47128475,1.760568,1.8036771,-1.6418033,LumA
TCGA-D8-A1JB-01,-1.7642376,-0.004666442,-2.088262,1.5055541,0.44801396,-0.73655415,0.77395356,0.81847185,0.3303925,-1.0343264,-0.9789535,0.06278727,1.4294733,1.4497164,1.14498,-0.038291663,0.5507154,2.519015,-2.2067943,-0.65214765,LumA
TCGA-E9-A1N4-01,-0.6983662,0.3135437,-0.67784846,-0.46530408,-0.3057796,1.8926549,2.5901983,0.5876239,0.5847097,-1.5423329,-0.8817547,-0.7687549,1.6232857,0.038862713,-1.6237383,-1.7887456,0.6804004,1.2796197,0.6910804,-1.1756966,LumA
TCGA-C8-A12X-01,3.705186,-1.3780851,-0.07966403,-2.403263,-1.221944,2.0429764,0.16576338,1.078725,-0.20718956,1.9530783,-1.1019704,0.4602347,-1.4818028,-1.4018955,-2.1961367,-0.3871282,0.8385251,-6.5889416,2.2941654,5.5919266,LumA
TCGA-A7-A13D-01,0.60818183,-0.70963496,1.8094071,-0.019252494,-1.8613201,-0.70355964,-1.5226405,-0.821819,-0.27975458,0.97021765,0.9739082,-0.5047339,0.3683918,0.2342198,-0.6263958,1.8883923,-1.0342362,-1.6694504,-0.24325064,-1.9859195,Basal
TCGA-A8-A07W-01,1.3381338,-0.2555311,-1.8747461,-2.1753201,1.0374647,-0.32593462,-0.8592964,0.016013803,-1.6098881,1.1836427,-0.015091356,0.37274113,-0.18157366,0.40343368,-0.61307245,-2.032713,-0.78617793,0.6677581,1.0826228,-0.67620003,LumB
TCGA-AN-A0FN-01,-2.34054,0.30995998,-1.1312296,1.250624,-0.53025407,1.1728706,2.327345,0.28530207,1.9014363,-1.0926951,-3.6500702,2.5938,1.983947,-1.1971023,-2.9574196,0.26044798,0.66648906,0.0105723655,1.8434794,-2.6083467,LumA
TCGA-E2-A1L6-01,-1.5740587,0.61383754,0.3080218,2.3148248,1.3879688,0.058090497,0.05386842,-0.34968713,0.27334127,-1.0310583,0.3530731,0.21368638,-0.20925353,0.48105842,0.972775,-0.46303463,1.2261188,1.8809277,-0.35194597,-1.2046037,LumA
TCGA-GM-A2DA-01,-1.2664783,1.0871788,-1.4118557,2.081644,0.25698668,0.6166505,1.4576931,0.88320017,1.3908752,-1.0874026,-2.6092448,2.5999753,0.43672112,-1.0200515,-0.38748002,1.7974085,1.030623,-0.44749996,0.07322102,1.0442016,LumA
TCGA-A7-A0CH-01,-1.1861094,0.66051227,3.0809236,1.5044203,0.7907551,1.4769483,-0.13613296,-0.28554896,0.43727893,-0.9072468,0.33255348,0.51320034,-1.7592515,-0.9398546,-0.65179384,-1.1472667,1.0351174,1.6763867,0.9904353,-0.8980367,LumA
TCGA-E9-A2JS-01,1.62447,-0.110417366,-1.2439077,-0.73365295,0.5781763,-1.4796584,-1.5598459,-0.66247237,-1.5255432,1.724632,-0.068748236,0.6535054,-1.3661027,1.0080508,0.520829,-0.86614835,-1.1593285,-0.4889174,-0.095230974,-0.28478247,LumB
TCGA-E2-A15P-01,-0.96997637,0.74964166,-0.23026332,2.327332,1.3211358,-0.2851318,0.33934468,-0.26436082,0.18958965,-0.9948877,0.113921754,0.37721822,-0.005171191,0.3847633,0.70629483,-1.002867,0.8538029,1.547372,-0.3632579,-0.5208636,LumA
TCGA-B6-A0WV-01,1.1890602,1.671284,1.7380522,0.8425409,0.8343718,-1.0512506,-2.2623396,-1.8859533,-1.6452367,0.060792696,1.5400019,0.04752637,-2.8761885,0.2535017,1.4483123,0.025990669,0.57133424,0.7704237,-0.018594807,0.9477191,LumB
TCGA-A8-A07S-01,0.38685253,0.50719184,2.0606918,0.9228842,0.79481405,1.1045107,0.43538955,0.29128203,0.14929032,-0.26795018,0.7374198,-0.30762658,-1.0733216,-0.32585123,-0.77751464,-2.5780966,0.23492195,0.9438076,0.8805117,0.046163984,LumB
TCGA-GM-A2DD-01,-1.8635865,1.04525,-1.0404943,-1.0694156,-0.632729,1.723933,1.1299973,1.310889,0.37643945,-2.1506774,-2.69933,1.6513302,-0.56901896,-0.96809536,0.22393304,2.9068937,1.9162524,1.2688727,-0.65835166,0.50701857,Normal
TCGA-D8-A141-01,-1.1758094,-0.4243266,-1.088236,-0.3785276,-0.2531691,0.23955153,1.645672,0.021042122,0.5783858,-1.0554277,-1.5971367,0.4001976,1.7260315,0.02143989,-1.3823695,-0.92509913,-0.062182605,1.7408133,0.3472591,-2.0836864,LumA
TCGA-AO-A128-01,-1.5609401,-0.7480286,-2.2442346,-3.6500604,-2.1688645,-1.8729869,3.2901812,2.5391119,0.8530368,-1.4941567,-1.5272214,-2.0963547,1.4083139,-0.03933695,0.42606172,0.019907087,-1.3119664,1.3983539,-1.9352349,-0.975724,Basal
TCGA-EW-A2FV-01,-0.83358175,0.5814968,-1.9811866,-0.110217474,0.4585582,0.012619674,-0.58371973,0.36273897,-0.39425296,-1.1475532,-0.5186896,0.76436317,0.25713223,0.5372347,0.107010804,0.3509428,1.5518034,1.767107,-1.3562474,-0.091210864,LumA
TCGA-B6-A0I9-01,0.9467686,0.5142926,-0.5965296,-2.0467358,0.33416182,0.14399475,0.3965038,0.55022585,-0.55633104,-0.71272683,0.23784387,-0.7025366,-0.7376215,0.04700856,0.09780992,-0.35557058,0.5485025,0.69748425,-0.57767975,0.9292175,Her2
TCGA-E2-A1L9-01,-0.79849255,-0.05266968,1.0051632,0.10811131,-0.06745705,0.5138934,-0.10333971,-0.38361555,0.51315755,-0.4471719,-0.46182582,0.6417483,-0.12096393,-0.78284466,-1.1729902,-0.24126868,0.30251533,0.68015736,0.8770256,-1.2345607,LumA
TCGA-AR-A1AP-01,-0.2992827,-0.21872096,-0.20542544,-0.4221559,0.4285373,0.20041417,-0.25263688,-0.13751166,-0.24340624,-0.09246017,0.38213116,-0.29479325,0.068299666,0.28454745,-0.013587538,-0.6391812,0.2386762,1.5615797,-0.4238977,-0.92864144,LumA
TCGA-BH-A0H5-01,-0.90793097,0.40955517,-3.5963006,0.7693358,0.3561482,-0.4530822,2.4302561,1.536064,0.57624704,-2.0820029,-1.8506337,0.0005321051,1.9182196,1.6221021,0.0016324688,-0.57059026,0.5151186,3.174286,-2.3447144,0.28843614,LumA
TCGA-BH-A0E6-01,-1.9945309,-0.7540002,-0.9374989,0.024013177,-0.20238888,1.1149422,0.5222127,2.0925238,1.508596,-0.08247885,-1.4387598,1.5760351,0.1883144,-0.8172126,1.5074357,4.8096223,1.2946851,-0.2500123,-1.1169776,2.638163,Basal
TCGA-D8-A1JA-01,1.9981312,-0.18389708,2.4384854,-4.6235905,-1.5140488,0.980166,-0.6979519,-1.0991788,-1.6389363,-0.6620934,-0.27738655,-2.5185952,-1.0169922,-0.81054246,-1.3342948,-0.1403567,0.11522499,1.129819,-0.2575517,-2.1649637,Her2
TCGA-BH-A0BW-01,-2.8850305,-0.6911239,-1.7086148,-3.5931876,-1.3745254,-0.7716035,0.1349416,1.3375405,-0.487291,-0.16197953,0.67457074,-2.4294803,3.386493,0.83250463,1.1316668,1.925604,-0.8918151,1.5018456,-2.794998,-3.2634082,Basal
TCGA-AO-A0JG-01,-0.6020828,0.04137899,-2.3649795,2.1943796,1.1056722,-0.446932,1.1592335,0.1552982,-0.25243303,-0.55540824,-0.86241186,-0.067394674,1.367565,1.4503913,0.68459517,-0.9345401,0.2519919,1.2693676,-1.0353608,-0.39255252,LumA
TCGA-B6-A0WZ-01,-0.9121834,1.9221908,4.875162,1.6114193,0.9454418,1.2485011,-1.6273271,-1.2488242,-0.7791728,-0.52352226,0.0467256,1.6462095,-3.5005639,-2.1820238,-0.7182825,0.2162071,1.3099003,0.8358193,1.5264006,0.7165547,LumA
TCGA-C8-A135-01,-0.59781855,1.5077552,-0.559947,-2.4913075,-1.1536224,2.1438994,0.28747863,0.2669552,-0.8173601,-1.9194862,-1.0178659,-0.16768526,-0.40768892,-0.8441339,-0.7658625,1.1789374,2.749649,1.4825261,-0.65480596,-0.6353282,Her2
TCGA-BH-A0E2-01,0.012916151,1.6729045,-1.9062198,0.16244543,0.7934342,0.02463184,-2.9168825,-0.7420796,-1.2534152,1.0729132,-0.46559045,2.412393,-0.9054487,-0.25377104,0.12144267,1.1234094,1.9337099,0.64889526,0.051703688,0.17528325,LumA
TCGA-BH-A0BJ-01,-1.2463241,0.49366155,-0.45751613,0.9860003,0.53635675,0.8946722,0.27306548,0.29516742,0.09402842,-0.8259574,-0.028061869,0.45192072,-0.11966877,0.1492658,-0.23711699,-0.58686763,1.8854468,1.7408072,-0.3953495,-0.4178925,LumA
TCGA-BH-A203-01,0.295451,0.42310676,-0.5248184,-2.2028568,-0.018979978,0.4266729,0.2042357,0.08483752,-0.647311,-1.0495465,-0.6752637,-0.7044971,-0.38601828,-0.50407726,0.13285145,0.29190692,0.71079594,0.90916437,-0.5138213,0.068509854,Her2
TCGA-BH-A0C7-01,0.14140888,0.09860463,-1.6882784,0.7230049,1.4845172,-1.217737,-1.0095692,-0.8242956,-0.90445,-0.15375829,0.58972174,0.27417904,0.18093516,1.184193,1.2055974,-1.2743424,-0.4354046,1.7632889,-1.0161159,-1.0164202,LumB
TCGA-AR-A1AR-01,-1.7951077,0.61551267,-0.8744875,-1.7256261,-2.9980018,0.5466113,2.7324822,1.7710104,1.6700073,-0.7791182,-1.4339607,-0.58937496,2.8567042,-0.102983,-1.1020678,0.33985525,-1.3739774,0.1571766,-0.20198175,-2.4953036,Basal
TCGA-D8-A13Z-01,-1.0413557,-1.1071922,-0.7228428,-3.495862,-0.13670696,-0.54675204,-1.5815556,-0.6752357,-1.3174996,-0.647592,-0.26973715,-0.532462,0.53577965,0.028094472,-0.17815828,0.8642076,0.83883315,1.9858986,-1.5923681,-2.4789956,Her2
TCGA-A2-A0CU-01,0.2658218,1.3960173,-2.4726114,2.9027817,1.9688556,-1.633277,-1.5293044,-1.3477393,-0.69260925,0.36059594,-0.69444543,1.5688305,0.1773651,0.61278385,1.4955982,-0.18425345,-0.27145433,-0.106461264,0.097161055,0.30956537,LumA
TCGA-BH-A0AZ-01,-1.9324362,0.18395382,-0.020676121,0.98805857,0.070799306,0.6937578,-0.75697714,-0.269427,1.1114829,-0.13704427,-1.0530424,1.8152827,-0.14027758,-1.1632514,-1.1520351,0.41620663,1.4400191,0.7219454,0.6647332,-1.4334044,LumA
TCGA-B6-A0IB-01,0.32043338,1.307793,2.0646784,0.51780367,1.2673613,-0.116585076,-0.4333106,-0.24936458,-0.8057897,-0.47188246,0.41437462,0.13118894,-1.9779633,-0.7747321,0.8232136,0.17272134,0.59216046,0.19594713,-0.038983323,2.8250904,LumB
TCGA-A2-A1G1-01,-0.93229836,-0.21197793,-0.5233868,-3.0783694,-3.0739276,0.5832018,0.7429571,1.4580845,0.68955606,0.5935231,-0.3967982,-0.85963386,2.071228,-0.021073343,-0.3073286,0.8438407,-1.028552,-0.42804313,-1.0041562,-2.7508569,Basal
TCGA-B6-A0RS-01,0.0866919,0.52172893,-0.14874338,-2.5559332,-1.3602781,1.4854686,1.3582745,1.6135811,0.11647059,-1.3030884,-1.2649287,-0.2807671,-0.50164205,-1.1591163,-0.05433712,0.9445549,1.377214,0.5854509,-0.51218086,0.8630769,Her2
TCGA-AR-A24H-01,1.2452956,-0.16940905,-1.1513171,-1.4661416,0.9295555,-0.58757895,0.07338174,0.18984385,-0.8287503,0.4811025,0.051052354,-0.62591505,-0.4346946,0.43458408,0.34992802,-1.6215631,-0.7209392,0.27318767,-0.081965856,0.4573404,LumB
TCGA-A8-A099-01,1.9174535,1.1708062,0.5895097,-1.6538917,0.8504678,3.44044,1.7317617,1.3773164,-0.00010176748,-0.97771806,0.3091417,-0.27730206,-0.6696645,-0.82102066,-2.7252626,-4.796428,1.6232789,1.8401126,1.7139821,0.5153205,LumA
TCGA-AC-A23H-01,2.4293118,0.31085685,1.1129185,-5.4662733,-0.5779102,0.6924438,-1.8693668,-1.2284718,-2.9430628,-0.36311933,-0.19795334,-1.3187995,-1.5755318,-0.60101384,-1.2737995,0.26228237,1.1557834,0.79443735,0.061263304,-1.2367268,Her2
TCGA-A8-A09R-01,1.1399262,-0.8792008,-2.0764897,-0.7434139,1.3688074,-0.99209976,-1.6804943,-0.7215493,-2.0801184,2.480104,0.7612578,0.38653383,-0.30175424,1.6507163,0.6214697,-2.6097844,-1.8135896,1.6897718,-0.55823505,-2.8921435,LumB
TCGA-BH-A0HU-01,0.2874384,0.58965516,1.0144705,-0.41397804,0.83019626,0.19096589,0.37262002,0.73012334,-0.32219234,-0.7633427,0.1363461,0.06864127,-1.3755614,-0.52694345,0.50262856,0.09712137,0.4567626,0.40040314,-0.4414861,2.3709247,LumB
TCGA-D8-A1XC-01,3.2747114,-0.4042822,2.940567,4.6360493,1.6743132,2.3898351,1.2156153,-1.8202939,-1.3566093,2.6176403,2.6399605,-3.414688,-2.2204857,1.2740517,0.20933095,-3.95304,-1.0810947,-2.1426377,0.85012543,0.6329561,LumA
TCGA-EW-A1P0-01,2.016457,-0.27645746,-0.92361546,-0.4968629,0.0021020062,0.55281985,1.4700034,1.1659516,1.015073,1.1888574,-0.435141,-0.19984242,0.20348358,0.013676647,-1.3908418,-2.7032142,-0.5675665,-1.0785366,1.267622,0.618626,LumB
TCGA-E2-A15M-01,-1.6533321,-0.014090944,-1.8545344,0.06753528,-0.1465157,-0.11401752,2.4309235,0.19495614,0.23479608,-1.6209341,-1.7522879,-0.2580107,2.643304,0.69213283,-1.0542334,-0.6412076,-0.23943177,1.9622134,-0.095660396,-1.9793987,LumA
TCGA-E2-A1II-01,-0.26841637,0.3561892,-2.478583,-3.1382751,-3.382224,0.57604265,3.8886929,3.751601,1.8555092,0.7784035,-1.0218267,-2.3078077,2.0085537,0.33184144,1.2190663,0.81359506,-1.184808,-1.665743,-1.7067618,-0.58841574,Basal
TCGA-A8-A09B-01,-0.17225733,0.5162226,-0.03210137,1.6738366,0.78226715,-0.68411344,-0.007224614,-0.34725618,0.3529966,-0.028771892,-0.43743584,0.8941655,-0.065821275,-0.32883233,-0.1649237,-0.99121153,-0.31797412,0.34198377,0.51997066,0.058321103,LumA
TCGA-A2-A0EV-01,0.054699015,0.29709342,-0.75447416,-0.6614195,0.64585584,0.77924174,0.20684911,0.43532363,-0.09771726,-0.76263976,-0.09659037,0.6008651,-0.1410682,-0.051073745,-0.8817201,-1.3342739,0.99870855,1.6947447,0.2946964,0.0369822,LumA
TCGA-A2-A25B-01,1.9521474,-0.106191166,-1.267704,-3.4399717,0.11430855,0.46501064,-0.2373912,0.91486907,-0.7808341,1.0825022,-0.35893592,0.2984744,-0.32555166,-0.33784267,-1.1720793,-2.4806764,0.018941015,0.09605501,1.3929374,-0.04957988,LumB
TCGA-AO-A03R-01,0.07030258,0.04264742,-1.1902986,1.7340407,0.31939626,0.7624909,2.4176664,1.8659883,0.4604565,-1.3768348,-1.4049143,1.007693,0.77675587,0.45755,0.36917737,1.3227137,1.0159416,-0.5256841,-1.7009499,3.691471,Normal
TCGA-A2-A0ER-01,1.4120415,1.0731497,-1.6915524,1.6564971,1.3490155,0.08380848,0.2262076,0.10102604,-0.39293322,0.111588866,0.6526724,0.4173046,0.13436517,1.1140563,0.06617498,-2.546426,0.41135162,0.11954137,-0.25451234,1.7010232,LumA
TCGA-BH-A0B8-01,0.8632819,0.6584762,-1.5255092,0.27290043,0.88630027,-0.39295062,-1.365634,-0.58871126,-1.2240218,0.9240184,0.4336327,0.79721624,-0.53440297,0.7716257,0.3981944,-0.6590095,0.14191431,0.25006598,-0.08095591,0.24607298,LumA
TCGA-BH-A0BA-01,-1.8751514,0.29881147,-1.7947619,2.1415117,0.9724183,-1.1720523,0.3023936,0.3392367,0.17003444,-1.8686199,-0.81776226,0.57559496,0.9676484,0.8006122,1.1740226,0.3925535,1.2054639,2.050686,-1.2363763,-1.1740748,LumA
TCGA-A8-A08J-01,0.92057425,-0.01393743,-1.3437222,-2.0396984,0.71954745,-0.5018431,-1.5020244,-0.32724494,-1.6002932,0.81282717,-0.18744415,0.5687944,-0.60215586,0.30871397,-0.20532379,-0.36484185,-0.082161486,0.05684245,0.29403508,-0.60883534,Her2
TCGA-A8-A0A9-01,1.0624977,-0.44049737,0.7925571,0.0710769,0.42237854,-0.1348446,0.8975906,0.36565897,0.18519494,0.26070467,-0.447124,0.2609239,-0.30900118,-0.40851015,-1.3555384,-2.7406144,-1.34145,0.756407,1.457712,-0.43934563,LumA
TCGA-BH-A0BM-01,-3.2747426,0.90911585,0.1356779,4.489498,1.3477224,1.8612779,0.9127888,0.43371627,1.8901584,-1.2976398,-1.6553695,2.2399442,-0.49222264,-0.88393945,-0.3504245,2.4445298,2.8121238,0.16071434,0.79910874,-0.26565275,LumA
TCGA-A2-A04T-01,-1.5556778,-0.52684903,-1.868144,-0.2918555,-0.60054076,0.37689304,0.18744676,1.6213598,0.7997513,1.2982856,0.87189364,-0.6630335,3.1971118,1.2468203,2.0893478,3.935948,-1.0561974,-1.4175574,-1.7273612,-0.82404083,Basal
TCGA-E2-A14R-01,-1.3957156,-1.1636195,-0.0029489323,-2.4132524,-1.415182,-0.21944584,1.6423199,2.743689,1.8365436,-0.3356361,-0.05779209,0.07762202,0.072500765,-1.0467569,1.606653,5.066851,-0.3043823,-1.7465653,-1.7338114,2.6374242,Basal
TCGA-AN-A0XW-01,-0.2899886,-0.6968123,-1.384024,-1.3892316,0.3428628,-0.019865464,-1.0194302,-0.0316735,-0.48294702,0.5556566,-0.11821717,0.88960266,0.16095315,0.25817093,-0.5836939,-0.88718873,0.14444566,1.412057,-0.13438374,-1.6552199,LumA
TCGA-A8-A07J-01,-0.699005,-0.028302494,-0.79475415,1.516565,0.4093601,0.48106003,2.5866761,-0.5253187,1.3646392,-0.9940984,-2.966773,2.368085,2.343432,-1.1991112,-3.154909,-1.903994,-0.8182885,-0.15251991,2.8981867,-2.362386,LumA
TCGA-A2-A0SX-01,-2.25427,-0.695308,-1.9151974,-1.033327,-0.39121005,-1.0420442,-0.05664093,0.7591602,-0.46490702,-0.10434517,-0.05619957,-0.61983824,2.633706,0.8079162,0.9111512,1.4198158,-0.7512412,1.0829026,-1.4615782,-2.2114825,Basal
TCGA-A7-A26G-01,-2.6122491,0.020082263,-0.81511974,-1.5798076,-1.8993682,0.33162436,0.8938659,0.61025727,0.5644516,-1.3926381,-1.2382524,0.13931991,2.7737966,-0.15682055,-1.34234,1.2058946,-0.37975326,0.94472325,-0.22951433,-3.4063363,Basal
TCGA-BH-A2L8-01,-0.49065167,0.13985413,-1.6792316,0.7205151,0.41871417,-0.21303932,0.59629625,0.5095903,0.34725824,-0.76246494,-0.80589825,0.6958063,0.6181957,0.5768654,-0.060877986,-0.16381766,0.55302477,1.739076,-1.150475,0.17346424,LumA
TCGA-BH-A0BS-01,0.057783283,1.9562234,1.5962659,0.97076,0.8267143,4.025644,1.0765482,0.5881528,-0.59805834,-1.5788077,1.9635634,-0.62447435,-1.5363518,0.3737558,-0.7883927,-1.5822313,4.1528816,1.5107645,-0.5746738,1.7544734,LumA
TCGA-EW-A1P7-01,-3.2792795,-0.58614945,-2.2265148,0.32272518,-0.5733529,-0.9272263,0.63122225,1.1285049,0.19424468,-0.97970927,-0.9505052,-0.07495882,2.6732326,0.9743392,1.0367,2.0746133,-0.39833915,1.9567145,-1.3505687,-1.7069498,Normal
TCGA-AN-A0AJ-01,1.5919106,0.04147757,-1.2291352,-3.0620975,-0.54693985,0.047026645,1.0140107,1.5906233,0.10431964,0.1318802,-0.59479713,-0.28982025,-0.6514046,-0.5321849,-0.26749355,-1.1893543,-0.059630573,-0.24790959,0.29059356,1.0613213,LumB
TCGA-B6-A0IC-01,2.8850465,0.1288078,4.543701,3.0882916,2.1651797,-0.95692146,-0.056884587,-0.72182393,-0.07159645,1.6044112,1.4101194,-1.8959132,-3.9276137,-0.10495168,0.06511278,-4.959994,-1.6724267,-0.5843662,1.0672204,2.880423,LumA
TCGA-BH-A0DO-01,-2.3491092,0.6515105,0.021559961,3.9719403,1.7036964,-0.10438879,0.6094418,-0.023764687,1.0143226,-1.3363656,-0.251996,0.4678055,-0.08161461,0.45391947,1.1494443,0.53234595,1.5724745,1.2977227,0.00048151135,-1.2660365,LumA
TCGA-E2-A14N-01,0.12384596,0.17152588,0.28664663,-1.7892708,-2.2651653,1.9324911,2.8881366,2.919394,1.9555881,1.1211327,0.7958154,-1.5174341,1.9302241,-0.16164014,0.79818034,2.7984579,-1.1675665,-2.6198711,-1.1246231,0.2830434,Basal
TCGA-GM-A2DF-01,-2.063668,-0.72937727,-1.0716223,-1.4230306,-1.3889545,0.42525217,1.0499586,2.2657392,1.5338312,-0.85858506,-1.1157646,1.2505659,0.5504892,-0.96904784,1.1993961,3.8253813,0.64035374,-0.1834621,-1.2281418,1.6981835,Basal
TCGA-BH-A0BG-01,-2.358568,0.07774646,-1.4376019,-0.79356307,-1.7971815,1.0146931,0.75456446,2.124358,1.2667614,0.45724854,0.47189566,-0.23117149,3.0004041,0.30380908,0.8919291,3.4402523,-0.5695514,-0.38489982,-1.184784,-1.2491186,Basal
TCGA-A8-A06Z-01,3.7268956,1.2027628,1.59618,-0.5943384,0.9788708,0.8808311,0.37705985,0.26916498,-0.86125356,1.0380158,1.1782495,-1.4715205,-2.3441353,-0.16124094,-0.6229908,-3.5461347,0.5966025,-1.1377002,0.6693757,2.9649744,LumB
TCGA-AR-A24W-01,-3.0706232,-0.16950442,-0.6142303,3.5023484,1.4801784,-0.70398647,0.31548423,-0.09867781,1.1701155,-1.2079872,-0.81633663,0.67359686,0.71061337,0.22674666,1.1074904,0.91954744,1.2596958,1.5262085,0.33391213,-2.9822907,LumA
TCGA-AN-A0AT-01,-0.27418566,-0.31131062,-1.2415488,-1.9307307,-1.3108901,0.9185497,-0.12615354,1.3215728,0.615906,2.2371836,1.5046179,-1.2128319,2.6426,1.0649178,1.1093663,2.7674847,-1.0497754,-2.0059464,-1.4685091,-1.9033074,Basal
TCGA-BH-A201-01,-1.3896238,0.16746137,-0.09023138,1.2732549,0.9827647,-0.3994827,-1.00725,-0.7459941,0.38328168,-0.5077262,0.1258738,0.6596168,0.0254814,-0.25707528,0.55161625,0.08968426,0.79690456,1.1868887,-0.0047774212,-2.0810893,LumA
TCGA-GM-A2DL-01,0.11894859,0.7586419,0.2584333,-0.5986395,-0.5100222,1.3946412,1.157157,0.6192808,0.6912178,-0.73927575,-1.9464628,1.978793,0.5634113,-1.5061735,-2.114732,-0.44703874,0.21889815,-1.027166,2.0315301,-0.46363094,LumA
TCGA-D8-A1XS-01,0.6160959,-0.12469661,-0.09825157,-0.11034147,0.5010545,-0.054945063,0.4685142,0.03216515,0.03627857,-0.061890487,-0.20764527,0.71627265,0.3449228,-0.17436822,-0.9681872,-2.178028,-0.74936265,1.0348237,1.0744202,-0.39507014,LumB
TCGA-A1-A0SB-01,-2.4762745,0.34561697,2.280852,6.4496145,1.7314551,0.09583211,-1.5143126,-0.53562236,2.642635,0.0839653,2.2509372,0.16370092,-0.38710684,1.3273305,2.7408113,3.9391296,0.88537323,-1.966819,0.9423825,-3.0147364,Normal
TCGA-EW-A1P5-01,1.2204269,-0.3971097,0.37999254,-0.1288935,1.19069,0.46104568,0.0746797,0.29816324,-0.29817143,0.9668295,1.123863,-0.99116606,-1.5494592,0.45322925,-0.14896366,-3.6276662,-0.68848693,2.4856796,0.31810495,-0.7311114,LumA
TCGA-BH-A1FN-01,0.9744969,-1.14736,1.2887937,-1.7400703,-0.75818115,-0.66271734,-1.9328204,-0.90426666,-1.095679,1.5134615,0.65312886,-1.0234841,-0.7028778,0.44217002,0.20136684,-0.19297194,-0.9027997,0.84193784,-0.657581,-2.3727136,LumB
TCGA-A1-A0SJ-01,-0.22767566,1.3587779,-2.6677961,1.8228831,1.0437615,-0.9044259,-1.9847838,-0.8364496,-0.9531063,0.14710818,-0.6418752,1.9948937,0.052470017,0.27996042,0.91510624,0.62966055,1.3242655,0.8095094,-0.45381722,0.1263459,LumA
TCGA-BH-A18I-01,-0.90877044,-0.40418065,-1.0578005,0.34569752,0.5326368,-0.034826666,0.22232236,-0.18756749,0.47380373,-0.22160856,-0.6314764,1.1145322,0.9986259,-0.15834178,-0.8682375,-1.2550658,0.16266096,1.8261931,0.23118764,-1.7893391,LumA
