sampleID,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Final_Label
TCGA-C8-A1HK-01,-0.6696218,1.6802646,-1.0003854,0.52393556,1.1071022,0.7844117,0.16334498,2.3932066,-0.03336802,-1.4425094,0.64527816,-1.9692483,-0.20513429,0.54895806,-0.46544987,-1.9258225,1.7708204,2.2776337,0.12542398,-1.0577469,-0.080429085,-0.085353956,-0.6554753,-1.7675065,-1.5254232,-0.08699252,-0.9295932,-1.706102,-1.9011786,0.20403567,0.24997267,1.2242802,0.8234395,0.49666595,0.727162,-0.3237926,0.5501986,1.0002578,0.7681444,2.4350395,Her2
TCGA-AR-A0TR-01,0.7209792,3.7093968,-0.76370025,-0.5028351,-0.03516022,-2.5727506,0.5693168,2.6034412,1.4487047,-2.9735904,-0.26364744,1.0171199,1.5110424,-0.68922174,-4.509176,-2.0532305,-5.880355,-1.1889292,0.38832662,-2.3442955,0.7418204,-0.7886332,-1.6990356,-0.112572156,-0.78577566,-2.2325852,0.30988538,-1.5171864,-1.5181726,1.0793737,1.6973884,0.48261473,0.12193319,-0.4874894,0.1977177,4.272989,1.3221945,0.9793122,-0.47752604,0.22294867,LumA
TCGA-E9-A1R3-01,-0.80140024,-0.45324597,0.14562316,-0.27638644,-0.0023214892,-0.8000112,-0.27793187,1.2736845,0.09179496,-0.030082334,-0.295167,-0.4594576,1.2651298,0.4356678,1.1034867,-0.2366327,-1.6796514,0.702672,0.6078405,2.2722363,-1.0091903,0.12393734,0.2203232,0.839014,0.5978247,-0.036588058,-0.43365777,0.2075785,3.2066426,-0.49598414,0.06364935,0.100963116,-0.53465426,-0.83842164,0.30788657,-0.5499161,-0.21620141,0.1416398,-0.46549878,0.8837232,LumA
TCGA-E2-A1LG-01,0.34345123,-0.70052254,-0.14043513,-0.87449765,-1.334405,-0.54536426,-0.3230514,0.9849102,-0.41419232,1.0371196,-0.5101099,-0.6251362,0.74153304,-0.2510866,2.2293303,-0.94695526,3.0668402,1.8209189,0.7178585,-1.5110277,0.36979154,0.37681237,0.78154397,1.0759512,-2.1137476,0.2177811,0.040985882,0.8749173,-2.9498649,-0.06465112,1.6105709,0.16756341,0.02140084,0.01962763,-2.280271,0.67069745,-0.011727821,0.55118954,0.10636181,-0.6779247,Basal
TCGA-E2-A1LK-01,-0.26895723,-4.1504955,0.31608006,-0.93269867,-0.07815978,-0.8590491,-1.426988,1.1835629,-1.1812482,1.3393248,0.23986387,1.4033291,0.4111145,-3.0065053,1.3255298,1.7949448,5.2464194,-0.97031546,0.8557923,-2.7952158,-0.21965948,1.6714548,1.8447592,2.6801329,-1.0422838,-0.8029916,0.9063774,2.8908916,-4.992949,-0.48842156,1.2572609,-1.0130886,-0.024365455,2.256646,-4.1551857,-4.0433216,-1.1390644,-1.1911716,1.1369815,-2.4386494,Basal
TCGA-B6-A0RT-01,0.51768583,1.6078514,0.46297088,0.7552421,-2.5036552,1.4807863,0.5096458,-3.3482106,0.20816906,-0.500001,-0.21111098,-0.3245442,0.6006184,0.11316399,-0.35722387,-1.0601206,0.35258514,0.56954885,1.1169175,1.656817,-0.75715697,-0.39350095,0.9387699,0.2039271,-0.627575,0.4646415,-0.5761015,-0.13683477,-0.056837596,0.5316975,0.8480718,0.35293478,-1.330113,0.2168955,1.7883335,2.2375505,-0.011453137,0.32579264,-0.3386535,-1.5061469,Basal
TCGA-BH-A0HB-01,-0.98237115,-0.8483083,0.41788486,1.2564113,0.2672792,0.86830133,-0.503153,0.3098132,-0.7168071,0.16411959,-0.15178764,-0.51418984,0.4788798,1.4636075,-0.8120737,-1.5619419,0.70943224,2.9411263,0.7217089,-0.2595509,0.23381963,-0.28889403,-1.230509,-0.8453734,-1.7324674,-1.1196002,0.13634335,0.33466294,1.2661754,-0.55051905,-0.32663,1.7186712,0.34349728,0.43920028,-0.28468016,-2.6302063,0.30851048,0.8358666,-0.5901218,1.0576104,LumA
TCGA-C8-A3M7-01,0.7211895,1.5927805,-0.9546504,0.27990514,-0.6126823,0.9853846,-1.4114257,-0.5369086,0.26890534,-2.9984407,0.41322666,-2.7404387,-1.2567892,-1.0092484,-1.7385288,-0.2520424,-0.2603988,-0.4005409,1.7462544,2.0502162,-0.8659317,-0.65876204,-0.056802724,-0.7004461,0.2440628,-0.43126863,-0.57071996,-0.7174368,0.65890163,1.9366757,-0.7267047,0.298016,0.5902846,0.6788062,4.087531,-0.5002348,-0.5417253,0.7494916,0.71211225,-2.2294664,LumA
TCGA-A2-A25E-01,-0.25157136,0.22191611,0.0561407,-0.041873,0.34286913,0.15110776,0.48730174,-0.07143937,-0.35384965,0.07363008,-0.17029326,0.2192863,-0.25067905,0.6024875,-0.61598194,-1.096992,-0.99237835,0.12027942,-0.33826745,-0.63987553,0.30878705,-0.054593097,-0.8019386,-0.60079175,-0.28830975,-0.46157467,0.30336228,0.08836206,-0.20299065,0.13470402,0.09115016,0.77910787,0.39636746,0.5225762,0.7392249,-0.8386797,0.4365324,0.006208621,0.33152074,0.36966312,LumB
TCGA-A8-A07C-01,2.1331093,0.09473504,0.5736501,-1.6655018,0.88071245,0.20185328,0.060489245,-1.9069138,0.41438383,-0.75321615,-0.3556321,1.1703734,0.8066046,1.1081003,-1.0373479,-0.155218,1.8470684,0.017509215,-1.3625867,-1.094082,2.271331,0.06119221,-1.3300251,-0.13842192,-0.21070987,0.78434134,-0.5213428,-0.9133047,-1.729943,0.00025907904,-1.1709932,-1.7780393,0.13716534,1.7549889,0.49740013,3.0038412,0.6437395,-1.597812,-0.30447984,-0.29712385,Basal
TCGA-E9-A245-01,0.29355532,0.054604903,-0.0012228265,2.5330951,-1.3238218,0.12522101,-0.651751,-0.7252997,0.36245936,-3.4482303,0.21355519,2.0730028,1.2302291,1.7930859,-0.9709475,-1.9027898,-1.9360327,-3.1919565,1.0561991,2.5978165,0.05185952,-0.38370547,-0.96640724,-0.60345614,1.7691709,1.6886615,0.55984235,0.9099089,-2.537045,0.39264068,0.46167323,1.5576607,0.3292783,0.8761439,0.3410517,0.76793754,-0.8296832,1.4434596,0.83343863,-1.635305,LumA
TCGA-B6-A0X0-01,-0.8152611,-0.730827,-1.2551007,-0.41206557,-1.0758857,-1.3353615,-1.6557847,3.7619781,0.16514492,-1.6951208,0.13187307,-0.385105,0.687015,-0.59249425,-1.4719001,-0.80719864,-1.8675896,1.0875425,1.1827594,1.7993033,-0.52185684,-0.25848356,-0.35447222,0.4112898,-0.4900291,0.19525634,0.27799645,-0.53119224,-0.5431701,0.46338034,-1.1457281,-0.44819984,0.70145667,-1.0716996,-2.5663383,-3.3150105,-2.3404496,-0.043856785,-0.41546038,-1.0268284,LumA
TCGA-AR-A2LM-01,-0.39092788,0.75352013,0.5732158,-0.40024596,0.17745483,-1.071161,0.16727419,-0.16677427,0.2461145,-1.4169034,0.6647345,-0.6959466,-0.055415653,0.06465231,1.1869035,0.089662835,-2.5846956,-0.84819394,0.9527439,2.8398526,-1.2629101,0.066814855,-0.32768455,0.13603085,1.6149304,0.17406306,0.3869081,0.11591904,1.9398907,0.43923146,0.49495342,-0.19445544,0.1606395,0.6718001,2.9052615,0.4228639,0.18312755,0.42365208,0.43464994,-1.0590903,LumA
TCGA-A8-A06Q-01,-1.2349946,2.4540765,-1.1984229,-0.6739379,-0.568087,-2.1027455,0.4650706,4.0201554,1.218859,-0.9068551,0.38601875,-0.9721507,0.4421149,-1.4450837,-1.383127,-0.47510815,-0.30986598,1.4635426,-0.049043298,-2.366094,-0.12343635,-0.4320015,-1.0699723,-0.11487519,-2.2806623,-0.5214321,-0.18737568,-1.3616371,-3.5768445,0.6775454,0.93048346,1.1196427,1.462641,-1.036069,-2.9119253,1.4275057,0.33695415,1.2645279,-0.34079492,0.44313717,LumB
TCGA-E9-A1R0-01,-0.05884959,0.5265974,0.48150414,0.41716856,-1.0311136,1.0286474,-0.20766339,-1.6275023,-0.38213682,-0.45432484,-0.3882696,0.18761355,-1.0523851,-0.07599954,-1.7010025,-0.43093723,-2.4247708,-0.2672398,0.18711448,1.1633816,-0.7070483,-0.9092102,-0.98554265,-1.1188624,-0.07788787,-1.3482312,1.092704,0.6530147,1.2997957,0.7355868,-0.33262312,1.1220205,0.68033075,0.52633643,2.6636348,-1.1599647,0.22095634,-0.3499608,-0.13611346,-0.8476675,LumA
TCGA-BH-A0DZ-01,-1.2911192,-0.9653404,0.6547299,0.0338787,2.3352818,-0.30203456,-2.415968,1.7927356,-0.07819171,1.5997345,-0.74777657,-1.8607075,0.81554174,1.0899003,-1.0166761,0.28593072,1.4800386,4.799325,-1.0543963,-1.3857403,-0.3816043,1.1142806,0.62176394,-0.31514752,-2.165487,-1.6288004,-1.0206714,-1.1336558,3.152843,-1.5234408,0.053512894,1.5399874,-0.44697806,-2.2137759,-2.827826,-0.97403824,0.9815554,0.77327514,-0.12567022,4.4058633,LumA
TCGA-AN-A0XP-01,-0.53346467,0.18790466,-0.337817,-0.8655936,-0.28960145,-2.1645188,-0.84013987,2.9615483,0.29147026,-0.40404683,-0.17793497,-0.22222888,0.5996243,-0.59537715,-1.0156952,0.98822016,-3.0884745,0.8463811,-0.18010038,0.11732663,-1.7830797,-0.6035255,0.242219,-0.0021949783,-0.18261094,-0.38015127,-0.116541535,-0.9252154,1.999094,-0.2754412,0.100628175,0.19198668,-0.6125363,-2.3033237,-1.7481954,-0.797298,-0.36924705,-0.4697206,-0.8864585,1.5815969,LumA
TCGA-E2-A1IN-01,-0.47812298,-0.9312874,0.7255332,0.27678776,0.7933213,-0.6598995,-0.15299803,0.77814436,-0.20017515,0.099133864,0.016683483,0.3734259,-0.06227442,0.44209647,0.40474513,1.244528,-0.72634727,0.20200694,0.20985848,1.2180481,-0.81163657,0.16106348,0.20220229,0.37004188,0.7685642,-0.9520458,0.008583734,0.47477016,1.9891592,-0.72828525,-1.2000413,0.2425785,0.12427652,-1.4875766,-0.09554806,-2.1214228,-0.001460921,-0.3293583,-0.347295,1.4753475,LumA
TCGA-E2-A1L7-01,-0.4757131,0.82788897,0.05072884,1.2751803,-0.7150735,0.48505878,1.3583937,-1.1472791,0.06954468,-1.468046,0.79652977,-0.03175489,0.17654651,0.7827002,0.48234728,-1.3148193,0.1519438,-0.20344165,0.37726015,0.11638278,-0.47730598,-0.7309069,-1.0150127,-0.8401405,0.34828442,0.48277527,0.6588114,0.7433412,-1.3678936,0.33222973,-0.2611473,1.6257306,1.051069,1.0081753,0.22214596,0.6927543,0.5950226,1.3774638,0.34292838,-0.5260555,LumB
TCGA-A8-A095-01,-0.7083828,1.3526496,-0.36988318,-0.9035156,0.035598174,-1.403061,0.88416445,1.225316,0.26446548,-1.0805094,0.91306823,-1.7968531,0.16885003,-0.43371183,0.4527078,-0.5855462,-2.1016333,0.51826185,0.51135516,0.6361275,-1.6463906,-0.5021914,-0.26093256,-0.57055885,0.21866377,0.16908461,0.25364912,-0.7131213,0.959601,0.48780802,0.5787639,0.26142323,0.016192317,0.15292653,0.63383985,-0.048488237,0.49475345,0.19265732,0.2023125,-0.22091933,LumB
TCGA-BH-A0EA-01,-0.33030838,0.70658576,0.80504924,0.024369016,-0.8060944,0.050432295,-0.6244218,-1.1451594,0.04847002,-1.9571835,0.56048787,-0.73822016,-1.3724039,-0.8489739,0.46823314,1.4879518,-2.1071382,-0.605542,1.2100464,3.0752428,-1.7289338,-0.57657135,-0.5545094,-0.51502544,1.4008524,-0.51813453,0.6768767,0.43228617,1.960355,1.50296,-0.12154934,0.20467389,0.71319973,0.2894646,3.4836724,-0.563683,-0.12964344,0.29340845,0.2665472,-1.811847,LumA
TCGA-E2-A15A-01,-1.4782946,0.28444952,0.37588698,-0.22545603,1.3382714,-0.098628625,1.9703435,0.11312881,-0.4106934,1.2374495,0.33854327,-0.97585946,0.1876637,1.2991694,0.5124814,-1.3264916,-1.1174934,1.8326781,-0.56382716,-1.4493333,-0.18460366,0.61705375,-0.84733844,-0.7401733,-0.33103508,-1.7578963,0.08237296,0.66021127,0.9097547,-0.6901459,0.4271535,1.4396937,0.2780224,0.5943625,-0.08744162,-0.5262065,1.4716357,0.37770954,0.15348361,1.7396898,LumB
TCGA-E9-A2JT-01,0.1737132,2.9779642,0.4305629,0.06398673,-2.4129648,1.5259348,1.5058707,-3.5406744,0.06787606,-1.0762502,0.5070714,-0.78816193,0.14883718,-0.12876071,-2.239065,-1.5605371,-1.8767449,-0.334233,1.1354641,1.0056196,-1.3130653,-0.65232575,0.13330719,-0.86964494,-0.9585471,-1.3400518,-0.357527,-0.42420572,0.83900505,0.44475093,0.6902904,1.0603331,-1.0520327,-0.21399206,3.2771158,3.716271,0.62321174,-0.23633882,-0.9409294,-0.6299074,LumA
TCGA-BH-A0HQ-01,-0.5046823,0.40845174,-0.16610189,-0.50622284,0.56783694,-0.9245386,0.29845545,1.4259875,-0.004422106,-0.6283948,0.5707544,-1.1437037,0.19096473,-0.023892045,0.7557147,-0.24478304,-1.6024985,0.42244995,1.0969412,1.7606457,-1.1857734,-0.43239662,0.19518146,0.012867346,0.5572747,-0.13120137,0.058897585,-0.1833922,1.1718242,0.1772921,0.19769657,0.034597404,0.06056802,-0.23830783,0.7660465,-1.948647,-0.10677107,0.119089454,0.38287118,-0.30717134,LumA
TCGA-E2-A3DX-01,0.3417305,1.8069448,0.14243348,-0.728479,-0.9536246,0.08575262,0.01176776,-1.6897558,0.30303526,-1.3369288,0.3729169,-1.2432823,0.19204873,0.14963582,-0.39064512,-0.40555573,-2.520237,-0.63314474,0.5134414,2.1160421,-1.6359779,0.16936018,-0.13612351,-0.58216697,0.67644554,-0.02132532,0.025227357,-0.49355415,2.1078146,0.7070795,0.686183,0.062142,-0.3709486,0.7979535,3.388227,2.0593014,0.105998024,-0.13900086,0.023540448,-0.59608114,LumA
TCGA-B6-A0I2-01,-0.8742157,1.4342335,0.47621092,1.5711739,-2.2803054,0.7254687,-1.6719925,-0.93392646,1.5045891,1.7288296,0.22221348,-1.3205235,0.119739935,-1.389901,-2.3993711,-1.4654882,3.7146294,3.59677,0.28857124,-3.3679676,3.7633889,-0.20538776,0.5742755,-0.22319824,-4.9787564,-3.1425974,-1.8636867,-0.26243043,-1.5479628,-0.035024837,1.7266356,0.4663751,-1.3030292,-3.1643186,-2.4976213,5.8064847,1.3406117,0.7323959,-2.40735,-3.7909467,Basal
TCGA-EW-A1PF-01,-0.23400557,0.91061985,0.14609782,-0.49144906,0.6246888,-0.5784304,1.1670824,-0.37551165,0.0791986,-0.08913535,0.45477724,-0.6668297,-0.06965351,0.9014362,0.7074951,-0.94675326,-1.4981239,-0.23264706,-0.2677307,1.0593214,-0.74612784,0.08605498,-0.5997295,-0.664798,0.37929314,0.23798212,0.44923753,-0.14142357,0.98696,-0.0005106889,0.5984078,0.030998906,0.10397756,1.2165658,1.7087023,0.1429831,0.2371126,0.21628398,0.6463484,0.2786579,LumA
TCGA-A8-A084-01,-1.956835,0.9670994,-0.9375014,-2.0648346,1.6010959,-2.9008179,1.9212404,3.7124927,0.89993095,0.38339585,1.1722014,-2.9052649,0.14982185,-0.9933743,2.9466166,0.7336022,-0.086340815,2.057491,-0.83076483,0.14388728,-3.1550167,-0.1074357,1.3296671,-0.36384284,0.14909609,0.4751432,-0.52937406,-0.4913763,0.3780221,-0.555105,1.2821621,0.44528753,-0.34730127,-1.9273679,-2.2033958,-1.6408278,0.72952676,0.85443044,0.31130704,1.6182082,LumB
TCGA-AR-A252-01,1.2267503,1.6706995,-0.60319114,-0.0046719834,-1.2381616,0.9295045,-0.19123924,-2.313484,0.53185123,-1.4352427,-0.3910985,0.39490145,1.6919827,1.1920103,-1.421892,-2.028467,-0.66009456,-0.5318837,0.47034708,1.612389,-0.45728207,0.6647486,0.037032135,-0.5805064,-0.20456444,0.97141874,-0.7227326,-1.0853468,-0.19721678,0.15002507,0.13791397,0.5962193,-0.8016068,1.0850441,1.956745,2.5756888,-0.17925264,0.06548178,-0.13548923,0.52420443,LumA
TCGA-AR-A24L-01,-0.049759567,-0.32796794,0.7400826,-0.54512596,1.840173,-0.07314552,1.2363105,-0.72022223,0.18126813,0.58686465,-0.30290598,0.71825486,0.13813305,1.8564681,1.1912864,-0.2678339,-1.51588,-1.1467748,-0.7245364,1.6626834,-0.67944276,0.30948868,-0.5085467,-0.8240839,1.0712913,-0.39194334,0.3203721,0.30456576,0.62264866,-0.86782783,-0.035910387,-0.062013566,0.3399715,0.9658984,1.2069,-1.0011388,-0.010139059,-0.25505617,0.8360818,1.2324575,LumA
TCGA-AN-A0XR-01,-1.4732499,-0.1073464,-0.061515484,-0.67069614,-0.30933556,-2.9080458,0.9492295,3.69075,0.14759812,0.5841019,0.19136652,-0.5123863,0.0034910291,-0.7967267,1.1078911,1.0595694,-2.0317626,1.0614166,-0.24340227,-0.7669276,-1.4733549,0.3217461,0.78074247,0.1600563,0.1403955,-0.7868758,0.33734992,0.6629695,-0.09534793,-0.22123718,0.1626367,0.6683902,0.05292282,-2.1743293,-2.7793794,-2.470716,0.44586548,0.16512105,-0.780289,0.8694224,LumB
TCGA-BH-A18V-01,1.3164333,0.1132517,0.3941313,-0.25163925,-0.43742245,0.36461774,0.53074366,-2.883546,-0.07627481,1.7034026,0.161449,-0.551064,-0.13790776,0.13005725,2.5165708,0.22818857,2.0231025,0.7152819,-0.4534103,-0.18564096,-0.13695268,-0.113865,0.94195384,0.3620246,-0.5935362,1.9367274,0.082412586,-0.45487255,-0.47316074,-0.21380669,-0.017640784,-1.1213765,-0.7805821,1.3254141,-0.49091431,1.2626759,-0.8668584,-0.03015539,0.2622134,0.2800998,Basal
TCGA-BH-A0BQ-01,-0.56100535,-0.15066618,-0.34065688,-0.16272649,-0.51575005,0.25888786,-0.7803778,0.5849195,-0.023933738,-0.26944315,-0.52738816,-1.2905345,0.39462745,0.022528596,0.0903655,-0.72202337,-0.47141016,1.5321804,1.2247891,2.1320093,-0.15364654,-0.10568039,0.06378292,0.5780563,-0.03988584,0.15433833,-0.1925551,-0.05801949,2.3937902,0.4167812,-0.3826954,0.29928532,-0.145724,0.018728077,1.1867981,-1.2016388,-0.69052297,-0.0110574365,0.099390335,-0.67483157,LumA
TCGA-B6-A0WY-01,-0.55237216,-0.08440003,-0.29779038,0.15732154,-0.27225608,0.041209742,-0.08787099,0.34566915,-0.12763424,-0.82152194,-0.3407827,-1.0530703,0.37464535,0.4121282,0.58363485,-1.7161577,-0.5220357,1.238036,1.370192,2.6935303,-0.14814782,-0.4277475,-0.7499504,0.07270986,-0.06802878,0.30457276,0.3705485,0.30262688,0.7484227,0.6513438,-0.011901133,0.67694354,0.49881822,1.6007143,1.5965931,-2.0267649,-0.7039658,0.81026065,1.0163006,-1.117939,LumA
TCGA-BH-A0C0-01,-2.5620391,1.2600441,-0.64246494,0.04853566,-0.5820186,-0.39840996,2.0483823,0.5112334,-0.2723019,1.1359112,0.3762553,-2.7644143,-0.1067427,-0.6136317,0.4357895,-2.0646148,-0.54651374,3.1272457,0.8708657,-0.6797747,-0.300548,0.0643877,-0.11665122,0.18081728,-2.0988846,-1.609287,-0.49554706,0.07304794,0.96039903,0.10350184,1.2676464,1.7728717,-0.8454621,-0.06633866,0.2597003,1.6997385,0.9546339,0.97937834,0.12456429,-0.40969658,LumB
TCGA-A8-A09I-01,-1.187636,0.7771981,-0.03167544,-1.179096,0.53564256,-0.9153747,1.4048685,1.4593997,0.28801668,0.8441841,0.24298787,-1.670119,0.19848076,0.023483202,1.0944602,-0.6402788,-0.111977026,2.2304423,-0.364824,-1.633476,-0.9894208,0.29479104,0.028005295,-0.00089078397,-0.77488464,-0.33361548,-0.022538438,-0.35217756,0.07581111,-0.40839988,0.8763956,0.719509,0.026236549,-0.7442563,-1.8291363,0.9811419,0.9002541,0.4187483,-0.2874869,1.8128259,LumB
TCGA-D8-A27L-01,-1.0008382,1.0244548,0.58740294,-0.42370644,-0.2002043,-0.73483545,1.407464,-0.689883,0.08283719,-0.11336456,0.726159,-1.2781291,-0.10406473,0.43627995,1.5345461,-0.55062723,-2.4081128,0.26534408,0.31164703,2.408555,-1.4872065,-0.080586255,-0.79316705,-0.15166596,1.1178424,-0.23616119,1.0103048,0.5841253,2.449244,0.36747476,0.5886035,0.41771656,0.24135938,1.4452212,2.5908942,0.31781092,0.7596956,0.81617093,0.3784246,-0.59894866,LumA
TCGA-D8-A1X5-01,-0.4537237,1.3522774,0.5723442,-1.5409245,1.1892805,-1.5214144,1.685447,1.7025003,0.5457768,0.6811967,0.10882865,-0.9407043,0.07793054,0.06574379,0.3878145,0.24110678,-2.7075086,0.5378512,-1.6209953,-1.8871171,-1.4992808,0.10593341,-0.011504695,-0.50776535,0.66573083,-0.28068447,0.08540955,-1.0153989,0.64362746,-0.19886756,1.2238117,0.11905871,-0.08372155,-0.84156615,-1.283141,1.2900517,1.2505933,0.088140324,0.10008817,2.8278077,LumB
TCGA-C8-A12O-01,-0.5637758,0.06404096,0.2339827,-0.3748253,0.73301023,-0.27246124,0.5393893,0.24880499,0.10051415,0.5687906,-0.15826754,-0.6590406,0.40544736,0.7299938,0.79008293,-0.5169014,-0.14184287,0.8170874,-0.14092538,0.3945065,-0.46844244,0.29658204,-0.071909964,0.1223886,0.024640597,-0.05527751,-0.13150248,0.10124304,1.5500662,-0.5137596,0.18472967,0.20924151,-0.20689505,0.10290768,0.052239053,-0.065676935,0.1807781,0.13817078,0.059432823,1.2352214,LumA
TCGA-AO-A0JD-01,-1.2733911,0.8099791,-0.76567024,-0.98082817,-0.32976708,-1.1790117,0.8436083,2.067167,0.042447284,-0.014580488,0.096831456,-1.6593163,0.34790516,-0.29865658,0.5288369,-1.3777051,-0.11300565,2.2032242,0.43409005,-0.6983449,-0.3621486,0.124090046,-0.23610908,0.15297228,-1.3612987,-0.3183319,-0.48170662,-0.36201522,-1.0850432,0.09113414,0.8585884,0.7244475,0.28336522,-0.03502199,-1.1190976,-0.011641389,0.25667,0.9218619,0.13021652,-0.00612396,LumB
TCGA-A8-A083-01,-0.034629047,0.83977437,0.1837073,-0.28801948,-1.4825513,-2.4830613,-0.94291604,3.017779,0.32926607,-0.9412942,-0.5867152,1.5588136,0.0064662695,-1.5405563,-2.5148203,2.319841,-5.2981396,-1.4867343,0.040575046,-1.5376741,-0.4953235,-0.39249313,0.046791546,0.9553239,0.9686914,-2.1324868,0.34543404,0.29627603,0.43396923,0.5887076,-0.6027654,0.11958308,-0.0081819,-2.8460126,-1.8682965,-0.5225376,0.03503369,-0.6223271,-1.6889591,1.0286875,LumA
TCGA-A2-A0YI-01,0.41391107,0.9561906,-0.2016764,-0.29395053,-1.2449307,-0.22741847,-0.4349408,0.09786486,0.24814317,-1.4360821,-0.23475212,-0.46260598,1.3503835,0.3849483,-1.5331557,-1.7911446,-3.1779876,-0.20566869,0.6642437,1.5340552,-0.7747841,0.030828673,-0.32498226,-0.094047405,-0.26596898,0.11545696,0.022985917,-1.1384956,1.8784689,0.19995707,0.557016,0.10662935,-0.37553978,0.54263914,2.0226133,1.9672618,-0.20505719,-0.3813971,-0.14785087,0.1655135,LumA
TCGA-A2-A0CW-01,-1.4874634,1.0402775,-0.5219273,-0.5004406,0.476766,-0.87192667,2.467119,2.5496325,-0.46354866,-0.534146,1.1206962,-1.5665197,-0.26487803,0.10913479,0.9193885,-1.8982041,0.0817769,2.3134687,0.14080215,-1.5708125,-0.799511,-0.20202586,-0.9716743,-1.1305921,-1.3769239,-0.88526046,0.10791214,0.10355075,-2.47871,-0.033449575,0.69011414,1.9769424,1.4341722,0.6185313,-1.0175171,-1.3567629,0.9483132,1.1225145,0.8296099,0.2076023,LumB
TCGA-A8-A092-01,-0.9613013,0.37932998,0.017376287,-0.69579804,0.19939482,-1.3718195,1.3892336,1.6794451,0.18165283,0.31656232,0.40881655,-0.80413604,-0.12699106,-0.10137005,1.0625355,0.18674043,-0.78798103,0.73662484,-0.31566405,-0.83952296,-1.1142435,0.09850086,0.27822095,-0.14551425,0.020222045,-0.33766013,0.32021597,0.4532526,-0.49442267,-0.15619949,0.44244877,0.42271072,0.31769174,-0.65957654,-1.437355,-0.63141143,0.74274296,0.28692165,-0.27938697,0.7721827,LumB
TCGA-BH-A18Q-01,1.0287807,1.0917988,0.042793464,0.64571255,-1.4450023,0.6138582,-0.25209394,-1.9125779,-0.13391523,-0.8417505,-0.3961549,-0.71998477,-0.12807791,0.05503609,1.0731912,-0.0950256,0.5239425,0.35409018,1.213881,2.7656593,-0.2847489,-0.119545996,0.580388,0.37726766,0.96310955,1.6346599,-0.70063573,-0.03365861,-1.0981473,0.9800607,0.93200326,-0.6241789,-1.0298722,2.563659,1.7933061,0.08452328,-0.9118419,0.86990345,1.1275101,-3.1033645,Basal
TCGA-AO-A12B-01,0.05462902,0.3072544,0.03299533,2.1102993,-1.6081219,-0.57718414,-2.4612064,2.183011,0.74121386,-1.7576762,-1.2900358,2.0489154,0.5112736,-0.18902324,-5.2653103,0.26938838,-3.6690388,-0.22608018,0.40688354,-2.4382765,0.73388475,-0.5270743,-1.8118207,-0.16198131,-1.1338793,-1.3244727,0.6765895,-0.27583718,0.13234961,1.1732503,0.41484413,1.334213,0.31313872,-2.4180229,-1.5013584,0.6780343,0.100413546,-0.06853987,-1.0221157,1.0412456,LumA
TCGA-AN-A0FJ-01,2.7198682,-2.196134,0.2738305,-2.857404,0.8475274,0.36420295,-2.4224443,-0.27006567,0.7456782,1.1087862,-1.203533,0.500541,1.7859085,0.28414035,-1.1344916,2.2648466,3.7444546,-0.78286415,-2.5941842,-1.664918,3.344454,0.29074946,1.6652149,-0.018288448,0.050792202,-0.63426346,-0.89478195,-0.8262287,-1.9610313,-0.7179475,-1.0159116,-3.0887663,-0.36221877,-0.1881792,-2.0098794,3.11736,0.16784127,-2.2203798,-0.39428502,0.7285244,Basal
TCGA-GI-A2C8-01,0.06529897,-0.16925257,0.42163998,-0.33525863,0.13600796,-0.28107452,-0.13547638,0.16887471,0.14581364,-0.46449825,0.12151612,0.49966872,0.2065503,0.40075624,0.2914962,0.8494951,-1.071028,-1.1038538,-0.31166622,0.9108726,-0.83815205,0.17134155,0.2750749,0.039790984,1.0957061,-0.09950578,-0.12766701,0.012155262,1.368367,-0.5862203,-0.3119856,-0.18509409,-0.17771733,-0.68736875,0.44396743,0.64526194,-0.1732999,-0.16720796,-0.36347747,1.1754386,LumA
TCGA-AO-A12F-01,0.41502795,-0.64600396,-0.2533379,0.17735788,0.40511504,0.8934624,-0.9368944,0.00036051124,-0.0049654692,-0.17080037,0.1228881,-0.7514167,-0.5941081,-0.7764814,-1.2654849,0.79834235,2.0157773,-0.80976355,-0.07309408,-0.14108409,1.2158487,-0.27830377,0.6330715,0.5300232,0.24780886,0.24445075,-0.40853602,-0.2541887,0.32426405,0.0679116,-0.9974432,-1.2412469,-0.16213033,0.37941685,0.57917976,-1.4406695,-0.8670815,-0.54475117,0.027680168,-0.678422,Basal
TCGA-BH-A1FD-01,-0.7626774,-0.53054166,0.5790585,-0.47396788,-0.39686117,-1.1127023,0.5327624,0.96949613,0.21783438,0.76821,0.2070695,0.10042596,0.49277747,-0.092959195,1.2108737,1.0240579,-0.5734286,-0.45531175,-1.1241853,-0.90008146,-0.7378197,0.14497131,0.30024984,0.29297587,0.4184612,0.4560809,0.56961894,0.29514474,0.63008034,-0.41261554,-0.009759024,0.446514,-0.09529249,-1.1068305,-1.6049626,0.77713907,0.47227517,0.30163422,-0.7118048,1.9910237,LumB
