"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071495","cellular response to endogenous stimulus","51/287","346/3645",0.147398843930636,1.87201667640128,4.9838099025905,3.74127766088517e-06,0.0100490717971376,0.00997936588703475,"ENSG00000145147/ENSG00000119681/ENSG00000185070/ENSG00000170962/ENSG00000019991/ENSG00000183160/ENSG00000017427/ENSG00000166147/ENSG00000106819/ENSG00000138615/ENSG00000133116/ENSG00000082175/ENSG00000179388/ENSG00000138722/ENSG00000167244/ENSG00000156427/ENSG00000106483/ENSG00000006128/ENSG00000168477/ENSG00000173376/ENSG00000169184/ENSG00000170801/ENSG00000180875/ENSG00000120738/ENSG00000090539/ENSG00000150594/ENSG00000165816/ENSG00000073282/ENSG00000186868/ENSG00000126895/ENSG00000064300/ENSG00000120129/ENSG00000170345/ENSG00000266524/ENSG00000169083/ENSG00000183888/ENSG00000178568/ENSG00000091831/ENSG00000180730/ENSG00000141449/ENSG00000125740/ENSG00000171236/ENSG00000070193/ENSG00000151892/ENSG00000069702/ENSG00000181092/ENSG00000184811/ENSG00000176194/ENSG00000008196/ENSG00000144891/ENSG00000134240",51
"GO:0009719","response to endogenous stimulus","57/287","427/3645",0.133489461358314,1.69536267125803,4.47014980154824,2.17913807950207e-05,0.0292658244077128,0.0290628204918855,"ENSG00000145147/ENSG00000107562/ENSG00000119681/ENSG00000185070/ENSG00000170962/ENSG00000019991/ENSG00000183160/ENSG00000017427/ENSG00000166147/ENSG00000106819/ENSG00000138615/ENSG00000133116/ENSG00000082175/ENSG00000179388/ENSG00000138722/ENSG00000167244/ENSG00000156427/ENSG00000106483/ENSG00000277586/ENSG00000006128/ENSG00000168477/ENSG00000173376/ENSG00000169184/ENSG00000170801/ENSG00000180875/ENSG00000120738/ENSG00000090539/ENSG00000150594/ENSG00000165816/ENSG00000073282/ENSG00000186868/ENSG00000126895/ENSG00000064300/ENSG00000120129/ENSG00000170345/ENSG00000128564/ENSG00000266524/ENSG00000169083/ENSG00000183888/ENSG00000178568/ENSG00000091831/ENSG00000180730/ENSG00000141449/ENSG00000113739/ENSG00000125740/ENSG00000171236/ENSG00000070193/ENSG00000151892/ENSG00000069702/ENSG00000160182/ENSG00000181092/ENSG00000184811/ENSG00000176194/ENSG00000157150/ENSG00000008196/ENSG00000144891/ENSG00000134240",57
"GO:0003073","regulation of systemic arterial blood pressure","13/287","49/3645",0.26530612244898,3.36948019625969,4.88125019292388,6.72043651199015e-05,0.0593325698807954,0.0589210064184408,"ENSG00000133116/ENSG00000163751/ENSG00000006128/ENSG00000145536/ENSG00000100448/ENSG00000169252/ENSG00000126895/ENSG00000092009/ENSG00000169083/ENSG00000145244/ENSG00000186204/ENSG00000144891/ENSG00000124205",13
"GO:0003013","circulatory system process","37/287","250/3645",0.148,1.87965156794425,4.21260348585081,8.83582574546469e-05,0.0593325698807954,0.0589210064184408,"ENSG00000131016/ENSG00000149575/ENSG00000145147/ENSG00000107562/ENSG00000136546/ENSG00000165124/ENSG00000177098/ENSG00000170624/ENSG00000135914/ENSG00000133116/ENSG00000118777/ENSG00000163751/ENSG00000183044/ENSG00000049540/ENSG00000006128/ENSG00000145536/ENSG00000100448/ENSG00000160808/ENSG00000150594/ENSG00000153253/ENSG00000169252/ENSG00000103257/ENSG00000126895/ENSG00000152779/ENSG00000152049/ENSG00000092009/ENSG00000169083/ENSG00000145244/ENSG00000171385/ENSG00000003989/ENSG00000181092/ENSG00000126562/ENSG00000186204/ENSG00000050438/ENSG00000106688/ENSG00000144891/ENSG00000124205",37
"GO:0071363","cellular response to growth factor stimulus","33/287","219/3645",0.150684931506849,1.91375113359744,4.07705052478137,0.000154250167819512,0.0828631901526421,0.0822884053167672,"ENSG00000145147/ENSG00000119681/ENSG00000185070/ENSG00000170962/ENSG00000019991/ENSG00000183160/ENSG00000166147/ENSG00000106819/ENSG00000138615/ENSG00000133116/ENSG00000179388/ENSG00000138722/ENSG00000156427/ENSG00000106483/ENSG00000006128/ENSG00000168477/ENSG00000173376/ENSG00000170801/ENSG00000180875/ENSG00000120738/ENSG00000090539/ENSG00000186868/ENSG00000064300/ENSG00000170345/ENSG00000266524/ENSG00000178568/ENSG00000180730/ENSG00000171236/ENSG00000070193/ENSG00000151892/ENSG00000069702/ENSG00000176194/ENSG00000008196",33
"GO:0030198","extracellular matrix organization","25/287","154/3645",0.162337662337662,2.06174487533373,3.93545903512999,0.000318126382645318,0.099035082779217,0.0983481207675416,"ENSG00000196569/ENSG00000187955/ENSG00000106823/ENSG00000185070/ENSG00000143341/ENSG00000166482/ENSG00000091986/ENSG00000038295/ENSG00000103196/ENSG00000171812/ENSG00000143387/ENSG00000049540/ENSG00000132031/ENSG00000154175/ENSG00000168477/ENSG00000173376/ENSG00000145536/ENSG00000100448/ENSG00000185761/ENSG00000197565/ENSG00000092009/ENSG00000187720/ENSG00000166106/ENSG00000069702/ENSG00000171819",25
"GO:0043062","extracellular structure organization","25/287","154/3645",0.162337662337662,2.06174487533373,3.93545903512999,0.000318126382645318,0.099035082779217,0.0983481207675416,"ENSG00000196569/ENSG00000187955/ENSG00000106823/ENSG00000185070/ENSG00000143341/ENSG00000166482/ENSG00000091986/ENSG00000038295/ENSG00000103196/ENSG00000171812/ENSG00000143387/ENSG00000049540/ENSG00000132031/ENSG00000154175/ENSG00000168477/ENSG00000173376/ENSG00000145536/ENSG00000100448/ENSG00000185761/ENSG00000197565/ENSG00000092009/ENSG00000187720/ENSG00000166106/ENSG00000069702/ENSG00000171819",25
"GO:0045229","external encapsulating structure organization","25/287","154/3645",0.162337662337662,2.06174487533373,3.93545903512999,0.000318126382645318,0.099035082779217,0.0983481207675416,"ENSG00000196569/ENSG00000187955/ENSG00000106823/ENSG00000185070/ENSG00000143341/ENSG00000166482/ENSG00000091986/ENSG00000038295/ENSG00000103196/ENSG00000171812/ENSG00000143387/ENSG00000049540/ENSG00000132031/ENSG00000154175/ENSG00000168477/ENSG00000173376/ENSG00000145536/ENSG00000100448/ENSG00000185761/ENSG00000197565/ENSG00000092009/ENSG00000187720/ENSG00000166106/ENSG00000069702/ENSG00000171819",25
"GO:0070848","response to growth factor","33/287","230/3645",0.143478260869565,1.82222390546887,3.76572368568254,0.000395764753767507,0.099035082779217,0.0983481207675416,"ENSG00000145147/ENSG00000119681/ENSG00000185070/ENSG00000170962/ENSG00000019991/ENSG00000183160/ENSG00000166147/ENSG00000106819/ENSG00000138615/ENSG00000133116/ENSG00000179388/ENSG00000138722/ENSG00000156427/ENSG00000106483/ENSG00000006128/ENSG00000168477/ENSG00000173376/ENSG00000170801/ENSG00000180875/ENSG00000120738/ENSG00000090539/ENSG00000186868/ENSG00000064300/ENSG00000170345/ENSG00000266524/ENSG00000178568/ENSG00000180730/ENSG00000171236/ENSG00000070193/ENSG00000151892/ENSG00000069702/ENSG00000176194/ENSG00000008196",33
"GO:0008015","blood circulation","32/287","221/3645",0.144796380090498,1.8389644788497,3.76151344913289,0.000411991185026177,0.099035082779217,0.0983481207675416,"ENSG00000131016/ENSG00000149575/ENSG00000145147/ENSG00000107562/ENSG00000136546/ENSG00000165124/ENSG00000177098/ENSG00000170624/ENSG00000135914/ENSG00000133116/ENSG00000163751/ENSG00000183044/ENSG00000049540/ENSG00000006128/ENSG00000145536/ENSG00000100448/ENSG00000160808/ENSG00000150594/ENSG00000153253/ENSG00000169252/ENSG00000126895/ENSG00000152049/ENSG00000092009/ENSG00000169083/ENSG00000145244/ENSG00000171385/ENSG00000181092/ENSG00000126562/ENSG00000186204/ENSG00000106688/ENSG00000144891/ENSG00000124205",32
