"gene_id","gene_symbol","logFC","t","P.Value","adj.P.Val"
"ENSG00000130513","GDF15",-0.977968735519823,-18.0604027986211,7.45865038598073e-62,2.13104296742307e-60
"ENSG00000160191","PDE9A",0.832250672203381,18.0496910654937,8.57731809650797e-62,2.43673809559886e-60
"ENSG00000105388","CEACAM5",-0.965552839139343,-18.0389369743085,9.8688607175076e-62,2.7878137620078e-60
"ENSG00000112379","ARFGEF3",-0.596646943010003,-18.0256716920724,1.17323534228225e-61,3.29560489405126e-60
"ENSG00000168743","NPNT",-0.812665535142813,-17.9927573586865,1.80163558520404e-61,5.03250163464815e-60
"ENSG00000105289","TJP3",-0.441670491227128,-17.9687539777548,2.46276204343766e-61,6.84100567621573e-60
"ENSG00000254615","RP11-395G23.3",0.960122611830413,17.9578326418026,2.83898931856703e-61,7.84251192974318e-60
"ENSG00000144354","CDCA7",1.0851623209933,17.9559766271525,2.90840364602739e-61,7.99011990666864e-60
"ENSG00000116299","KIAA1324",-0.656137962588161,-17.951048244053,3.10105537362471e-61,8.472828889685e-60
"ENSG00000128298","BAIAP2L2",1.03575449089805,17.9457783678944,3.32116718166811e-61,9.02491081975031e-60
"ENSG00000088002","SULT2B1",-0.680248244081029,-17.8979344065231,6.18715770440593e-61,1.67220478497458e-59
"ENSG00000196620","UGT2B15",-1.14510434575966,-17.8743587862866,8.40462221490571e-61,2.25930704701766e-59
"ENSG00000099864","PALM",-0.863939962462839,-17.8655060569314,9.42866645496446e-61,2.52103381148782e-59
"ENSG00000258818","RNASE4",-0.72421308029659,-17.8542790585072,1.09083277450674e-60,2.90115099602858e-59
"ENSG00000225194","LINC00092",1.49432525038839,17.8460599161447,1.21365121690866e-60,3.21071750504936e-59
"ENSG00000184709","LRRC26",-0.821905899355122,-17.793361766448,2.40412002397141e-60,6.32663164203003e-59
"ENSG00000118997","DNAH7",-0.809145968256209,-17.7366717347273,5.01034755808082e-60,1.31160930839812e-58
"ENSG00000146013","GFRA3",1.10499759913773,17.7297033651682,5.48323899459261e-60,1.42792682150849e-58
"ENSG00000130045","NXNL2",-1.11025674374927,-17.7039776889778,7.64859596976417e-60,1.98150154657103e-58
"ENSG00000101425","BPI",1.28499473939004,17.6912415581364,9.01793501039922e-60,2.3242100542266e-58
"ENSG00000102854","MSLN",1.02241207862274,17.68812254823,9.38900879957644e-60,2.40743815373755e-58
"ENSG00000173210","ABLIM3",-0.960150328337609,-17.6378723335222,1.79710232390545e-59,4.58444470384044e-58
"ENSG00000214447","FAM187A",-0.818256807563801,-17.59759706058,3.02199794073715e-59,7.67004553486587e-58
"ENSG00000141639","MAPK4",1.1843846744948,17.4865331870514,1.26336033586652e-58,3.19030387845081e-57
"ENSG00000244731","C4A",-1.14778609336629,-17.4742090159948,1.48030429231464e-58,3.7193575183785e-57
"ENSG00000125999","BPIFB1",-0.991029719130474,-17.4523544996275,1.96038592614029e-58,4.90096481535071e-57
"ENSG00000185904","LINC00839",0.906908365656466,17.4309738899501,2.5799938360195e-58,6.41789511447636e-57
"ENSG00000007062","PROM1",1.19529945822992,17.4190298326049,3.00761448151801e-58,7.44459030078716e-57
"ENSG00000186603","HPDL",1.15322159077159,17.3880178608963,4.47770120275899e-58,1.10288206964507e-56
"ENSG00000065361","ERBB3",-0.416654940673363,-17.3519983596347,7.10584937938963e-58,1.7416297498504e-56
"ENSG00000268204","CTD-3214H19.6",-0.688226564508542,-17.3200597240974,1.06977407860878e-57,2.60920506977752e-56
"ENSG00000163873","GRIK3",-0.997869265071336,-17.2940685053483,1.49200241912686e-57,3.6213650949681e-56
"ENSG00000163735","CXCL5",1.02119058312175,17.2810028773143,1.76343356233889e-57,4.25950135830649e-56
"ENSG00000260228","RP11-483P21.2",-0.767510519219243,-17.2719872606335,1.97894062267411e-57,4.75706880450507e-56
"ENSG00000224389","C4B",-1.12510120529532,-17.2609406423686,2.27913524851856e-57,5.45247667109702e-56
"ENSG00000165591","FAAH2",-0.558930502217199,-17.2230915845998,3.69649757009351e-57,8.80118469069884e-56
"ENSG00000105419","MEIS3",-0.675429837285996,-17.1953185587233,5.26940627619249e-57,1.2486744730314e-55
"ENSG00000157388","CACNA1D",-0.873049024120553,-17.1870594946275,5.8549956776181e-57,1.3808952069854e-55
"ENSG00000062038","CDH3",0.661172225472565,17.1692519862392,7.34794075340029e-57,1.72486872145547e-55
"ENSG00000139629","GALNT6",-0.985220411862634,-17.1490212012782,9.50974538740454e-57,2.22190312789826e-55
"ENSG00000231367","AC016995.3",0.911591755641833,17.1275562447731,1.25007565430888e-56,2.90715268443925e-55
"ENSG00000164076","CAMKV",1.01321453153362,17.1099990117792,1.563253241728e-56,3.61864176325925e-55
"ENSG00000151715","TMEM45B",-0.872648654367492,-17.1037600607476,1.69246565668611e-56,3.89969045319381e-55
"ENSG00000078018","MAP2",0.694163199178533,17.0908988080067,1.99343121525922e-56,4.5720899432551e-55
"ENSG00000101210","EEF1A2",-1.10953820545121,-17.0696071130432,2.61348359960836e-56,5.96685753335243e-55
"ENSG00000090539","CHRD",-0.91830691242297,-17.0630685876054,2.84004689581168e-56,6.45465203593565e-55
"ENSG00000115596","WNT6",1.18449993012862,17.0393703115264,3.83823771577468e-56,8.68379573704678e-55
"ENSG00000076344","RGS11",-0.761672080824298,-17.0218506845018,4.79488458331946e-56,1.07992896020709e-54
"ENSG00000132554","RGS22",-1.06762386716522,-17.0065819750863,5.82060878086329e-56,1.30506923337742e-54
"ENSG00000105695","MAG",-0.968615414372795,-16.9025441112454,2.17596864130007e-55,4.85707286004479e-54
"ENSG00000103460","TOX3",-0.793027103493575,-16.8997935392607,2.25304710385837e-55,5.00677134190749e-54
"ENSG00000118849","RARRES1",0.963562753051369,16.8745799024348,3.09951140382806e-55,6.85732611466385e-54
"ENSG00000101311","FERMT1",0.951215878112939,16.7800537800818,1.02262870302936e-54,2.25248613002061e-53
"ENSG00000136457","CHAD",-1.57245305938433,-16.7715195941066,1.13881496147466e-54,2.49740123130407e-53
"ENSG00000133048","CHI3L1",0.937718947324363,16.6931413772865,3.05578440302131e-54,6.67201834720811e-53
"ENSG00000175592","FOSL1",0.814168370350913,16.6763638350691,3.77358607433347e-54,8.20344798768146e-53
"ENSG00000152076","CCDC74B",-1.01801499562037,-16.6759362939411,3.79392468966995e-54,8.21195820274882e-53
"ENSG00000205363","C15orf59",-0.778921663489314,-16.6686815854746,4.15619668205555e-54,8.95732043546456e-53
"ENSG00000214100","AC079776.2",-1.38826187697898,-16.6597068460116,4.65245555511234e-54,9.98381020410374e-53
"ENSG00000146090","RASGEF1C",1.07405474930475,16.6356199687405,6.29635283273099e-54,1.34086029626242e-52
"ENSG00000049283","EPN3",-0.41387801394659,-16.6355480282722,6.30204339243335e-54,1.34086029626242e-52
"ENSG00000006377","DLX6",1.07692355283348,16.586826431836,1.1614321419832e-53,2.46066131776102e-52
"ENSG00000150054","MPP7",-0.872801026576836,-16.5504371175269,1.83251155083105e-53,3.8533486450487e-52
"ENSG00000135773","CAPN9",-0.849362670477776,-16.5503638518409,1.83419395504318e-53,3.8533486450487e-52
"ENSG00000117399","CDC20",0.600466253832185,16.5072952886627,3.14462138242804e-53,6.57870582097917e-52
"ENSG00000170482","SLC23A1",-0.976631075571736,-16.5030013090891,3.31813363007184e-53,6.91277839598299e-52
"ENSG00000160307","S100B",0.903609107878517,16.4943313259081,3.69812128150456e-53,7.67245079150324e-52
"ENSG00000184661","CDCA2",0.580728195164445,16.4872764453806,4.03912692454686e-53,8.34530356311335e-52
"ENSG00000069482","GAL",0.813612038511311,16.4646024069568,5.36224041758377e-53,1.1033416497086e-51
"ENSG00000137309","HMGA1",0.601303980034807,16.4521161801585,6.26723919790489e-53,1.28427032743953e-51
"ENSG00000088386","SLC15A1",1.09510887813448,16.4490975519813,6.50798507291522e-53,1.32816021896229e-51
"ENSG00000260618","RP11-23N2.4",-0.87720828558625,-16.4465642827506,6.71712625232676e-53,1.36526956348105e-51
"ENSG00000188001","TPRG1",-1.214058290265,-16.4280167226514,8.46695643594922e-53,1.71395879270227e-51
"ENSG00000163751","CPA3",-0.789205081025195,-16.4054491970798,1.12198053515597e-52,2.26205753055638e-51
"ENSG00000233041","PHGR1",-1.22427279464212,-16.3891058803922,1.37553252169612e-52,2.76211349738176e-51
"ENSG00000114812","VIPR1",-0.625851233828956,-16.3873689078542,1.40563479452488e-52,2.81126958904977e-51
"ENSG00000100867","DHRS2",-1.32480947023416,-16.386628042192,1.4186733040289e-52,2.82604243830458e-51
