"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","2/87","14/1876",0.142857142857143,3.08045977011494,1.72261646452173,0.134903833388584,0.941497187066983,0.941497187066983,"2026/5053",2
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/87","14/1876",0.142857142857143,3.08045977011494,1.72261646452173,0.134903833388584,0.941497187066983,0.941497187066983,"5979/2261",2
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","4/87","43/1876",0.0930232558139535,2.00588078053996,1.47114201032204,0.135228711575638,0.941497187066983,0.941497187066983,"9254/3696/3695/6543",4
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","4/87","46/1876",0.0869565217391304,1.87506246876562,1.3247914618972,0.161451650117619,0.941497187066983,0.941497187066983,"9254/3696/3695/6543",4
"Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling","5/87","65/1876",0.0769230769230769,1.65870910698497,1.191643128583,0.179994388435306,0.941497187066983,0.941497187066983,"2099/152/10267/2852/2775",5
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","5/87","65/1876",0.0769230769230769,1.65870910698497,1.191643128583,0.179994388435306,0.941497187066983,0.941497187066983,"59272/1360/5644/6543/1280",5
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","3/87","33/1876",0.0909090909090909,1.96029258098224,1.22702374740065,0.19470894494955,0.941497187066983,0.941497187066983,"9132/3760/2775",3
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","4/87","50/1876",0.08,1.72505747126437,1.14567685530032,0.199027452000715,0.941497187066983,0.941497187066983,"9254/3696/3695/6543",4
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","4/87","52/1876",0.0769230769230769,1.65870910698497,1.06203300767733,0.218751841616914,0.941497187066983,0.941497187066983,"3696/3695/7448/1280",4
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","2/87","19/1876",0.105263157894737,2.26981246218996,1.22649427589525,0.219182314291251,0.941497187066983,0.941497187066983,"2261/3084",2
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","2/87","19/1876",0.105263157894737,2.26981246218996,1.22649427589525,0.219182314291251,0.941497187066983,0.941497187066983,"2099/2852",2
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/87","19/1876",0.105263157894737,2.26981246218996,1.22649427589525,0.219182314291251,0.941497187066983,0.941497187066983,"2099/6543",2
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","2/87","21/1876",0.0952380952380952,2.0536398467433,1.07049580301921,0.254173997353959,0.941497187066983,0.941497187066983,"8912/3777",2
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","2/87","22/1876",0.0909090909090909,1.96029258098224,0.998884194268849,0.271741536186827,0.941497187066983,0.941497187066983,"2099/2626",2
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/87","22/1876",0.0909090909090909,1.96029258098224,0.998884194268849,0.271741536186827,0.941497187066983,0.941497187066983,"3595/50615",2
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","3/87","40/1876",0.075,1.61724137931034,0.869969009791006,0.282577432542249,0.941497187066983,0.941497187066983,"3760/2775/2905",3
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","5/87","79/1876",0.0632911392405063,1.36476065764586,0.730302166810384,0.30251305337023,0.941497187066983,0.941497187066983,"9254/5979/8912/2261/23542",5
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","2/87","24/1876",0.0833333333333333,1.79693486590038,0.866289497744827,0.306818237613729,0.941497187066983,0.941497187066983,"115362/260434",2
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","3/87","42/1876",0.0714285714285714,1.54022988505747,0.780654157408508,0.308473884190266,0.941497187066983,0.941497187066983,"9254/3760/2775",3
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","2/87","26/1876",0.0769230769230769,1.65870910698497,0.745674977297202,0.341588821063476,0.941497187066983,0.941497187066983,"154064/135250",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","4/87","65/1876",0.0615384615384615,1.32696728558798,0.591502857650996,0.355876178429095,0.941497187066983,0.941497187066983,"3696/3695/7448/1280",4
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","2/87","28/1876",0.0714285714285714,1.54022988505747,0.634982460848105,0.375822494506978,0.941497187066983,0.941497187066983,"3595/50615",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","5/87","87/1876",0.0574712643678161,1.23926542475889,0.503836345435907,0.377967903752604,0.941497187066983,0.941497187066983,"4099/3696/79679/3695/22854",5
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","1/87","10/1876",0.1,2.15632183908046,0.808310090736275,0.378749576883092,0.941497187066983,0.941497187066983,"54898",1
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/87","68/1876",0.0588235294117647,1.2684246112238,0.497087300621798,0.388336010472641,0.941497187066983,0.941497187066983,"3696/3695/7448/1280",4
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","1/87","11/1876",0.0909090909090909,1.96029258098224,0.704231732177716,0.407714628764749,0.941497187066983,0.941497187066983,"653082",1
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","1/87","11/1876",0.0909090909090909,1.96029258098224,0.704231732177716,0.407714628764749,0.941497187066983,0.941497187066983,"2261",1
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","2/87","30/1876",0.0666666666666667,1.43754789272031,0.53262980810009,0.409331904123845,0.941497187066983,0.941497187066983,"80223/2261",2
"Organismal Systems","Digestive system","hsa04976","Bile secretion","2/87","30/1876",0.0666666666666667,1.43754789272031,0.53262980810009,0.409331904123845,0.941497187066983,0.941497187066983,"6523/8431",2
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","6/87","111/1876",0.0540540540540541,1.16557937247592,0.396506634896956,0.411031963278404,0.941497187066983,0.941497187066983,"5979/3696/2261/3695/7448/1280",6
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","4/87","71/1876",0.0563380281690141,1.21482920511575,0.406854369750379,0.420615288585124,0.941497187066983,0.941497187066983,"3696/3695/7448/1280",4
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","1/87","12/1876",0.0833333333333333,1.79693486590038,0.610584237629423,0.435344026779476,0.941497187066983,0.941497187066983,"2026",1
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","1/87","12/1876",0.0833333333333333,1.79693486590038,0.610584237629423,0.435344026779476,0.941497187066983,0.941497187066983,"2099",1
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/87","12/1876",0.0833333333333333,1.79693486590038,0.610584237629423,0.435344026779476,0.941497187066983,0.941497187066983,"1917",1
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","3/87","52/1876",0.0576923076923077,1.24403183023873,0.39345115452207,0.437199139026152,0.941497187066983,0.941497187066983,"152/2626/6543",3
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","2/87","32/1876",0.0625,1.34770114942529,0.437376806464535,0.441967302710773,0.941497187066983,0.941497187066983,"9254/6543",2
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","2/87","32/1876",0.0625,1.34770114942529,0.437376806464535,0.441967302710773,0.941497187066983,0.941497187066983,"3760/2775",2
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","2/87","33/1876",0.0606060606060606,1.30686172065482,0.392095727769306,0.457919454824401,0.941497187066983,0.941497187066983,"3760/2775",2
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","2/87","33/1876",0.0606060606060606,1.30686172065482,0.392095727769306,0.457919454824401,0.941497187066983,0.941497187066983,"3760/2775",2
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","2/87","33/1876",0.0606060606060606,1.30686172065482,0.392095727769306,0.457919454824401,0.941497187066983,0.941497187066983,"2775/92745",2
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/87","13/1876",0.0769230769230769,1.65870910698497,0.525428963052587,0.461698677890091,0.941497187066983,0.941497187066983,"2026",1
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/87","13/1876",0.0769230769230769,1.65870910698497,0.525428963052587,0.461698677890091,0.941497187066983,0.941497187066983,"5979",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","4/87","76/1876",0.0526315789473684,1.13490623109498,0.264702257467683,0.47349638541304,0.941497187066983,0.941497187066983,"152/2775/2905/63910",4
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","3/87","55/1876",0.0545454545454545,1.17617554858934,0.292366155123487,0.474375358291604,0.941497187066983,0.941497187066983,"2099/7448/286",3
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","1/87","14/1876",0.0714285714285714,1.54022988505747,0.447309247693488,0.486836742851745,0.941497187066983,0.941497187066983,"8564",1
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","2/87","35/1876",0.0571428571428571,1.23218390804598,0.305699224360993,0.489032803098211,0.941497187066983,0.941497187066983,"6280/6278",2
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","2/87","35/1876",0.0571428571428571,1.23218390804598,0.305699224360993,0.489032803098211,0.941497187066983,0.941497187066983,"9699/6616",2
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","2/87","35/1876",0.0571428571428571,1.23218390804598,0.305699224360993,0.489032803098211,0.941497187066983,0.941497187066983,"8912/3777",2
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/87","35/1876",0.0571428571428571,1.23218390804598,0.305699224360993,0.489032803098211,0.941497187066983,0.941497187066983,"362/55503",2
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","5/87","100/1876",0.05,1.07816091954023,0.177101920786366,0.499706042105406,0.941497187066983,0.941497187066983,"5979/8912/2261/6543/2905",5
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","3/87","58/1876",0.0517241379310345,1.115338882283,0.196719715599017,0.510435187401103,0.941497187066983,0.941497187066983,"3696/2261/3695",3
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/87","15/1876",0.0666666666666667,1.43754789272031,0.375105240483191,0.510813758626127,0.941497187066983,0.941497187066983,"2775",1
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","1/87","15/1876",0.0666666666666667,1.43754789272031,0.375105240483191,0.510813758626127,0.941497187066983,0.941497187066983,"6543",1
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/87","15/1876",0.0666666666666667,1.43754789272031,0.375105240483191,0.510813758626127,0.941497187066983,0.941497187066983,"2905",1
"Human Diseases","Substance dependence","hsa05034","Alcoholism","2/87","37/1876",0.0540540540540541,1.16557937247592,0.224270071655648,0.519029986126165,0.941497187066983,0.941497187066983,"2775/2905",2
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","2/87","38/1876",0.0526315789473684,1.13490623109498,0.185227790528087,0.533592105262578,0.941497187066983,0.941497187066983,"3760/2775",2
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","2/87","40/1876",0.05,1.07816091954023,0.110163673493088,0.561818193607786,0.941497187066983,0.941497187066983,"8912/3777",2
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/87","18/1876",0.0555555555555556,1.19795657726692,0.186053749160037,0.576296945079773,0.941497187066983,0.941497187066983,"2026",1
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","1/87","18/1876",0.0555555555555556,1.19795657726692,0.186053749160037,0.576296945079773,0.941497187066983,0.941497187066983,"2905",1
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/87","19/1876",0.0526315789473684,1.13490623109498,0.13030406075495,0.596136646790247,0.941497187066983,0.941497187066983,"27071",1
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","1/87","19/1876",0.0526315789473684,1.13490623109498,0.13030406075495,0.596136646790247,0.941497187066983,0.941497187066983,"2905",1
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/87","43/1876",0.0465116279069767,1.00294039026998,0.00430044169905461,0.601867193875852,0.941497187066983,0.941497187066983,"1360/5644",2
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","2/87","43/1876",0.0465116279069767,1.00294039026998,0.00430044169905461,0.601867193875852,0.941497187066983,0.941497187066983,"59272/629",2
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","1/87","20/1876",0.05,1.07816091954023,0.0774766375068178,0.615057547021398,0.941497187066983,0.941497187066983,"8564",1
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","1/87","20/1876",0.05,1.07816091954023,0.0774766375068178,0.615057547021398,0.941497187066983,0.941497187066983,"55304",1
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","1/87","20/1876",0.05,1.07816091954023,0.0774766375068178,0.615057547021398,0.941497187066983,0.941497187066983,"2905",1
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/87","21/1876",0.0476190476190476,1.02681992337165,0.0272489840768527,0.63310172450477,0.941497187066983,0.941497187066983,"3084",1
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","1/87","21/1876",0.0476190476190476,1.02681992337165,0.0272489840768527,0.63310172450477,0.941497187066983,0.941497187066983,"5799",1
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/87","22/1876",0.0454545454545455,0.980146290491118,-0.0206515774658413,0.650309352519911,0.941497187066983,0.941497187066983,"3695",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","1/87","23/1876",0.0434782608695652,0.937531234382808,-0.0664575344044159,0.666718784197779,0.941497187066983,0.941497187066983,"8110",1
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","1/87","24/1876",0.0416666666666667,0.898467432950191,-0.110368613895375,0.682366634049259,0.941497187066983,0.941497187066983,"3595",1
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","1/87","24/1876",0.0416666666666667,0.898467432950191,-0.110368613895375,0.682366634049259,0.941497187066983,0.941497187066983,"2775",1
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","2/87","50/1876",0.04,0.862528735632184,-0.217220912958019,0.684573114758812,0.941497187066983,0.941497187066983,"629/7448",2
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","2/87","51/1876",0.0392156862745098,0.845616407482533,-0.246439255714899,0.695184408817153,0.941497187066983,0.941497187066983,"25984/629",2
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","2/87","51/1876",0.0392156862745098,0.845616407482533,-0.246439255714899,0.695184408817153,0.941497187066983,0.941497187066983,"8842/3695",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/87","25/1876",0.04,0.862528735632184,-0.152557588118758,0.697287855883878,0.941497187066983,0.941497187066983,"22977",1
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","1/87","25/1876",0.04,0.862528735632184,-0.152557588118758,0.697287855883878,0.941497187066983,0.941497187066983,"2626",1
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/87","25/1876",0.04,0.862528735632184,-0.152557588118758,0.697287855883878,0.941497187066983,0.941497187066983,"65266",1
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/87","25/1876",0.04,0.862528735632184,-0.152557588118758,0.697287855883878,0.941497187066983,0.941497187066983,"2905",1
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","2/87","52/1876",0.0384615384615385,0.829354553492485,-0.275130698633187,0.705503819608793,0.941497187066983,0.941497187066983,"6585/22854",2
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","3/87","81/1876",0.037037037037037,0.798637718177948,-0.408454324968221,0.737152008570583,0.941497187066983,0.941497187066983,"7802/116442/2905",3
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","1/87","28/1876",0.0357142857142857,0.770114942528736,-0.270205302488555,0.738017921705882,0.941497187066983,0.941497187066983,"50615",1
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","1/87","28/1876",0.0357142857142857,0.770114942528736,-0.270205302488555,0.738017921705882,0.941497187066983,0.941497187066983,"1917",1
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","2/87","56/1876",0.0357142857142857,0.770114942528736,-0.385056230160798,0.743944480485369,0.941497187066983,0.941497187066983,"9254/6543",2
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","1/87","29/1876",0.0344827586206897,0.743559254855331,-0.306836961507302,0.750351493573625,0.941497187066983,0.941497187066983,"2775",1
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","4/87","109/1876",0.036697247706422,0.791310766635031,-0.494937214648942,0.757625438455711,0.941497187066983,0.941497187066983,"57731/3696/3695/2026",4
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","1/87","30/1876",0.0333333333333333,0.718773946360153,-0.342338247938237,0.762110789761548,0.941497187066983,0.941497187066983,"2775",1
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","1/87","30/1876",0.0333333333333333,0.718773946360153,-0.342338247938237,0.762110789761548,0.941497187066983,0.941497187066983,"2775",1
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","1/87","31/1876",0.032258064516129,0.695587690025955,-0.376790517334298,0.773322253082646,0.941497187066983,0.941497187066983,"79875",1
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/87","32/1876",0.03125,0.673850574712644,-0.410266673832436,0.78401112244948,0.941497187066983,0.941497187066983,"2775",1
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","2/87","63/1876",0.0317460317460317,0.684546615581098,-0.561515379714908,0.801021960762697,0.941497187066983,0.941497187066983,"2261/2775",2
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","1/87","34/1876",0.0294117647058824,0.6342123056119,-0.474546559153383,0.803916338188938,0.941497187066983,0.941497187066983,"6543",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","1/87","34/1876",0.0294117647058824,0.6342123056119,-0.474546559153383,0.803916338188938,0.941497187066983,0.941497187066983,"7802",1
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/87","34/1876",0.0294117647058824,0.6342123056119,-0.474546559153383,0.803916338188938,0.941497187066983,0.941497187066983,"2099",1
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","2/87","64/1876",0.03125,0.673850574712644,-0.585305493057793,0.808199090853116,0.941497187066983,0.941497187066983,"8685/4057",2
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","1/87","35/1876",0.0285714285714286,0.616091954022989,-0.505463073943424,0.813177618632783,0.941497187066983,0.941497187066983,"5644",1
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/87","35/1876",0.0285714285714286,0.616091954022989,-0.505463073943424,0.813177618632783,0.941497187066983,0.941497187066983,"8110",1
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/87","37/1876",0.027027027027027,0.582789686237962,-0.5650932574738,0.830422277892029,0.941497187066983,0.941497187066983,"2261",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","1/87","37/1876",0.027027027027027,0.582789686237962,-0.5650932574738,0.830422277892029,0.941497187066983,0.941497187066983,"2261",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","1/87","39/1876",0.0256410256410256,0.552903035661656,-0.622063240735425,0.846091782343691,0.941497187066983,0.941497187066983,"2905",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","3/87","99/1876",0.0303030303030303,0.653430860327412,-0.78112198918728,0.850242264407564,0.941497187066983,0.941497187066983,"4099/57731/6585",3
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","1/87","40/1876",0.025,0.539080459770115,-0.649641662804829,0.853380848721535,0.941497187066983,0.941497187066983,"2626",1
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","1/87","40/1876",0.025,0.539080459770115,-0.649641662804829,0.853380848721535,0.941497187066983,0.941497187066983,"2775",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","4/87","128/1876",0.03125,0.673850574712644,-0.842764008848151,0.858645434605088,0.941497187066983,0.941497187066983,"152/7425/5644/2905",4
"Metabolism","Global and overview maps","hsa01100","Metabolic pathways","11/87","310/1876",0.0354838709677419,0.76514645902855,-0.997785463915431,0.876582752380898,0.944528578811677,0.944528578811677,"6489/55512/2651/54898/768/2525/2026/5053/8875/8564/55304",11
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","4/87","134/1876",0.0298507462686567,0.64367816091954,-0.943682403773264,0.882143149708805,0.944528578811677,0.944528578811677,"2099/3595/5979/2261",4
"Environmental Information Processing","Signaling molecules and interaction","hsa04519","Cadherin signaling","3/87","109/1876",0.0275229357798165,0.593483074976273,-0.964114685432882,0.892890658504861,0.944528578811677,0.944528578811677,"25984/1952/3855",3
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","1/87","47/1876",0.0212765957446809,0.458791880655417,-0.82844078527482,0.895681114825927,0.944528578811677,0.944528578811677,"10267",1
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","2/87","82/1876",0.024390243902439,0.525932155873283,-0.967812656255516,0.903509873453836,0.944528578811677,0.944528578811677,"610/2905",2
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","1/87","53/1876",0.0188679245283019,0.406853177184992,-0.965743738384165,0.922162055348459,0.944528578811677,0.944528578811677,"1952",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","1/87","53/1876",0.0188679245283019,0.406853177184992,-0.965743738384165,0.922162055348459,0.944528578811677,0.944528578811677,"2905",1
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","1/87","53/1876",0.0188679245283019,0.406853177184992,-0.965743738384165,0.922162055348459,0.944528578811677,0.944528578811677,"2099",1
"Cellular Processes","Cell motility","hsa04814","Motor proteins","1/87","55/1876",0.0181818181818182,0.392058516196447,-1.008888665782,0.92941612155069,0.944528578811677,0.944528578811677,"7802",1
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","1/87","60/1876",0.0166666666666667,0.359386973180077,-1.11190724728381,0.944756473548016,0.952375477366952,0.952375477366952,"2261",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","2/87","118/1876",0.0169491525423729,0.365478277810247,-1.56975962509182,0.978170955467175,0.978170955467175,0.978170955467175,"3595/50615",2
