"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APICAL_JUNCTION",0.029888937893899,0.11035915530055,0.352487857583619,-0.397490823756456,-1.3141730352863,79,"7412/9353/1462/91624/11096/1009/2318/2200/5788/30835/6376/2533/7070/4313/1825/83700/8745/1272/942/3386/794/1001/9379/1307/5010/7781/57863/5818/54413/10398/7216/4902/4318/3673/88/72/257194/1308/1297/7087/9073/10205/3914/4982/5880/1002/1004/8515"
"HALLMARK_COMPLEMENT",0.034965034965035,0.11988011988012,0.241339976815091,-0.402151072597361,-1.3148011496063,69,"716/3075/715/1378/1608/5294/1803/710/3932/23414/9806/1520/7941/3569/51440/5341/5329/3816/5054/2919/3001/1012/2219/2335/3002/255738/6352/3003/714/712/6280/2159/6283/4321/5340/2153/8942/88/1515"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0706243602865916,0.225997952917093,0.16823816568964,-0.46619242017042,-1.34523045455789,24,"3676/3559/952/3569/1230/3561/3690/2921/4283/2919/7850/6373/3627/3553/5320/1271/948"
"HALLMARK_ANDROGEN_RESPONSE",0.118143459915612,0.354430379746835,0.128788713061714,-0.487236118337413,-1.30764875634666,16,"9590/220/9510/2982"
"HALLMARK_ADIPOGENESIS",0.127659574468085,0.360450563204005,0.120433371642259,-0.421320295767585,-1.24813574706223,28,"284/1306/4638/4023/2878/80760/8404/10580/4958/8436/3679/5468/33/348/948/9370/2167/1149/51129/56729"
"HALLMARK_HYPOXIA",0.197,0.4728,0.0922597260527354,-0.361316228937706,-1.16036424910026,56,"4015/9590/1490/8406/1634/857/1289/633/3569/5317/5329/51316/5054/3486/7852/112464/10891/3491/6518/55076"
"HALLMARK_MYOGENESIS",0.194805194805195,0.4728,0.0928481214159878,-0.33994431799201,-1.13779595554098,94,"1306/3908/5740/1292/4638/8038/1293/5569/1281/2273/1410/6444/688/4634/2878/1277/187/6261/3316/6876/2702/43/3486/3479/1012/165/29970/4684/7139"
"HALLMARK_TGF_BETA_SIGNALING",0.196326061997704,0.4728,0.100633389423036,-0.529643344732941,-1.21708048495298,8,"650/4053/5054/7044"
"HALLMARK_MTORC1_SIGNALING",0.269191402251791,0.61529463371838,0.0764767053228531,-0.395303978043789,-1.14067695454592,24,"586/10875/29968/3689/7852/699/4171/6513/6241/5347/10437/27071/993/8140/6790"
"HALLMARK_BILE_ACID_METABOLISM",0.330637007077856,0.629685157421289,0.0655321029282414,-0.368289935065266,-1.10316007478812,30,"1734/216/23460/8424/3932/10351/10350/9023/366/6579/51302/27284"
"HALLMARK_COAGULATION",0.356643356643357,0.629685157421289,0.0613026075396207,-0.328257447667105,-1.06726148598695,66,"716/301/3075/715/5028/1803/710/2200/1513/3426/4316/4313/4314/5341/3690/5054/5328/7044/2335/712/2159/4312/2151/11202/5340/7078/7018/4318/3673/1515"
"HALLMARK_DNA_REPAIR",0.329192546583851,0.629685157421289,0.193813302725311,0.391907514450867,1.0551486097057,6,"4059/10309/11130/7298/5888/5148"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.299465240641711,0.629685157421289,0.0732558655828455,-0.436277400586755,-1.13092825662436,13,"716/27074/94240/6373/6402/3627"
"HALLMARK_MITOTIC_SPINDLE",0.368527918781726,0.629685157421289,0.0605092988656667,-0.365651197271248,-1.07671658452262,27,"699/675/54443/1062/11004/4001/5347/3832/9787/7074/22974/80119/9493/24137/7272/6790/9133/332/10403/9700/51203/1063/56992"
"HALLMARK_NOTCH_SIGNALING",0.326086956521739,0.629685157421289,0.0813027345384498,-0.635259997689168,-1.10977914395527,3,"7472/1840"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.355949895615866,0.629685157421289,0.0635007968065945,-0.397343978071243,-1.09381190060875,18,"5579/3932/3561/7852/5308/108/6513/7074/27071/8822/4803"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.380434782608696,0.629685157421289,0.0732558655828455,-0.609303110017304,-1.06443328133994,3,"2878"
"HALLMARK_PROTEIN_SECRETION",0.396805896805897,0.634889434889435,0.066132620475844,-0.517954143448939,-1.05214594699922,5,"858/7103"
"HALLMARK_E2F_TARGETS",0.445891783567134,0.673913043478261,0.051011413203915,-0.326788627983399,-1.03279103531031,48,"81624/675/4288/79733/4171/55635/9319/1062/11004/10635/4001/6241/5347/4085/9787/4605/9833/993/23594/55143/24137/701/6790/9133/9837/1029/3161/10733/3159/332/9700/146909/9212"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.451127819548872,0.673913043478261,0.12384217120105,0.529805914972274,1.01024212383167,3,"481/4129/5166"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.463315217391304,0.673913043478261,0.0635007968065945,-0.570702402957486,-0.996999065754606,3,"7475/85407/22943"
"HALLMARK_G2M_CHECKPOINT",0.547,0.750171428571429,0.0415717899246479,-0.307482464638368,-0.985083554954175,55,"699/675/4288/6491/4171/890/57082/1062/11004/10721/4001/5347/1870/4085/1058/3832/4605/22974/993/9493/23594/24137/7272/8140/3226/9156/6790/9133/3161/10733/3159/332/10403/990/9700/8438/51203/1063/9212/56992"
"HALLMARK_SPERMATOGENESIS",0.541708542713568,0.750171428571429,0.0422468188360053,-0.318294868193821,-0.977145558943436,36,"8900/2672/83700/3595/9892/126669/6518/6447/419/699/116/5414/3598/5443/4744/11004/1080/29106/7272/6790/9133/135138/23397/27344"
"HALLMARK_P53_PATHWAY",0.630150753768844,0.840201005025126,0.0352404270679709,-0.304827132096405,-0.935800442098515,36,"650/7039/1030/8744/3976/6382/5268/6004/1012/1969/3872/3552/11202/64065/7421/9635/8626/10437/3691/1029/6236/4071/2877/2353/9314/22891/6768"
"HALLMARK_HEME_METABOLISM",0.655935613682093,0.850943498830823,0.0333826959919392,-0.301916737544571,-0.920453621277352,34,"119/2995/6622/3386/10840/6710/6886/3321/23305/7504/6513/1870/55532/286/9429/1510"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.735729386892178,0.867261940432672,0.0302041948644786,-0.313260585951755,-0.829837263598631,15,"4023/552/5329"
"HALLMARK_PANCREAS_BETA_CELLS",0.70042194092827,0.867261940432672,0.0325057651164641,-0.320365034304359,-0.859798612866673,16,"5063/1803"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.740786240786241,0.867261940432672,0.0370705393657621,-0.406105486255029,-0.824942220892759,5,"29968/6347/8140/11015"
"HALLMARK_UV_RESPONSE_UP",0.719438877755511,0.867261940432672,0.0286449572929609,-0.281418853026405,-0.881919974187898,42,"6474/650/2326/3569/1030/2878/5789/51083/2920/5243/1036/1138/27295/4916/3164/1515"
"HALLMARK_HEDGEHOG_SIGNALING",0.787165775401069,0.899618029029794,0.0273777349570556,-0.304217295925273,-0.788599032755375,13,"7070/3897/43/4825/5340/1271/7857"
"HALLMARK_GLYCOLYSIS",0.823647294589178,0.919420235820478,0.0212906370865403,-0.262084874462486,-0.826952029867994,47,"1462/4233/1824/1634/4166/1289/7039/6382/3486/7852/10331/27087/90161/55635/9123/10570/136/1058/9514/51129/6790/53836/11015/3161/5318/10112"
"HALLMARK_MYC_TARGETS_V1",0.856123662306778,0.924444444444445,0.0285038599247822,-0.341271676300578,-0.731064803795456,6,"4171/890/4085/7298/8318/991"
"HALLMARK_MYC_TARGETS_V2",0.866666666666667,0.924444444444445,0.0405756447890657,-0.476322476322476,-0.741429529684665,2,"5347/10733"
"HALLMARK_XENOBIOTIC_METABOLISM",0.907092907092907,0.946531729140425,0.0146010500585968,-0.237106300858679,-0.77235716912948,67,"3290/586/2326/3394/28959/2192/5054/5730/8876/366/3479/1969/1036/1066/5950/2159/2328/84913/1646/5340/8942/2651/348/948/57447/7498/1644/1244/2646/3294/316/29785/1543/126/51733/6539/5166/8644"
"HALLMARK_FATTY_ACID_METABOLISM",0.962588473205258,0.983069079018136,0.0103504582782501,-0.203158476111616,-0.606030528756046,29,"216/2326/8876/8639/259307/11185/50486/3248/33/948/1149/2819/1543/126/6296/6999/762/2168/364/218"
"HALLMARK_KRAS_SIGNALING_DN",0.997002997002997,0.997002997002997,0.00250132493941571,-0.174535300934897,-0.58091128649835,85,"6474/5737/55190/8900/5317/11254/6261/3852/3779/5133/7781/57451/5650/51302/6262/8115/6663/11202/23676/3963/3851/3848/1271/55220/1158/9073/5324/29842/50489/10964/6620/5055/2668/4625"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",NA,NA,NA,0.395385121456179,NA,86,"27134/7033/79083/9620/7031/3875/8416/55638/79875/4602/64284/18/11001/5241/4137/771/58495/5979/2674/6337/22996/9687/7869/4582/367/60598/107/1952/65055/3880/4886/55686/8614/6820/3856/55540/6542"
"HALLMARK_ESTROGEN_RESPONSE_LATE",NA,NA,NA,0.292858953200457,NA,100,"27134/7033/56521/7031/8416/4602/8309/9254/11001/10551/5241/4137/57758/771/58495/5979/27075/10538/6337/12/7869/64377/5104/1952/3158/3880/4886/5265/7134/6820/57834/55540"
