"Ensembl_ID","Gene_Symbol","ENTREZID","logFC","t","adj.P.Val"
"ENSG00000166482","MFAP4","4239",0.665176012185815,18.4231433836157,1.01365142474608e-61
"ENSG00000184985","SORCS2","57537",0.772108246885877,18.3896730922201,1.52654109800857e-61
"ENSG00000234456","MAGI2-AS3","100505881",0.436450234239009,18.380354663663,1.67473019116075e-61
"ENSG00000163145","C1QTNF7","114905",0.703766048030641,18.3738442904857,1.77222315494589e-61
"ENSG00000154721","JAM2","58494",0.523156947397155,18.3699214381786,1.81415256009467e-61
"ENSG00000177363","LRRN4CL","221091",0.577253856419148,18.3673857516194,1.82492935626596e-61
"ENSG00000011465","DCN","1634",0.492790450777533,18.246730176809,8.65532423336678e-61
"ENSG00000177098","SCN4B","6330",0.548456578970242,18.2294434950731,1.05769834806191e-60
"ENSG00000186310","NAP1L3","4675",0.465810378268381,18.177134441603,2.04529924084417e-60
"ENSG00000046889","PREX2","80243",0.513599912149811,18.0802865345999,6.95615669568449e-60
"ENSG00000154258","ABCA9","10350",0.607468450623919,18.0797277579533,6.95615669568449e-60
"ENSG00000183801","OLFML1","283298",0.484209545333428,18.0702086188824,7.69315084287464e-60
"ENSG00000106809","OGN","4969",0.735253855533251,18.0381307168831,1.14247120734288e-59
"ENSG00000017427","IGF1","3479",0.655220505775495,17.975798946478,2.51651698501712e-59
"ENSG00000180660","MAB21L1","4081",0.527742012931389,17.8046450723827,2.27504523421788e-58
"ENSG00000091986","CCDC80","151887",0.512578970783954,17.7381224683235,5.27102096432044e-58
"ENSG00000166147","FBN1","2200",0.61951045693259,17.7050144476288,7.92095072294555e-58
"ENSG00000115252","PDE1A","5136",0.422968595723257,17.6983940576116,8.45282904684102e-58
"ENSG00000120820","GLT8D2","83468",0.591722128620678,17.6884464721963,9.2721493736555e-58
"ENSG00000106819","ASPN","54829",0.694395350904508,17.6881437818673,9.2721493736555e-58
"ENSG00000170624","SGCD","6444",0.521095280254431,17.661958640034,1.27556092557403e-57
"ENSG00000038295","TLL1","7092",0.596217118975975,17.6294410990266,1.90451210347871e-57
"ENSG00000104415","WISP1","8840",0.494281984220887,17.6136709613534,2.29112260567278e-57
"ENSG00000154330","PGM5","5239",0.545622475400696,17.518339235915,7.68406483796904e-57
"ENSG00000103196","CRISPLD2","83716",0.582486607507657,17.4443145510828,1.95487795284567e-56
"ENSG00000184347","SLIT3","6586",0.459803332942489,17.416145910019,2.75749392413865e-56
