"gene_id","gene_symbol","logFC","t","P.Value","adj.P.Val"
"ENSG00000196569","LAMA2",0.658247747195657,21.5030832333916,4.78104336186762e-82,2.39052168093381e-78
"ENSG00000152583","SPARCL1",0.427179163151249,21.3227394068414,5.84197972492641e-81,1.4604949312316e-77
"ENSG00000174348","PODN",0.590437349414347,21.1268325692282,8.79736538495776e-80,1.46622756415963e-76
"ENSG00000187955","COL14A1",0.695086455475375,20.781177137065,1.03359102039514e-77,1.29198877549392e-74
"ENSG00000144642","RBMS3",0.58330086834015,20.5764265873657,1.71965339840432e-76,1.71965339840432e-73
"ENSG00000131016","AKAP12",0.654314218671326,20.4128870739974,1.6141134127154e-75,1.34509451059617e-72
"ENSG00000007237","GAS7",0.669592582250862,20.0810739840978,1.48958122302948e-73,1.0639865878782e-70
"ENSG00000149575","SCN2B",0.812180262586987,19.7421933556804,1.47392859227289e-71,9.21205370170557e-69
"ENSG00000145147","SLIT2",0.522049189577803,19.6812400014643,3.35811612191787e-71,1.86562006773215e-68
"ENSG00000106823","ECM2",0.613358033761782,19.6559242826185,4.72614954279085e-71,2.36307477139543e-68
"ENSG00000119865","CNRIP1",0.490419130319837,19.2939777301764,6.14676601730599e-69,2.79398455332091e-66
"ENSG00000137727","ARHGAP20",0.579108383097756,19.2168157655837,1.72756712251564e-68,7.19819634381517e-66
"ENSG00000079102","RUNX1T1",0.537187271770993,19.1215571159905,6.1733812286656e-68,2.37437739564062e-65
"ENSG00000107562","CXCL12",0.551820932490015,19.1056658920961,7.63285093172311e-68,2.72601818990111e-65
"ENSG00000149451","ADAM33",0.520255578570903,19.0813862965198,1.05546207571115e-67,3.51820691903717e-65
"ENSG00000136546","SCN7A",0.750585566955065,19.0575324542024,1.45098304686396e-67,4.53432202144987e-65
"ENSG00000119681","LTBP2",0.534500113603186,19.0168927151394,2.49454425268579e-67,7.33689486084056e-65
"ENSG00000185070","FLRT2",0.576565785689925,18.937688974155,7.16244478340053e-67,1.98956799538904e-64
"ENSG00000170962","PDGFD",0.556530978298956,18.8179316938869,3.51745419494055e-66,9.25645840773829e-64
"ENSG00000154262","ABCA6",0.550850139298236,18.6929751454973,1.8429931987591e-65,4.60748299689775e-63
"ENSG00000173068","BNC2",0.577836244278195,18.6865877345531,2.00557926404814e-65,4.77518872392414e-63
"ENSG00000143341","HMCN1",0.538710602381133,18.664324169451,2.69262114869883e-65,6.11959351977007e-63
"ENSG00000166086","JAM3",0.561625480029798,18.6571764496407,2.95961859177703e-65,6.43395346038485e-63
"ENSG00000182916","TCEAL7",0.404488240195534,18.644862887935,3.48302556397819e-65,7.2563032582879e-63
"ENSG00000165124","SVEP1",0.574628486963793,18.6048681818028,5.90918843264234e-65,1.18183768652847e-62
"ENSG00000019991","HGF",0.634950353514319,18.5830986889183,7.87772030055918e-65,1.514946211646e-62
"ENSG00000196159","FAT4",0.595457173749091,18.5497738125848,1.22303782733924e-64,2.26488486544304e-62
"ENSG00000127083","OMD",0.653931751117589,18.5000629195313,2.355867364893e-64,4.20690600873751e-62
"ENSG00000125869","LAMP5",0.572681108711107,18.4674929123368,3.61841394168709e-64,6.23864472704671e-62
"ENSG00000172986","GXYLT2",0.642766274249991,18.4571028184433,4.14898811046636e-64,6.9149801841106e-62
"ENSG00000183160","TMEM119",0.552409806755601,18.448718154164,4.63325641814162e-64,7.47299422280907e-62
"ENSG00000166482","MFAP4",0.665176012185815,18.4231433836157,6.48736911837492e-64,1.01365142474608e-61
"ENSG00000184985","SORCS2",0.772108246885877,18.3896730922201,1.00751712468565e-63,1.52654109800857e-61
"ENSG00000234456","MAGI2-AS3",0.436450234239009,18.380354663663,1.13881652998931e-63,1.67473019116075e-61
"ENSG00000163145","C1QTNF7",0.703766048030641,18.3738442904857,1.24055620846213e-63,1.77222315494589e-61
"ENSG00000154721","JAM2",0.523156947397155,18.3699214381786,1.30618984326816e-63,1.81415256009467e-61
"ENSG00000177363","LRRN4CL",0.577253856419148,18.3673857516194,1.35044772363681e-63,1.82492935626596e-61
"ENSG00000011465","DCN",0.492790450777533,18.246730176809,6.57804641735875e-63,8.65532423336678e-61
