"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.287086446104589,0.574172892209178,0.0753093764172773,-0.279881244872056,-1.11031981707133,100,"1952/4886/12/5241/7134/7869/1960/55540/3547/57758/64699/2852/3918/56521/5733/4137/11012/5104/5655/2353/9254/4602/857/9547/10439/64377/2261/11001/58495/8416/3860/5577/9536/771"
"HALLMARK_FATTY_ACID_METABOLISM",0.304399524375743,0.585383700722583,0.0778840111977068,-0.343132813248017,-1.12730224418584,29,"658/1149/218/4128/364/11185/2819/8639/33/762"
"HALLMARK_KRAS_SIGNALING_DN",0.329046087888532,0.587582299800949,0.0686325631836726,-0.277959733628558,-1.0896216307197,85,"1952/6663/5158/29842/9499/65989/658/3866/50489/3852/1280/525/3699/3779/27006/1360/5650/7704/11202/4908/2261/51302/3860/5737/6927/57451/3963"
"HALLMARK_NOTCH_SIGNALING",0.320855614973262,0.587582299800949,0.12384217120105,0.612696152023604,1.13656009421106,3,"7472"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.36096256684492,0.601604278074866,0.115734447701689,0.588794486307893,1.09222216365947,3,"1728/4257"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.352941176470588,0.601604278074866,0.117249716749792,0.597335195859955,1.1080653016016,3,"22943/85407"
"HALLMARK_UV_RESPONSE_UP",0.375430539609644,0.605533128402652,0.0655321029282414,-0.302341875023465,-1.06797351020518,42,"4916/10125/4128/1280/2354/1036/2353/3164/6236/5243/5334/10439/650/8817/23542/2026/2920/2878/3485/3306/3757"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.481632653061224,0.731301453844806,0.125033367555272,0.277886025747728,0.947361266630829,15,"6319/9415/5329/114569"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.482658959537572,0.731301453844806,0.102080107662747,0.410615283108602,0.943073436935879,5,"8140/29968"
"HALLMARK_APICAL_SURFACE",0.553648068669528,0.7689556509299,0.118815039412263,0.251623188556688,0.921664330689916,19,"5329/3561/202/50617/3560/7070"
"HALLMARK_HEDGEHOG_SIGNALING",0.541049798115747,0.7689556509299,0.0557104226766671,-0.350941470464762,-0.942743345054671,13,"6252/9620/8633/7857/1271/5340/4897/4825"
"HALLMARK_TGF_BETA_SIGNALING",0.553008595988539,0.7689556509299,0.057609110864425,-0.398931918917809,-0.944008657347332,8,"7044/7057/650/9241/4053/3397"
"HALLMARK_P53_PATHWAY",0.581861012956419,0.769710838360724,0.0462302524077616,-0.275435936155476,-0.939690212682883,36,"27165/8626/3872/18/5268/3976/2353/4071/6236/7704/11202"
"HALLMARK_PANCREAS_BETA_CELLS",0.58498023715415,0.769710838360724,0.0511147954416412,-0.326257160739735,-0.919225572958714,16,"3642/2645/6927/57586/5063/1113/6750/3670/4825/5122/6833"
"HALLMARK_ANGIOGENESIS",0.72317880794702,0.881925375545146,0.0416556773979467,-0.2882060847304,-0.825736102397641,17,"4023/5104/7056"
"HALLMARK_APOPTOSIS",0.688940092165899,0.881925375545146,0.0374584205912161,-0.24540008494729,-0.862670319496085,41,"5366/7049/1960/4744/857/3489/2769/2012/2065/650/3082/10017/2026/2944/2878"
"HALLMARK_IL2_STAT5_SIGNALING",0.711864406779661,0.881925375545146,0.151148761385484,0.183142192531175,0.872786451427797,52,"990/3627/1493/3559/942/3586/3662/8320/8530/3560/6696"
"HALLMARK_PROTEIN_SECRETION",0.766768292682927,0.912819396051103,0.0454059226590179,-0.379212046096856,-0.778294317044791,5,"525/6456"
"HALLMARK_BILE_ACID_METABOLISM",0.877234803337306,0.99802371541502,0.0273777349570556,-0.213056291223658,-0.703371479104701,30,"29842/866/335/10351/10858/11001/51302/9023/6579/10350/5947/8424/23460/27284"
"HALLMARK_COAGULATION",0.878260869565217,0.99802371541502,0.0222983800506052,-0.192618119092533,-0.726616767032616,66,"7044/10411/10747/6271/3249/9104/335/3818/7018/164656/7056/3690/11202/3673/2152/283/2151/629/7057/4319/1675/2159"
"HALLMARK_ANDROGEN_RESPONSE",0.975308641975309,1,0.0819778796501272,0.172773460161511,0.598092056877946,16,"6319"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.924764890282132,1,0.0165175643261291,-0.17965307377149,-0.725079971249088,121,"3909/7049/2247/6422/2303/5806/4256/3918/2669/2006/1307/627/8572/3908/10486/4148/5645/4638/2697/3690/3673/7057/1004/3491/290/4147/9353/1490/26577/7980/6387/7857/10516/2026/3485/23705/4982/2331/6445/6444/10398/25890"
"HALLMARK_HYPOXIA",0.997742663656885,1,0.0165979932903048,-0.131465730733699,-0.481709773611879,56,"8614/63827/5105/2353/857/2152/2645/3798/1843/3491/771/5224/1490/229/5507/9590/3036/2026/2203/8497/112464/136/1463/6781/10891/5837/2651"
"HALLMARK_KRAS_SIGNALING_UP",0.934782608695652,1,0.216542836735348,0.142957369438097,0.810790612337158,110,"3627/27299/5328/10457/80380/2556/2591/51311/4613/5329/3561/6364/1520/4318/3689/639/7805/7852/2048/9971/3624/26499/6696/3075/80201"
"HALLMARK_PEROXISOME",1,1,0.0873098257637931,0.135481525061569,0.491545774720377,20,"2172/1056/6820/7153/774/7276/1718/216/3291"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.952631578947368,1,0.0282219183873982,-0.208325179265579,-0.603107724352789,18,"8822/4803/27006"
