"Ensembl_ID","Gene_Symbol","ENTREZID","logFC","t","adj.P.Val"
"ENSG00000110900","TSPAN11","441631",-0.543251366672207,-13.2050787790974,3.71242390845705e-34
"ENSG00000163520","FBLN2","2199",-0.597009828553652,-13.1639727296958,5.66934355673013e-34
"ENSG00000164694","FNDC1","84624",-0.501306079000524,-13.132638123227,7.77785351749948e-34
"ENSG00000145147","SLIT2","9353",-0.522175315557667,-13.1295946863168,7.82995942247746e-34
"ENSG00000144681","STAC","6769",-0.799133786233465,-13.1049352320999,9.99391429113251e-34
"ENSG00000196159","FAT4","79633",-0.618463307914612,-13.0742788158593,1.36242824513952e-33
"ENSG00000038427","VCAN","1462",-0.639093489229149,-13.0472095299786,1.78626187037449e-33
"ENSG00000101825","MXRA5","25878",-0.432023823333157,-13.0289674890827,2.12755520591371e-33
"ENSG00000134198","TSPAN2","10100",-0.612603901062126,-13.0147949384464,2.42512290231307e-33
"ENSG00000136235","GPNMB","10457",-0.462067868693615,-13.0103399237131,2.44113941323486e-33
"ENSG00000140285","FGF7","2252",-0.525407787271577,-13.0100166044041,2.44113941323486e-33
"ENSG00000180447","GAS1","2619",-0.567494866875685,-13.0031874195512,2.57241985992885e-33
"ENSG00000089472","HEPH","9843",-0.474509721234898,-12.9784315448619,3.29592383603508e-33
"ENSG00000108950","FAM20A","54757",-0.566419923429948,-12.9703091287957,3.52518316247086e-33
"ENSG00000196549","MME","4311",-0.62569521884508,-12.9030774740515,7.16208120694219e-33
"ENSG00000122420","PTGFR","5737",-0.710835757539383,-12.8858234065273,8.46050654685851e-33
"ENSG00000019549","SNAI2","6591",-0.409286465351062,-12.8600981845304,1.09553702713711e-32
"ENSG00000177301","KCNA2","3737",-0.707047282483752,-12.8336793216894,1.42927911595644e-32
"ENSG00000081052","COL4A4","1286",-0.7434405704728,-12.7910441985442,2.22064035339974e-32
"ENSG00000116132","PRRX1","5396",-0.427416607996142,-12.759348908048,3.06538170365681e-32
"ENSG00000145362","ANK2","287",-0.505663550130034,-12.7486507072137,3.37642730656398e-32
"ENSG00000162614","NEXN","91624",-0.482837643103164,-12.7181782052997,4.54298914477796e-32
"ENSG00000170390","DCLK2","166614",-0.488953872670661,-12.7176854437979,4.54298914477796e-32
"ENSG00000130224","LRCH2","57631",-0.457148756750502,-12.7134792845975,4.67072838328034e-32
"ENSG00000185070","FLRT2","23768",-0.576235711788215,-12.7051187958216,5.02225110614735e-32
"ENSG00000154736","ADAMTS5","11096",-0.517786621412631,-12.6954781474468,5.4761837897902e-32
"ENSG00000203710","CR1","1378",-0.879648476487759,-12.6592783176334,7.93620709181554e-32
"ENSG00000276600","RAB7B","338382",-0.556935525115031,-12.6452972955247,9.0671541200024e-32
"ENSG00000115363","EVA1A","84141",-0.353380370524902,-12.6415859946418,9.28425898146793e-32
"ENSG00000007237","GAS7","8522",-0.638492775569588,-12.6057263075019,1.34019421140464e-31
"ENSG00000131459","GFPT2","9945",-0.466741597380067,-12.5959406797286,1.46470293087975e-31
"ENSG00000157654","PALM2-AKAP2","445815",-0.63887956247638,-12.5885609245798,1.56054924812059e-31
"ENSG00000260314","MRC1","4360",-0.750256712532355,-12.5856693613871,1.5853569713294e-31
"ENSG00000058866","DGKG","1608",-0.631397058349595,-12.5625301458435,1.99845041882895e-31
"ENSG00000135919","SERPINE2","5270",-0.565838958432984,-12.5536302446686,2.16507503158725e-31
"ENSG00000154188","ANGPT1","284",-0.593724708395683,-12.5262961806283,2.85359086305504e-31
"ENSG00000137726","FXYD6","53826",-0.462358983915722,-12.5206727985602,2.98651488234273e-31
"ENSG00000144857","BOC","91653",-0.520864713970473,-12.5097780346671,3.30606575702036e-31
"ENSG00000075213","SEMA3A","10371",-0.580274388964279,-12.5009523913201,3.58082077656693e-31
"ENSG00000029153","ARNTL2","56938",-0.694254168234608,-12.496769495721,3.69265205472206e-31
"ENSG00000112320","SOBP","55084",-0.512633477940134,-12.4837072306235,4.18446729073055e-31
"ENSG00000198846","TOX","9760",-0.785533188222097,-12.454466108837,5.62786534718661e-31
"ENSG00000117600","LPPR4","9890",-0.405162408176911,-12.4412349893683,6.38903969530398e-31
"ENSG00000169860","P2RY1","5028",-0.523485698566664,-12.4049987025419,9.24777025487489e-31
"ENSG00000091972","CD200","4345",-0.449663898695773,-12.3822559003068,1.16051658467842e-30
"ENSG00000105851","PIK3CG","5294",-0.605908208042998,-12.3640790519353,1.38781951290394e-30
"ENSG00000079931","MOXD1","26002",-0.568409588610772,-12.3537964543093,1.52734049226552e-30
"ENSG00000122188","LAX1","54900",-0.766350291636864,-12.3403465093579,1.73796717926217e-30
"ENSG00000006468","ETV1","2115",-0.455591782221463,-12.3177323017861,2.17755070670287e-30
"ENSG00000101916","TLR8","51311",-0.663805420903113,-12.2924900795802,2.80412646787236e-30
"ENSG00000211956","IGHV4-34","28395",-0.629318888448765,-12.2781533896815,3.22047210764203e-30
"ENSG00000103196","CRISPLD2","83716",-0.599350842135617,-12.2641810123888,3.68462405918118e-30
"ENSG00000182175","RGMA","56963",-0.635240179605267,-12.243456994361,4.52422503534782e-30
"ENSG00000204291","COL15A1","1306",-0.365764526691424,-12.1954245282147,7.38627185759151e-30
"ENSG00000143341","HMCN1","83872",-0.524944111035435,-12.1809345068201,8.49415343939846e-30
"ENSG00000087116","ADAMTS2","9509",-0.592647827168347,-12.1748426270365,8.95018468275343e-30
"ENSG00000152580","IGSF10","285313",-0.657358626327107,-12.1649249462003,9.81495116713843e-30
"ENSG00000153823","PID1","55022",-0.571307651282464,-12.1517560070483,1.09583712050565e-29
"ENSG00000091490","SEL1L3","23231",-0.688710232989703,-12.1514683360975,1.09583712050565e-29
"ENSG00000198774","RASSF9","9182",-0.539429912616542,-12.1512195884886,1.09583712050565e-29
"ENSG00000168685","IL7R","3575",-0.757813599468228,-12.1420608429909,1.19266482668027e-29
"ENSG00000170961","HAS2","3037",-0.498774768091343,-12.1338401314372,1.2855345449284e-29
"ENSG00000115232","ITGA4","3676",-0.60381390180324,-12.1171287712699,1.51347226749342e-29
"ENSG00000197635","DPP4","1803",-0.52989667934866,-12.0758484610187,2.29849678721204e-29
"ENSG00000228203","RNF144A-AS1","386597",-0.627062878894936,-12.0742495636263,2.31327517603337e-29
"ENSG00000196569","LAMA2","3908",-0.578334515263192,-12.0706558172729,2.37698410800628e-29
"ENSG00000053328","METTL24","728464",-0.659642020290507,-12.0616216548155,2.58418531397621e-29
"ENSG00000164236","ANKRD33B","651746",-0.603748991275804,-12.0234857643338,3.79556788261991e-29
"ENSG00000020633","RUNX3","864",-0.639299088803118,-12.0096142540407,4.33740783448749e-29
"ENSG00000155966","AFF2","2334",-0.638295690828141,-12.0049247118951,4.50866167833442e-29
"ENSG00000123342","MMP19","4327",-0.455201885821013,-12.0010961984447,4.64561015160201e-29
"ENSG00000112837","TBX18","9096",-0.406243569771933,-11.999111665104,4.69694058225238e-29
"ENSG00000133216","EPHB2","2048",-0.486229347909662,-11.9862804213737,5.31110161284325e-29
"ENSG00000172986","GXYLT2","727936",-0.621660417049749,-11.9636820813596,6.64074901685336e-29
"ENSG00000162687","KCNT2","343450",-0.487469100745954,-11.9530471770783,7.34063594432108e-29
"ENSG00000120693","SMAD9","4093",-0.480865263828886,-11.9336494617677,8.87902963943848e-29
"ENSG00000152784","PRDM8","56978",-0.526348789260611,-11.8951451731895,1.30629435683512e-28
"ENSG00000131016","AKAP12","9590",-0.587377762861573,-11.8932664315468,1.31980351248245e-28
"ENSG00000157570","TSPAN18","90139",-0.47104750355066,-11.88456872268,1.43006225545414e-28
"ENSG00000110777","POU2AF1","5450",-0.766226659019487,-11.8673394757072,1.69099691961421e-28
"ENSG00000091986","CCDC80","151887",-0.506400800171829,-11.8604636601209,1.79847009534013e-28
"ENSG00000146374","RSPO3","84870",-0.451893024610727,-11.8493389971586,1.99779271266984e-28
"ENSG00000153993","SEMA3D","223117",-0.669445083291363,-11.8102239351655,2.95314185382848e-28
"ENSG00000118849","RARRES1","5918",-0.740850558809412,-11.7678931873895,4.50668212495296e-28
"ENSG00000105088","OLFM2","93145",-0.596430752961165,-11.7663891516925,4.53771324994034e-28
"ENSG00000136002","ARHGEF4","50649",-0.517358802289249,-11.7488105613503,5.38051145479748e-28
"ENSG00000124212","PTGIS","5740",-0.464720026087839,-11.7471460402255,5.42706642521469e-28
"ENSG00000102452","NALCN","259232",-0.553448528440012,-11.7288711812093,6.48024315634308e-28
"ENSG00000100678","SLC8A3","6547",-0.632174893515027,-11.7263871032694,6.59166513563347e-28
"ENSG00000253250","C8orf88","100127983",-0.626679801872239,-11.7179687737731,7.12150907326576e-28
"ENSG00000118523","CTGF","1490",-0.518917894458096,-11.6919654400711,9.19481248431322e-28
"ENSG00000166923","GREM1","26585",-0.490858299650653,-11.6903135591824,9.27571478700592e-28
"ENSG00000146477","SLC22A3","6581",-0.63796320686809,-11.676316883196,1.06033497312181e-27
"ENSG00000240382","IGKV1-17","28937",-0.591008327954593,-11.6573295392111,1.2747389010336e-27
"ENSG00000255248","RP11-166D19.1","399959",-0.398517078346958,-11.6499942617412,1.36216351133851e-27
"ENSG00000211943","IGHV3-15","28448",-0.598933477681982,-11.6413166459479,1.47548606788043e-27
"ENSG00000155629","PIK3AP1","118788",-0.521089249210321,-11.5997018530783,2.22765510397484e-27
"ENSG00000175344","CHRNA7","1139",-0.715342829845882,-11.5923986675211,2.37946823106664e-27
"ENSG00000140937","CDH11","1009",-0.516964105418247,-11.5738971705167,2.84472093396362e-27
"ENSG00000142173","COL6A2","1292",-0.452528097532065,-11.5692551449131,2.95838191022782e-27
"ENSG00000069431","ABCC9","10060",-0.450645527165578,-11.5539232922204,3.42550960871761e-27
"ENSG00000189320","FAM180A","389558",-0.464746430396693,-11.5531326565152,3.42742726153842e-27
"ENSG00000178033","FAM26E","254228",-0.476881866836216,-11.5465288180692,3.63564380409444e-27
"ENSG00000149131","SERPING1","710",-0.461857069352052,-11.5297019506935,4.27307075368915e-27
"ENSG00000211947","IGHV3-21","28444",-0.567667630280385,-11.5202941128405,4.66189612233972e-27
"ENSG00000079215","SLC1A3","6507",-0.439122962687465,-11.505199866647,5.38411460626363e-27
"ENSG00000125845","BMP2","650",-0.596463937961777,-11.5040876063634,5.40579396130956e-27
"ENSG00000211965","IGHV3-49","28423",-0.647929942286135,-11.5024426235553,5.42892823681936e-27
"ENSG00000137265","IRF4","3662",-0.728380055100475,-11.5022541203491,5.42892823681936e-27
"ENSG00000122877","EGR2","1959",-0.572148374536568,-11.5011485122995,5.45122508249629e-27
"ENSG00000128591","FLNC","2318",-0.460737534246833,-11.4961530546326,5.69116939609787e-27
"ENSG00000034053","APBA2","321",-0.643225247833857,-11.4912752395518,5.93487717321309e-27
"ENSG00000101938","CHRDL1","91851",-0.675509220647439,-11.4636138551752,7.77177058991443e-27
"ENSG00000196368","NUDT11","55190",-0.516473712885238,-11.453165527432,8.54351294461275e-27
"ENSG00000166147","FBN1","2200",-0.594647824758977,-11.4527767386477,8.54351294461275e-27
"ENSG00000094963","FMO2","2327",-0.561975531256241,-11.4213041071527,1.16145949010357e-26
"ENSG00000104415","WISP1","8840",-0.474982011824982,-11.4165096757486,1.21019150300586e-26
"ENSG00000081237","PTPRC","5788",-0.654333969041163,-11.3734520494138,1.84471833516277e-26
"ENSG00000164691","TAGAP","117289",-0.580786970327507,-11.3620450622241,2.05238252922335e-26
"ENSG00000127152","BCL11B","64919",-0.700236197260323,-11.3571786550258,2.13992006749523e-26
"ENSG00000121807","CCR2","729230",-0.615274506753949,-11.3505157862973,2.27135639882514e-26
"ENSG00000105976","MET","4233",-0.546856092662554,-11.3059269352779,3.5094265734212e-26
"ENSG00000184254","ALDH1A3","220",-0.50398019319058,-11.2837236926114,4.34248190692888e-26
"ENSG00000211949","IGHV3-23","28442",-0.567758228005863,-11.2745678761785,4.71555523611821e-26
"ENSG00000003137","CYP26B1","56603",-0.479384295432749,-11.2740911805913,4.71555523611821e-26
"ENSG00000214290","COLCA2","120376",-0.605422836208395,-11.2720890047094,4.77957889465857e-26
"ENSG00000065534","MYLK","4638",-0.520855901684785,-11.2697967552866,4.85853192203384e-26
"ENSG00000134755","DSC2","1824",-0.559762613329731,-11.2538875959448,5.64859166934751e-26
"ENSG00000183876","ARSI","340075",-0.539314118212878,-11.252368570535,5.69860480051892e-26
"ENSG00000124343","XG","7499",-0.384563717351351,-11.247245827167,5.95705130517917e-26
"ENSG00000151948","GLT1D1","144423",-0.653529999241294,-11.2444968476263,6.08345811825272e-26
"ENSG00000187474","FPR3","2359",-0.460957254195517,-11.2148821595925,8.09239158077764e-26
"ENSG00000183023","SLC8A1","6546",-0.595180598743883,-11.2032720679465,9.01602714081144e-26
"ENSG00000143603","KCNN3","3782",-0.476879214986345,-11.2014301165054,9.1259820715612e-26
"ENSG00000103522","IL21R","50615",-0.611272102352108,-11.2007155589563,9.13587237756209e-26
"ENSG00000137727","ARHGAP20","57569",-0.514101096698541,-11.1935345943283,9.74561581911072e-26
"ENSG00000119681","LTBP2","4053",-0.477829530892501,-11.1892657765835,1.01031938770941e-25
"ENSG00000185518","SV2B","9899",-0.580582915987556,-11.1886473526927,1.01055993048019e-25
"ENSG00000003436","TFPI","7035",-0.521690293067542,-11.1753361182953,1.14485715299239e-25
"ENSG00000101955","SRPX","8406",-0.426576509512991,-11.1722350139595,1.17341616091113e-25
"ENSG00000065675","PRKCQ","5588",-0.73924277483139,-11.1670144631749,1.2279632296418e-25
"ENSG00000186340","THBS2","7058",-0.512085182989836,-11.1640728054457,1.25669258251857e-25
"ENSG00000144642","RBMS3","27303",-0.493039609368756,-11.1602084310726,1.29780597452643e-25
"ENSG00000115226","FNDC4","64838",-0.409185686832845,-11.1536407237818,1.37624713952965e-25
"ENSG00000101134","DOK5","55816",-0.439149568704871,-11.1296019138187,1.73141810287143e-25
"ENSG00000165507","C10orf10","11067",-0.512758060654836,-11.1264923475659,1.77493730248911e-25
"ENSG00000137273","FOXF2","2295",-0.36102814964209,-11.1097959736354,2.07782729526651e-25
"ENSG00000234961","RP11-124N14.3",NA,-0.689860118012136,-11.1048202490563,2.16925501568758e-25
"ENSG00000255642","PABPC1P4",NA,-0.513768963782254,-11.0790405412056,2.77402622463575e-25
"ENSG00000124785","NRN1","51299",-0.450114761189967,-11.0638990693628,3.19729871177873e-25
"ENSG00000189367","KIAA0408","9729",-0.504704209065807,-11.0619143495928,3.24204283657472e-25
"ENSG00000011465","DCN","1634",-0.448944233413187,-11.0566968613259,3.39255343451329e-25
"ENSG00000234456","MAGI2-AS3","100505881",-0.39539587658219,-11.0506676909649,3.57822722527533e-25
"ENSG00000073756","PTGS2","5743",-0.727631048517919,-11.046910127988,3.69164684242216e-25
"ENSG00000101425","BPI","671",-0.902365437359082,-11.033823127335,4.17016088785776e-25
"ENSG00000211966","IGHV5-51","28388",-0.558333062858168,-10.9911779811649,6.27367493811685e-25
"ENSG00000122121","XPNPEP2","7512",-0.601397387629233,-10.981410946661,6.85990915017608e-25
"ENSG00000237125","HAND2-AS1","79804",-0.32924182079749,-10.9760925697387,7.18465877432835e-25
"ENSG00000148848","ADAM12","8038",-0.490479057822302,-10.9738360610511,7.30521221614373e-25
"ENSG00000159433","STARD9","57519",-0.453318134063538,-10.971772193867,7.3822593193594e-25
"ENSG00000157551","KCNJ15","3772",-0.408036770963879,-10.9716860812593,7.3822593193594e-25
"ENSG00000198948","MFAP3L","9848",-0.590906600377944,-10.9689518036424,7.54144938301527e-25
"ENSG00000280411","IGHV1-69-2","102723169",-0.589014427151321,-10.9643920378206,7.84144397075567e-25
"ENSG00000073792","IGF2BP2","10644",-0.71696663811531,-10.9612584290422,8.0418338910479e-25
"ENSG00000183801","OLFML1","283298",-0.440743748772444,-10.9577580780044,8.2767896509832e-25
"ENSG00000104332","SFRP1","6422",-0.794657319740071,-10.9520451648963,8.70283578449243e-25
"ENSG00000107611","CUBN","8029",-0.399998445478515,-10.9512567811732,8.72574812586195e-25
"ENSG00000270181","BIVM-ERCC5","100533467",-0.672168269544344,-10.9485844027926,8.90961583173313e-25
"ENSG00000101670","LIPG","9388",-0.531264957767651,-10.9409445532881,9.54454495441615e-25
"ENSG00000178860","MSC","9242",-0.467821672625652,-10.9351085554935,1.00481414297586e-24
"ENSG00000117594","HSD11B1","3290",-0.48992617192848,-10.9236201995078,1.11710367522899e-24
"ENSG00000112414","ADGRG6","57211",-0.681051738611852,-10.9208654362251,1.14160511623426e-24
"ENSG00000154734","ADAMTS1","9510",-0.4836322303671,-10.914760691504,1.20495062275383e-24
"ENSG00000171051","FPR1","2357",-0.522688253154912,-10.9004572611442,1.37630268103284e-24
"ENSG00000211448","DIO2","1734",-0.502487783455527,-10.8895753201434,1.52095507135368e-24
"ENSG00000259834","RP11-284N8.3",NA,-0.67358606432615,-10.8795830364161,1.66640521823432e-24
"ENSG00000255399","TBX5-AS1","255480",-0.318985917611394,-10.8690523318021,1.83515646333618e-24
"ENSG00000211964","IGHV3-48","28424",-0.748684834558611,-10.8608721756899,1.97579727653061e-24
"ENSG00000166707","ZCCHC18","644353",-0.56986419888951,-10.8543540618915,2.09350849267639e-24
"ENSG00000143297","FCRL5","83416",-0.701397999736089,-10.8523514990932,2.12416114760771e-24
"ENSG00000163661","PTX3","5806",-0.745738312867745,-10.8495987854681,2.1708735933348e-24
"ENSG00000148600","CDHR1","92211",-0.639998533310223,-10.8365450414025,2.44901058228966e-24
"ENSG00000138131","LOXL4","84171",-0.651250361550438,-10.8331863018387,2.51748374463536e-24
"ENSG00000165092","ALDH1A1","216",-0.498134056009366,-10.832641759432,2.51904817385381e-24
"ENSG00000232216","IGHV3-43","28426",-0.684881433601329,-10.8294166416893,2.58625347265543e-24
"ENSG00000134061","CD180","4064",-0.44621864316312,-10.8051327465629,3.2483434488083e-24
"ENSG00000166501","PRKCB","5579",-0.628629843128232,-10.7978500051487,3.4668928218725e-24
"ENSG00000278196","IGLV2-8","28817",-0.553509259737456,-10.7938675836557,3.58520410758294e-24
"ENSG00000211668","IGLV2-11","28816",-0.532158681819834,-10.7839501147812,3.92389710689046e-24
"ENSG00000160654","CD3G","917",-0.571194944835459,-10.7822020124449,3.9612560746996e-24
"ENSG00000167912","RP11-25K19.1","100505501",-0.712780680730306,-10.7820232287535,3.9612560746996e-24
"ENSG00000163032","VSNL1","7447",-0.455035319350606,-10.7814828774739,3.96413331530037e-24
"ENSG00000111863","ADTRP","84830",-0.544030375105522,-10.7710235691379,4.36111241436867e-24
"ENSG00000105974","CAV1","857",-0.383911761722287,-10.7659002571779,4.55952102599971e-24
"ENSG00000134460","IL2RA","3559",-0.506730701253114,-10.7645389377491,4.59894925065254e-24
"ENSG00000228649","AC005682.5","109729180",-0.836386234399197,-10.7547781621552,5.02562723194885e-24
"ENSG00000090659","CD209","30835",-0.595703736325727,-10.7531936404103,5.08002466909567e-24
"ENSG00000253552","HOXA-AS2",NA,-0.35441634229779,-10.7402049662159,5.72445368409233e-24
"ENSG00000123610","TNFAIP6","7130",-0.408120486897817,-10.725797495203,6.51449551919299e-24
"ENSG00000165379","LRFN5","145581",-0.572299421330822,-10.7257209899424,6.51449551919299e-24
"ENSG00000154262","ABCA6","23460",-0.479993591033032,-10.7179104815847,6.98701019129083e-24
"ENSG00000255330","SOGA3",NA,-0.649381356353509,-10.7125015299898,7.32452680127027e-24
"ENSG00000117090","SLAMF1","6504",-0.614962697064284,-10.6986286811942,8.32113920602386e-24
"ENSG00000182752","PAPPA","5069",-0.481671454209875,-10.696274480753,8.47348698875011e-24
"ENSG00000211970","IGHV4-61","28391",-0.620679235928835,-10.6857499685355,9.3244153736069e-24
"ENSG00000151388","ADAMTS12","81792",-0.421821279704036,-10.6703868821385,1.07417604191831e-23
"ENSG00000162493","PDPN","10630",-0.372647850899429,-10.6622148361012,1.15583436646302e-23
"ENSG00000211598","IGKV4-1","28908",-0.533685706169138,-10.6493102711558,1.30064054267355e-23
"ENSG00000163359","COL6A3","1293",-0.394307823013569,-10.6441678950982,1.35986898398861e-23
"ENSG00000129151","BBOX1","8424",-0.659208879597392,-10.6370825455105,1.44815707814595e-23
"ENSG00000152270","PDE3B","5140",-0.728760195715126,-10.6322021642037,1.51034632574774e-23
"ENSG00000241755","IGKV1-9","28941",-0.518652750521088,-10.6314193505837,1.51537751878542e-23
"ENSG00000090382","LYZ","4069",-0.524647437528184,-10.6171551700547,1.72695159337833e-23
"ENSG00000149256","TENM4","26011",-0.491983318636729,-10.6102328035838,1.83613437682929e-23
"ENSG00000164116","GUCY1A3","2982",-0.561285550893236,-10.596790859277,2.07598441825498e-23
"ENSG00000111452","ADGRD1","283383",-0.529669437802884,-10.5934479711108,2.13388033787819e-23
"ENSG00000183098","GPC6","10082",-0.543845710482351,-10.5877398721335,2.24284518900734e-23
"ENSG00000183160","TMEM119","338773",-0.480490875139399,-10.5836105826425,2.32256339087645e-23
"ENSG00000184226","PCDH9","5101",-0.599765079341431,-10.5809959545294,2.3710617740485e-23
"ENSG00000224373","IGHV4-59","28392",-0.574754295874518,-10.573955151055,2.52360061113187e-23
"ENSG00000046653","GPM6B","2824",-0.445762847476523,-10.5643457707395,2.7515999388268e-23
"ENSG00000173068","BNC2","54796",-0.497178906210309,-10.5625277367011,2.78812570861481e-23
"ENSG00000165124","SVEP1","79987",-0.495846751454782,-10.5599357053715,2.84581220319834e-23
"ENSG00000171033","PKIA","5569",-0.657063844560681,-10.5593958911182,2.8492086815877e-23
"ENSG00000183570","PCBP3","54039",-0.609622173570411,-10.5346138883993,3.58230993840023e-23
"ENSG00000262655","SPON1","10418",-0.553756772049203,-10.5298094648459,3.73312600227916e-23
"ENSG00000075340","ADD2","119",-0.554966071048114,-10.5285472127925,3.76313139274178e-23
"ENSG00000120457","KCNJ5","3762",-0.44248710622143,-10.5272891974252,3.79327882100986e-23
"ENSG00000106034","CPED1","79974",-0.535370089378733,-10.5253913607699,3.84673930870623e-23
"ENSG00000154928","EPHB1","2047",-0.554396345352385,-10.5164308192935,4.16810662235174e-23
"ENSG00000241351","IGKV3-11","28914",-0.582336813621482,-10.5110347872134,4.36779690225213e-23
"ENSG00000060982","BCAT1","586",-0.569501323296157,-10.4995064518828,4.84759790961796e-23
"ENSG00000088882","CPXM1","56265",-0.453195320992905,-10.4932862040229,5.11901399764525e-23
"ENSG00000139292","LGR5","8549",-0.593295909617968,-10.4924374495813,5.13440237818774e-23
"ENSG00000140092","FBLN5","10516",-0.433509192763414,-10.4921681060197,5.13440237818774e-23
"ENSG00000131019","ULBP3","79465",-0.700792317103999,-10.4903118052508,5.20502359833967e-23
"ENSG00000010932","FMO1","2326",-0.42321909853112,-10.4738996308672,6.04609688887362e-23
"ENSG00000122641","INHBA","3624",-0.434117228354966,-10.4693043019305,6.28818529698242e-23
"ENSG00000164107","HAND2","9464",-0.258362725937398,-10.4462452710467,7.77002158048917e-23
"ENSG00000164303","ENPP6","133121",-0.491982479131392,-10.4355379467639,8.55447568574385e-23
"ENSG00000172348","RCAN2","10231",-0.311422739572101,-10.4345910530764,8.59892340688536e-23
"ENSG00000162739","SLAMF6","114836",-0.622995521425589,-10.4300180459852,8.94076176729611e-23
"ENSG00000211673","IGLV3-1",NA,-0.556709159739937,-10.4261593047896,9.23454070782392e-23
"ENSG00000122691","TWIST1","7291",-0.37559414202211,-10.4217594630369,9.58475991894029e-23
"ENSG00000211941","IGHV3-11","28450",-0.575912116437566,-10.4213897482502,9.58475991894029e-23
"ENSG00000211962","IGHV1-46","28465",-0.622448455978893,-10.4169262479476,9.95574862332933e-23
"ENSG00000123338","NCKAP1L","3071",-0.520157382942738,-10.4145379594811,1.01433030684051e-22
"ENSG00000105989","WNT2","7472",-0.370131186759143,-10.4132566609024,1.02285741743674e-22
"ENSG00000145428","RNF175","285533",-0.515787383145193,-10.4113028043278,1.03794307903351e-22
"ENSG00000128573","FOXP2","93986",-0.516874436863875,-10.4003725227854,1.14496336676953e-22
"ENSG00000182866","LCK","3932",-0.572598585242105,-10.3996720050951,1.14773862491284e-22
"ENSG00000117707","PROX1","5629",-0.551655859437276,-10.3993572624295,1.14773862491284e-22
"ENSG00000205038","PKHD1L1","93035",-0.711131100708174,-10.3835743874422,1.32437639993003e-22
"ENSG00000211648","IGLV1-47","28822",-0.534705547388753,-10.3795968650109,1.36942650706004e-22
"ENSG00000006210","CX3CL1","6376",-0.44969062462999,-10.3694390758194,1.4995807278874e-22
